# From https://www-sciboone.fnal.gov/data_release/flux/flux_numode.txt
# E_low(GeV)    E_high(GeV)     total   nue     anti-nue        numu    anti-numu
3.625	3.65	1.92172e-12	2.59029e-14	3.97392e-15	1.88858e-12	3.26144e-15
3.65	3.675	1.90998e-12	2.56568e-14	4.22816e-15	1.87215e-12	7.94533e-15
3.675	3.7	1.79792e-12	2.53015e-14	3.31157e-15	1.7665e-12	2.80411e-15
3.7	3.725	1.79792e-12	2.41838e-14	3.4701e-15	1.76772e-12	2.54333e-15
3.725	3.75	1.7585e-12	2.42643e-14	2.76085e-15	1.7286e-12	2.87469e-15
3.75	3.775	1.72697e-12	2.28589e-14	3.26209e-15	1.6938e-12	7.04923e-15
3.775	3.8	1.69222e-12	1.96765e-14	2.60586e-15	1.66746e-12	2.4855e-15
3.8	3.825	1.66658e-12	2.11844e-14	2.73895e-15	1.64017e-12	2.48236e-15
3.825	3.85	1.59576e-12	1.86674e-14	2.12227e-15	1.56976e-12	5.20091e-15
3.85	3.875	1.5729e-12	1.77223e-14	2.53373e-15	1.5458e-12	6.84657e-15
3.875	3.9	1.5538e-12	1.64324e-14	2.35975e-15	1.53289e-12	2.11842e-15
3.9	3.925	1.50724e-12	1.6059e-14	2.59838e-15	1.48682e-12	1.76614e-15
3.925	3.95	1.45152e-12	1.56431e-14	2.27806e-15	1.43146e-12	2.13706e-15
3.95	3.975	1.416e-12	1.55525e-14	2.22121e-15	1.39191e-12	6.31465e-15
3.975	4	1.40021e-12	1.3182e-14	2.11597e-15	1.37842e-12	6.4926e-15
4	4.025	1.34972e-12	1.52378e-14	1.84729e-15	1.33139e-12	1.24003e-15
4.025	4.05	1.27945e-12	1.20633e-14	2.11946e-15	1.26377e-12	1.49851e-15
4.05	4.075	1.25184e-12	1.22853e-14	1.70156e-15	1.23644e-12	1.41784e-15
4.075	4.1	1.19845e-12	1.15967e-14	1.63862e-15	1.18384e-12	1.37024e-15
4.1	4.125	1.16432e-12	1.13562e-14	1.44119e-15	1.15018e-12	1.34172e-15
4.125	4.15	1.16352e-12	9.66668e-15	1.34104e-15	1.15123e-12	1.28884e-15
4.15	4.175	1.11981e-12	9.74513e-15	1.29304e-15	1.10793e-12	8.45802e-16
4.175	4.2	1.11637e-12	9.03034e-15	1.1307e-15	1.10525e-12	9.59063e-16
4.2	4.225	1.05792e-12	9.4861e-15	1.1511e-15	1.04637e-12	9.04003e-16
4.225	4.25	1.02823e-12	8.67947e-15	1.33376e-15	1.01742e-12	8.03884e-16
4.25	4.275	1.00444e-12	8.73385e-15	9.88021e-16	9.94008e-13	7.14724e-16
4.275	4.3	9.88215e-13	8.11028e-15	1.20453e-15	9.77892e-13	1.00863e-15
4.3	4.325	9.45791e-13	7.77913e-15	9.31072e-16	9.36486e-13	5.95165e-16
4.325	4.35	9.22066e-13	6.98414e-15	1.06215e-15	9.13073e-13	9.46357e-16
4.35	4.375	8.68839e-13	7.6479e-15	9.5925e-16	8.59371e-13	8.60399e-16
4.375	4.4	8.52245e-13	6.86665e-15	7.46546e-16	8.43877e-13	7.53864e-16
4.4	4.425	8.23759e-13	6.62824e-15	8.38834e-16	8.15854e-13	4.37502e-16
4.425	4.45	8.15444e-13	5.71784e-15	6.90826e-16	8.03871e-13	5.16403e-15
4.45	4.475	7.68451e-13	5.52603e-15	9.19705e-16	7.61284e-13	7.21315e-16
4.475	4.5	7.6842e-13	4.80607e-15	7.73047e-16	7.48002e-13	1.48389e-14
4.5	4.525	7.52038e-13	4.93254e-15	6.38427e-16	7.41285e-13	5.18183e-15
4.525	4.55	7.20485e-13	4.67466e-15	6.88256e-16	7.14395e-13	7.27115e-16
4.55	4.575	6.91817e-13	4.50743e-15	6.49754e-16	6.86451e-13	2.08807e-16
4.575	4.6	6.82552e-13	3.76591e-15	6.41842e-16	6.73022e-13	5.12224e-15
4.6	4.625	6.48685e-13	4.00868e-15	5.59075e-16	6.43739e-13	3.77919e-16
4.625	4.65	6.38958e-13	3.68227e-15	4.92241e-16	6.25133e-13	9.65034e-15
4.65	4.675	6.02433e-13	3.65448e-15	4.32836e-16	5.98144e-13	2.01085e-16
4.675	4.7	5.82049e-13	2.94739e-15	4.88186e-16	5.78298e-13	3.14827e-16
4.7	4.725	5.6225e-13	2.82263e-15	4.62162e-16	5.58814e-13	1.51314e-16
4.725	4.75	5.57914e-13	3.28537e-15	4.38147e-16	5.54039e-13	1.51536e-16
4.75	4.775	5.26916e-13	3.03382e-15	4.85317e-16	5.23276e-13	1.21156e-16
4.775	4.8	5.09983e-13	2.75081e-15	2.79262e-16	5.06836e-13	1.16892e-16
4.8	4.825	4.97122e-13	2.42494e-15	2.37454e-16	4.89633e-13	4.8262e-15
4.825	4.85	4.73253e-13	1.95223e-15	2.90448e-16	4.66072e-13	4.93813e-15
4.85	4.875	4.58272e-13	1.88281e-15	3.25333e-16	4.5596e-13	1.04015e-16
4.875	4.9	4.44385e-13	2.08297e-15	3.68548e-16	4.4179e-13	1.43158e-16
4.9	4.925	4.21759e-13	1.77438e-15	1.98987e-16	4.19689e-13	9.67065e-17
4.925	4.95	4.19446e-13	1.7138e-15	2.79072e-16	4.17376e-13	7.68308e-17
4.95	4.975	3.95305e-13	1.63623e-15	2.93307e-16	3.93275e-13	1.00819e-16
4.975	5	3.83982e-13	1.55561e-15	2.2816e-16	3.82136e-13	6.21645e-17
