0.00   3986.29
0.05   3109.65
0.10   2335.81
0.15   1667.62
0.20   1207.88
0.25   888.064
0.30   573.958
0.35   431.182
0.40   314.106
0.45   228.441
0.50   151.342
0.55   102.798
0.60   74.2433
0.65   65.6768
0.70   45.6882
0.75   45.6882
0.80   25.6996
0.85   22.8441
0.90   19.9886
0.95   17.1331
1.00   0.0
