0.0033871  0.0008691  0.0002927  0.0001516  0.0001483 
0.0008691  0.0010216  0.0006260  0.0003740  0.0002600 
0.0002927  0.0006260  0.0009322  0.0008139  0.0005738 
0.0001516  0.0003740  0.0008139  0.0011719  0.0012554 
0.0001483  0.0002600  0.0005738  0.0012554  0.0023305

