correlation matrix

0.075,  0.100,   1.00000e+00,   5.20000e-02,   1.11000e-01,   7.30000e-02,   1.42000e-01,   2.25000e-01,   1.89000e-01, 
0.100,  0.125,   5.20000e-02,   1.00000e+00,   1.97000e-01,   2.87000e-01,   2.06000e-01,   3.28000e-01,   3.12000e-01, 
0.125,  0.150,   1.11000e-01,   1.97000e-01,   1.00000e+00,   2.18000e-01,   1.98000e-01,   3.11000e-01,   2.87000e-01, 
0.150,  0.175,   7.30000e-02,   2.87000e-01,   2.18000e-01,   1.00000e+00,   3.66000e-01,   3.18000e-01,   3.64000e-01, 
0.175,  0.200,   1.42000e-01,   2.06000e-01,   1.98000e-01,   3.66000e-01,   1.00000e+00,   5.39000e-01,   4.46000e-01, 
0.200,  0.250,   2.25000e-01,   3.28000e-01,   3.11000e-01,   3.18000e-01,   5.39000e-01,   1.00000e+00,   6.89000e-01, 
0.250,  0.300,   1.89000e-01,   3.12000e-01,   2.87000e-01,   3.64000e-01,   4.46000e-01,   6.89000e-01,   1.00000e+00, 


