cross section
lower, upper, xsec, stat, sys, total


    0,     2,    0.38,  15,  10,  19, 
    2,     4,    1.16,  9,  10,  14, 
    4,     6,    1.53,  8,  11,  14, 
    6,     8,    1.34,  10,  12,  16, 
    8,    10,    1.35,  11,  12,  16, 
   10,    12,    1.30,  12,  13,  18, 
   12,    15,    1.20,  12,  13,  18, 
   15,    19,    0.92,  17,  13,  21, 
   19,    25,    0.81,  27,  17,  32, 


