cross section
lower, upper, xsec, stat, sys, total


0.075, 0.100,   72.13,  39,  18,  43, 
0.100, 0.125,   61.38,  28,  18,  34, 
0.125, 0.150,   65.63,  27,  17,  32, 
0.150, 0.175,   52.79,  27,  17,  32, 
0.175, 0.200,   54.45,  24,  16,  29, 
0.200, 0.250,   45.15,  15,  15,  22, 
0.250, 0.300,   37.72,  11,  12,  17, 


