50  117.421 50 26.1931
150 816.251 50 91.805 
250 974.839 50 103.02 
350 690.119 50 90.8279
450 398.839 50 60.0037
550 222.272 50 47.9917
650 140.096 50 40.0239
750 82.5241 50 27.2391
850 172.253 50 95.2123
