1.0000 0.9606 0.8724 0.8064 0.6734 0.6045 0.5072 0.3725 0.3390
0.9606 1.0000 0.9321 0.8605 0.7530 0.6807 0.5862 0.4658 0.3859
0.8724 0.9321 1.0000 0.9658 0.8941 0.8512 0.7746 0.6424 0.5572
0.8064 0.8605 0.9658 1.0000 0.9510 0.9136 0.8551 0.7398 0.6752
0.6734 0.7530 0.8941 0.9510 1.0000 0.9678 0.9460 0.8817 0.7909
0.6045 0.6807 0.8512 0.9136 0.9678 1.0000 0.9793 0.9030 0.8459
0.5072 0.5862 0.7746 0.8551 0.9460 0.9793 1.0000 0.9456 0.8884
0.3725 0.4658 0.6424 0.7398 0.8817 0.9030 0.9456 1.0000 0.9509
0.3390 0.3859 0.5572 0.6752 0.7909 0.8459 0.8884 0.9509 1.0000
