35	1.13E-41	0.20E-41
55	1.16E-41	0.12E-41
75	1.07E-41	0.09E-41
100	0.85E-41	0.06E-41
125	0.76E-41	0.05E-41
150	0.66E-41	0.05E-41
200	0.38E-41	0.04E-41
350	0.00E-41	0.00E-41
