1.5	0.291E-8
2.0	0.387E-8
2.5	0.476E-8
3.0	0.502E-8
3.5	0.402E-8
4.0	0.242E-8
4.5	0.131E-8
5.0	0.077E-8
5.5	0.053E-8
6.0	0.041E-8
6.5	0.035E-8
7.0	0.03E-8
7.5	0.026E-8
8.0	0.023E-8
8.5	0.021E-8
9.0	0.019E-8
9.5	0.017E-8
10.0  0.000E-8
