1.0000 0.8383 0.7890 0.7255 0.5693 0.4415 0.3245 0.2465
0.8383 1.0000 0.8516 0.8346 0.7347 0.6236 0.5162 0.4451
0.7890 0.8516 1.0000 0.8382 0.7429 0.6608 0.5565 0.4759
0.7255 0.8346 0.8382 1.0000 0.8231 0.7497 0.6568 0.5743
0.5693 0.7347 0.7429 0.8231 1.0000 0.8346 0.7638 0.6928
0.4415 0.6236 0.6608 0.7497 0.8346 1.0000 0.8233 0.7662
0.3245 0.5162 0.5565 0.6568 0.7638 0.8233 1.0000 0.8147
0.2465 0.4451 0.4759 0.5743 0.6928 0.7662 0.8147 1.0000
