1.0000 0.6945 0.6385 0.5453 0.4760 0.4513 0.4146
0.6945 1.0000 0.8287 0.6718 0.6091 0.5780 0.5480
0.6385 0.8287 1.0000 0.7533 0.6939 0.6522 0.6014
0.5453 0.6718 0.7533 1.0000 0.8112 0.7582 0.6697
0.4760 0.6091 0.6939 0.8112 1.0000 0.8025 0.7256
0.4513 0.5780 0.6522 0.7582 0.8025 1.0000 0.8736
0.4146 0.5480 0.6014 0.6697 0.7256 0.8736 1.0000
