0 0.51E-40 14
2 1.39E-40 12
4 2.25E-40 11
6 2.62E-40 11
8 2.83E-40 12
10 2.64E-40 13
12 2.18E-40 13
16 2.06E-40 15
20 1.67E-40 22
25 0 0
