1.0000  0.1541  0.1634  0.1545  0.1297  0.1050  0.0937  0.0870 
0.1541  1.0000  0.6198  0.5418  0.4242  0.3485  0.3371  0.3336 
0.1634  0.6198  1.0000  0.6289  0.5328  0.4202  0.3532  0.3329 
0.1545  0.5418  0.6289  1.0000  0.6493  0.4952  0.3407  0.3030 
0.1297  0.4242  0.5328  0.6493  1.0000  0.5340  0.3132  0.2539 
0.1050  0.3485  0.4202  0.4952  0.5340  1.0000  0.3388  0.2695 
0.0937  0.3371  0.3532  0.3407  0.3132  0.3388  1.0000  0.3423 
0.0870  0.3336  0.3329  0.3030  0.2539  0.2695  0.3423  1.0000 
