0.0 0.31E-40 107
1.0 2.56E-40 28
2.0 4.41E-40 18
2.6 2.70E-40 18
3.3 1.59E-40 19
4.0 0.90E-40 20
5.0 0.42E-40 26
6.0 0.25E-40 26
8.0 0.14E-40 37
10.0 0 0
