1.0000 0.5617 0.4868 0.4620 0.4182 0.3429 0.2533 0.2621
0.5617 1.0000 0.5825 0.5400 0.4954 0.4123 0.3104 0.2935
0.4868 0.5825 1.0000 0.5068 0.4354 0.3729 0.2893 0.2609
0.4620 0.5400 0.5068 1.0000 0.4215 0.3663 0.2870 0.2588
0.4182 0.4954 0.4354 0.4215 1.0000 0.3596 0.2762 0.2479
0.3429 0.4123 0.3729 0.3663 0.3596 1.0000 0.2922 0.2393
0.2533 0.3104 0.2893 0.2870 0.2762 0.2922 1.0000 0.1909
0.2621 0.2935 0.2609 0.2588 0.2479 0.2393 0.1909 1.0000
