1.5 1.98E-40 106
2.0 9.62E-40 20
3.0 10.67E-40 18
3.5 11.13E-40 19
4.0 12.81E-40 21
5.0 17.72E-40 23
6.0 18.54E-40 24
8.0 22.85E-40 28
10.0 0 0
