1.0000 0.6323 0.5679 0.5484 0.4716 0.4267 0.3765
0.6323 1.0000 0.6836 0.6447 0.5440 0.4898 0.4173
0.5679 0.6836 1.0000 0.6629 0.5579 0.5126 0.4332
0.5484 0.6447 0.6629 1.0000 0.5726 0.5296 0.4498
0.4716 0.5440 0.5579 0.5726 1.0000 0.5288 0.4507
0.4267 0.4898 0.5126 0.5296 0.5288 1.0000 0.4678
0.3765 0.4173 0.4332 0.4498 0.4507 0.4678 1.0000
