25 1.53E-014
75 5.72E-014
125 1.27E-013
175 1.23E-013
225 1.04E-013
275 1.08E-013
325 1.09E-013
375 1.09E-013
425 1.06E-013
475 1.03E-013
525 1.00E-013
575 9.65E-014
625 9.20E-014
675 8.80E-014
725 8.47E-014
775 8.01E-014
825 7.74E-014
875 7.39E-014
925 6.92E-014
975 6.62E-014
1025 6.24E-014
1075 6.04E-014
1125 5.63E-014
1175 5.45E-014
1225 5.01E-014
1275 4.84E-014
1325 4.52E-014
1375 4.35E-014
1425 4.03E-014
1475 3.93E-014
1525 3.70E-014
1575 3.46E-014
1625 3.29E-014
1675 3.06E-014
1725 2.89E-014
1775 2.80E-014
1825 2.57E-014
1875 2.43E-014
1925 2.30E-014
1975 2.17E-014
2025 2.04E-014
2075 1.87E-014
2125 1.76E-014
2175 1.66E-014
2225 1.55E-014
2275 1.49E-014
2325 1.36E-014
2375 1.28E-014
2425 1.19E-014
2475 1.13E-014
2525 1.04E-014
2575 9.80E-015
2625 8.83E-015
2675 8.61E-015
2725 7.73E-015
2775 7.29E-015
2825 6.79E-015
2875 6.37E-015
2925 5.77E-015
2975 5.49E-015
3025 4.99E-015
3075 4.66E-015
3125 4.21E-015
3175 4.07E-015
3225 3.82E-015
3275 3.50E-015
3325 3.17E-015
3375 2.92E-015
3425 2.62E-015
3475 2.49E-015
3525 2.28E-015
3575 2.08E-015
3625 1.89E-015
3675 1.72E-015
3725 1.60E-015
3775 1.45E-015
3825 1.34E-015
3875 1.22E-015
3925 1.17E-015
3975 9.92E-016
4025 9.31E-016
4075 8.36E-016
4125 7.64E-016
4175 6.76E-016
4225 6.55E-016
4275 5.97E-016
4325 5.26E-016
4375 4.65E-016
4425 4.30E-016
4475 3.83E-016
4525 3.41E-016
4575 3.14E-016
4625 2.88E-016
4675 2.50E-016
4725 2.22E-016
4775 2.06E-016
4825 1.82E-016
4875 1.59E-016
4925 1.41E-016
4975 1.24E-016
5025 1.14E-016
5075 1.03E-016
5125 8.43E-017
5175 7.41E-017
5225 6.57E-017
5275 5.59E-017
5325 4.79E-017
5375 4.20E-017
5425 3.15E-017
5475 2.98E-017
5525 2.36E-017
5575 2.22E-017
5625 1.83E-017
5675 1.76E-017
5725 1.37E-017
5775 1.14E-017
5825 9.19E-018
5875 7.47E-018
5925 6.50E-018
5975 5.51E-018
6025 4.57E-018
6075 4.37E-018
6125 2.15E-018
6175 2.32E-018
6225 1.55E-018
6275 1.28E-018
6325 1.05E-018
6375 8.23E-019
6425 8.30E-019
6475 6.14E-019
6525 8.55E-019
6575 4.71E-019
6625 4.39E-019
6675 5.17E-019
6725 3.05E-019
6775 1.61E-019
6825 1.61E-019
6875 1.18E-019
6925 1.96E-019
6975 7.79E-020
7025 1.57E-019
7075 1.17E-019
7125 0.00E+000
7175 0.00E+000
7225 0.00E+000
7275 0.00E+000
7325 0.00E+000
7375 0.00E+000
7425 0.00E+000
7475 0.00E+000
7525 0.00E+000
7575 0.00E+000
7625 0.00E+000
7675 0.00E+000
7725 0.00E+000
7775 0.00E+000
7825 0.00E+000
7875 0.00E+000
7925 0.00E+000
7975 0.00E+000
8025 0.00E+000
8075 0.00E+000
8125 0.00E+000
8175 0.00E+000
8225 0.00E+000
8275 0.00E+000
8325 0.00E+000
8375 0.00E+000
8425 0.00E+000
8475 0.00E+000
8525 0.00E+000
8575 0.00E+000
8625 0.00E+000
8675 0.00E+000
8725 0.00E+000
8775 0.00E+000
8825 0.00E+000
8875 0.00E+000
8925 0.00E+000
8975 0.00E+000
9025 0.00E+000
9075 0.00E+000
9125 0.00E+000
9175 0.00E+000
9225 0.00E+000
9275 0.00E+000
9325 0.00E+000
9375 0.00E+000
9425 0.00E+000
9475 0.00E+000
9525 0.00E+000
9575 0.00E+000
9625 0.00E+000
9675 0.00E+000
9725 0.00E+000
9775 0.00E+000
9825 0.00E+000
9875 0.00E+000
9925 0.00E+000
9975 0.00E+000
