0		125
0.1		96
0.2		70
0.3		58
0.4		54
0.5		49
0.6		41
0.7		34
0.8		25
0.9		33
1		30
1.1		16
1.2		22
1.3		21
1.4		17
1.5		15
1.6		9
1.7		7
1.8		6
1.9		8
2		10
2.1		4
2.2		3
2.3		6
2.4		3
2.5		1
2.6		2
2.7		1
2.8		4
2.9		0
3		3
3.1		7
3.2		1
3.3		0
3.4		2
3.5		3
3.6		5
3.7		2
3.8		2
3.9		2
4		1
4.1		0
4.2		1
4.3		2
4.4		0
4.5		2
4.6		0
4.7		0
4.8		0
4.9		0
5		0
