1056.88 787.14 899.69 895.55 810.59 674.54 840.97 951.70 568.51 1135.54
1110.31 1186.74 1221.31 1070.57 962.01 809.80 1057.84 891.26 859.62 776.00
1100.17 933.10 1110.77 1098.91 1067.40 1042.99 1074.20 1486.97 1225.77 1115.78
815.95 831.06 935.94 1051.38 966.13 1042.04 927.61 1080.46 1227.45 1196.72
286.66 559.99 673.18 705.41 624.24 594.38 696.27 1027.38 822.94 624.22
3.36 101.43 220.50 298.99 289.22 264.03 313.27 358.63 436.67 363.35
0.00 0.14 8.50 60.06 77.76 81.41 77.54 103.35 97.58 132.62
0.00 0.00 0.00 0.73 8.42 17.10 26.28 34.62 24.18 39.71
