1.0000 0.1822 0.1567 0.1250 0.0702 0.0381 0.0466 0.0554 0.0301
0.1822 1.0000 0.7808 0.6267 0.3646 0.2044 0.2601 0.3164 0.1731
0.1567 0.7808 1.0000 0.8464 0.6837 0.5356 0.5418 0.5799 0.3384
0.1250 0.6267 0.8464 1.0000 0.8148 0.7073 0.6922 0.7099 0.4470
0.0702 0.3646 0.6837 0.8148 1.0000 0.8333 0.7802 0.7566 0.4817
0.0381 0.2044 0.5356 0.7073 0.8333 1.0000 0.7953 0.7644 0.5270
0.0466 0.2601 0.5418 0.6922 0.7802 0.7953 1.0000 0.7941 0.6009
0.0554 0.3164 0.5799 0.7099 0.7566 0.7644 0.7941 1.0000 0.6571
0.0301 0.1731 0.3384 0.4470 0.4817 0.5270 0.6009 0.6571 1.0000
