 1.000  0.272  0.180  0.051  0.107  0.052  0.117  0.046
 0.272  1.000  0.281  0.193  0.181  0.156  0.197  0.169
 0.180  0.281  1.000  0.149  0.191  0.112  0.202  0.174
 0.051  0.193  0.149  1.000  0.090  0.156  0.177  0.153
 0.107  0.181  0.191  0.090  1.000  0.104  0.211  0.191
 0.052  0.156  0.112  0.156  0.104  1.000  0.193  0.179
 0.117  0.197  0.202  0.177  0.211  0.193  1.000  0.280
 0.046  0.169  0.174  0.153  0.191  0.179  0.280  1.000
