1.000 0.592 0.486 0.332 0.271 0.257
0.592 1.000 0.608 0.415 0.345 0.309
0.486 0.608 1.000 0.445 0.393 0.389
0.332 0.415 0.445 1.000 0.262 0.289
0.271 0.345 0.393 0.262 1.000 0.325
0.257 0.309 0.389 0.289 0.325 1.000
