 1.000  0.329  0.264  0.099  0.140  0.128
 0.329  1.000  0.338  0.152  0.162  0.148
 0.264  0.338  1.000  0.172  0.165  0.172
 0.099  0.152  0.172  1.000  0.046 -0.020
 0.140  0.162  0.165  0.046  1.000  0.123
 0.128  0.148  0.172 -0.020  0.123  1.000
