1.000 0.525 0.457 0.247 0.262 0.256
0.525 1.000 0.534 0.243 0.341 0.290
0.457 0.534 1.000 0.393 0.377 0.372
0.247 0.243 0.393 1.000 0.128 0.204
0.262 0.341 0.377 0.128 1.000 0.359
0.256 0.290 0.372 0.204 0.359 1.000
