 1.000  0.465  0.275  0.262  0.168  0.139  0.080  0.091
 0.465  1.000  0.506  0.376  0.330  0.203  0.197  0.134
 0.275  0.506  1.000  0.348  0.338  0.234  0.259  0.194
 0.262  0.376  0.348  1.000  0.265  0.214  0.216  0.194
 0.168  0.330  0.338  0.265  1.000  0.252  0.317  0.249
 0.139  0.203  0.234  0.214  0.252  1.000  0.329  0.273
 0.080  0.197  0.259  0.216  0.317  0.329  1.000  0.365
 0.091  0.134  0.194  0.194  0.249  0.273  0.365  1.000

 
