1.5 0.254 0.494 0.179
2.0 2.049 0.290 0.440
3.0 2.673 0.243 0.417
4.0 1.725 0.311 0.457
5.0 3.928 0.666 0.763
7.0 6.840 1.294 1.084
9.0 9.917 1.863 1.601
11.0 15.896 2.245 2.538
15.0 9.931 3.477 1.768
20.0 0.000  0.0000  0.000
