0.1518 0.0052 -0.0114 -0.0053 -0.0016 -0.0015 -0.0012 -0.0008 -0.0003 -0.0001 0.0000 0.0000
0.0052 0.1256 0.0078 -0.0083 -0.0031 -0.0012 -0.0005 -0.0003 -0.0004 -0.0001 -0.0000 -0.0000
-0.0114 0.0078 0.0731 0.0085 -0.0045 -0.0018 -0.0009 -0.0004 -0.0002 -0.0001 -0.0000 -0.0000
-0.0053 -0.0083 0.0085 0.0569 0.0067 -0.0030 -0.0015 -0.0006 0.0002 -0.0001 -0.0001 -0.0000
-0.0016 -0.0031 -0.0045 0.0067 0.0374 0.0056 -0.0015 -0.0005 -0.0001 0.0002 -0.0000 -0.0000
-0.0015 -0.0012 -0.0018 -0.0030 0.0056 0.0289 0.0050 -0.0012 -0.0028 -0.0005 0.0000 0.0000
-0.0012 -0.0005 -0.0009 -0.0015 -0.0015 0.0050 0.0241 0.0054 -0.0023 -0.0024 -0.0004 0.0000
-0.0008 -0.0003 -0.0004 -0.0006 -0.0005 -0.0012 0.0054 0.0186 0.0072 -0.0007 -0.0011 -0.0002
-0.0003 -0.0004 -0.0002 0.0002 -0.0001 -0.0028 -0.0023 0.0072 0.0139 0.0058 -0.0005 -0.0005
-0.0001 -0.0001 -0.0001 -0.0001 0.0002 -0.0005 -0.0024 -0.0007 0.0058 0.0092 0.0024 -0.0001
0.0000 -0.0000 -0.0000 -0.0001 -0.0000 0.0000 -0.0004 -0.0011 -0.0005 0.0024 0.0057 0.0014
0.0000 -0.0000 -0.0000 -0.0000 -0.0000 0.0000 0.0000 -0.0002 -0.0005 -0.0001 0.0014 0.0053
