1.5 3.952 0.914 0.454 
2.0 2.485 0.214 0.335 
3.0 2.736 0.183 0.349 
4.0 3.096 0.276 0.559 
5.0 5.037 0.478 0.798 
7.0 6.540 0.791 0.844 
9.0 6.321 1.033 0.932 
11.0 8.205 1.115 1.149 
15.0 12.330 1.686 1.622 
20.0 0.000  0.000 0.000
