0 0.114 0.012 0.015 
5 0.133 0.011 0.018 
10 0.115 0.009 0.014 
15 0.109 0.008 0.011 
20 0.073 0.006 0.010 
25 0.054 0.005 0.008 
30 0.042 0.005 0.008 
35 0.027 0.004 0.008 
40 0.018 0.004 0.006 
45 0.005 0.003 0.004 
50 -0.005 0.002 0.006 
60 -0.008 0.002 0.005 
70 0.000  0.000 0.000
