7.638585e+01 7.210337e+01 5.103873e+02 7.651723e+02 8.387944e+02 8.183755e+02 6.409519e+02 5.554506e+02 4.541256e+02 5.676953e+02 4.853376e+02 4.011892e+02 2.477760e+02 3.892039e+02 3.229518e+02 2.831312e+02 3.086754e+02 1.892211e+02 1.290945e+02 2.236329e+02 1.431306e+02 3.997727e+01 1.175628e+02 5.272368e+01     -3.635721e+01     -6.022894e+01     -5.193448e+01     -1.259547e+02     -9.135340e+01     -9.336433e+01     -4.021990e+01     -2.187065e+02     -9.545914e+01     -2.457339e+02     -2.257691e+02     -1.961194e+02     -9.512518e+01     -1.879956e+02     -8.733736e+01     -1.791500e+02     -2.213731e+01     -1.358581e+02     -5.059782e+01     -3.352869e+01 8.786940e+01 9.591735e+00 1.774975e+01 3.574781e+01 1.705964e+01 6.732655e+00 8.268281e+01    
7.210337e+01 3.609674e+03 9.934512e+03 1.345510e+04 1.233186e+04 1.129999e+04 1.176782e+04 1.190336e+04 1.169445e+04 9.842389e+03 9.216567e+03 8.770074e+03 8.239421e+03 7.198060e+03 7.517154e+03 7.010783e+03 6.715870e+03 6.557475e+03 6.087361e+03 5.734165e+03 5.848469e+03 5.822648e+03 6.136007e+03 5.724032e+03 6.076054e+03 5.996803e+03 5.013328e+03 5.262015e+03 4.699064e+03 4.737178e+03 4.040540e+03 4.681956e+03 3.786925e+03 4.496476e+03 4.568665e+03 4.192542e+03 3.872036e+03 4.326580e+03 3.226277e+03 3.731229e+03 2.445677e+03 3.149630e+03 1.712230e+03 1.616325e+03 1.352417e+03 1.582626e+03 1.403607e+03 1.286530e+03 1.491397e+03 1.227587e+03 1.116535e+03    
5.103873e+02 9.934512e+03 4.328262e+04 5.545547e+04 5.234785e+04 4.886206e+04 4.851322e+04 4.853135e+04 4.613226e+04 4.287636e+04 3.907916e+04 3.707930e+04 3.368469e+04 3.037985e+04 3.116600e+04 2.926557e+04 2.742582e+04 2.664897e+04 2.566734e+04 2.541838e+04 2.621913e+04 2.402747e+04 2.573053e+04 2.429954e+04 2.408791e+04 2.218108e+04 2.051446e+04 1.994785e+04 1.880663e+04 1.838853e+04 1.736491e+04 1.627752e+04 1.503757e+04 1.548358e+04 1.711019e+04 1.634709e+04 1.610624e+04 1.597412e+04 1.318027e+04 1.306675e+04 1.136257e+04 1.091634e+04 6.437823e+03 5.848667e+03 6.140499e+03 6.177415e+03 5.495725e+03 5.626768e+03 5.775151e+03 5.194030e+03 5.195351e+03    
7.651723e+02 1.345510e+04 5.545547e+04 8.323394e+04 7.494850e+04 6.933307e+04 6.721909e+04 6.570820e+04 6.205484e+04 5.950527e+04 5.264262e+04 4.939302e+04 4.307522e+04 4.062117e+04 3.982723e+04 3.683355e+04 3.575834e+04 3.376016e+04 3.220717e+04 3.143864e+04 3.195331e+04 2.797203e+04 3.019438e+04 2.833563e+04 2.663093e+04 2.424845e+04 2.275462e+04 2.157605e+04 2.013534e+04 1.994379e+04 1.893270e+04 1.558252e+04 1.566317e+04 1.479785e+04 1.635150e+04 1.594150e+04 1.654405e+04 1.561100e+04 1.380136e+04 1.304902e+04 1.244515e+04 1.083650e+04 7.317995e+03 6.587967e+03 7.569450e+03 7.500580e+03 6.674472e+03 7.278058e+03 6.746965e+03 6.354014e+03 6.948861e+03    
8.387944e+02 1.233186e+04 5.234785e+04 7.494850e+04 7.796327e+04 6.953612e+04 6.722987e+04 6.607773e+04 6.414086e+04 6.242547e+04 5.565943e+04 5.256218e+04 4.641838e+04 4.427785e+04 4.482029e+04 4.136919e+04 4.037749e+04 3.892845e+04 3.714328e+04 3.803601e+04 3.777936e+04 3.336256e+04 3.595654e+04 3.379905e+04 3.098613e+04 2.834342e+04 2.582238e+04 2.438057e+04 2.378933e+04 2.289683e+04 2.251443e+04 1.765180e+04 1.866832e+04 1.723229e+04 1.872045e+04 1.819581e+04 1.965663e+04 1.765899e+04 1.600627e+04 1.465736e+04 1.393504e+04 1.154649e+04 7.753548e+03 7.153957e+03 8.934125e+03 7.983039e+03 7.536297e+03 7.389045e+03 7.329654e+03 6.669081e+03 7.657157e+03    
8.183755e+02 1.129999e+04 4.886206e+04 6.933307e+04 6.953612e+04 7.232192e+04 6.418780e+04 6.299005e+04 6.028725e+04 6.156341e+04 5.463042e+04 5.156128e+04 4.571616e+04 4.438373e+04 4.414585e+04 4.123267e+04 4.047651e+04 3.914143e+04 3.657203e+04 3.862614e+04 3.814959e+04 3.369841e+04 3.679130e+04 3.414534e+04 3.117407e+04 2.808273e+04 2.644513e+04 2.378919e+04 2.444537e+04 2.308821e+04 2.261391e+04 1.709893e+04 1.906958e+04 1.667562e+04 1.828754e+04 1.894928e+04 2.035236e+04 1.738231e+04 1.648134e+04 1.399641e+04 1.481759e+04 1.087281e+04 7.800687e+03 7.061945e+03 9.062499e+03 8.052547e+03 7.396016e+03 7.629476e+03 7.096680e+03 6.803448e+03 7.911564e+03    
6.409519e+02 1.176782e+04 4.851322e+04 6.721909e+04 6.722987e+04 6.418780e+04 7.453857e+04 7.386721e+04 7.445109e+04 6.829120e+04 6.410751e+04 6.208431e+04 6.016995e+04 5.336832e+04 5.847708e+04 5.541275e+04 5.328854e+04 5.550969e+04 5.472025e+04 5.481384e+04 5.643118e+04 5.421857e+04 5.757441e+04 5.434140e+04 5.410619e+04 5.197941e+04 4.671954e+04 4.606704e+04 4.464533e+04 4.254548e+04 4.029187e+04 3.979102e+04 3.690642e+04 3.892743e+04 4.140887e+04 3.976962e+04 3.875895e+04 3.679363e+04 3.004816e+04 3.180206e+04 2.460906e+04 2.356317e+04 1.377146e+04 1.238501e+04 1.238243e+04 1.175904e+04 1.150826e+04 1.054065e+04 1.075620e+04 9.143505e+03 9.461710e+03    
5.554506e+02 1.190336e+04 4.853135e+04 6.570820e+04 6.607773e+04 6.299005e+04 7.386721e+04 8.884734e+04 8.566149e+04 7.699355e+04 7.533264e+04 7.404141e+04 7.436551e+04 6.407264e+04 7.298356e+04 7.086221e+04 6.838180e+04 7.336650e+04 7.502769e+04 7.298730e+04 7.761851e+04 7.549416e+04 8.008362e+04 7.561443e+04 7.738748e+04 7.567394e+04 6.965098e+04 6.972651e+04 6.543934e+04 6.280492e+04 5.906303e+04 6.150138e+04 5.590006e+04 6.045844e+04 6.438552e+04 6.140673e+04 5.771464e+04 5.638134e+04 4.524832e+04 4.818676e+04 3.630015e+04 3.531614e+04 2.001131e+04 1.699283e+04 1.610532e+04 1.617190e+04 1.520599e+04 1.425059e+04 1.485093e+04 1.257242e+04 1.148834e+04    
4.541256e+02 1.169445e+04 4.613226e+04 6.205484e+04 6.414086e+04 6.028725e+04 7.445109e+04 8.566149e+04 9.817681e+04 8.057970e+04 7.978952e+04 7.848427e+04 8.170184e+04 6.998634e+04 8.292391e+04 8.063666e+04 7.794227e+04 8.510290e+04 8.827708e+04 8.753418e+04 9.235135e+04 9.081516e+04 9.744918e+04 9.193648e+04 9.457449e+04 9.413491e+04 8.316601e+04 8.468225e+04 8.098783e+04 7.685796e+04 7.286755e+04 7.690227e+04 6.984734e+04 7.685654e+04 8.014661e+04 7.580916e+04 7.239784e+04 6.970856e+04 5.553567e+04 6.037623e+04 4.395700e+04 4.275397e+04 2.393865e+04 2.111140e+04 1.954223e+04 1.911888e+04 1.874140e+04 1.627788e+04 1.721433e+04 1.434196e+04 1.281635e+04    
5.676953e+02 9.842389e+03 4.287636e+04 5.950527e+04 6.242547e+04 6.156341e+04 6.829120e+04 7.699355e+04 8.057970e+04 8.076416e+04 7.338594e+04 7.254708e+04 7.160970e+04 6.482574e+04 7.214071e+04 7.134527e+04 7.005157e+04 7.457003e+04 7.620951e+04 7.683784e+04 8.089141e+04 7.694238e+04 8.177710e+04 7.753370e+04 7.681920e+04 7.450717e+04 6.932246e+04 6.819645e+04 6.521100e+04 6.232670e+04 5.998531e+04 5.817219e+04 5.563812e+04 5.814149e+04 6.202572e+04 6.019540e+04 5.788624e+04 5.436541e+04 4.506362e+04 4.549268e+04 3.693052e+04 3.239421e+04 1.955282e+04 1.669562e+04 1.703872e+04 1.624429e+04 1.516965e+04 1.443415e+04 1.445300e+04 1.276631e+04 1.224708e+04    
