****************************************************************************************************
This file includes true energy spectra and migration matrices for the high energy neutral current elastic sample proton+neutron (the denominator of the ratio)
with reconstructed energy from 350 to 800 MeV
****************************************************************************************************

Table 2. Reconstructed nucleon kinetic energy spectra for the data and the MC background prediction.
The histogram has 30 bins from 350.0 MeV to 800.0 MeV.
====================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
      energy range(MeV)| 350.0<Trec<365.0  365.0<Trec<380.0  380.0<Trec<395.0  395.0<Trec<410.0  410.0<Trec<425.0  425.0<Trec<440.0  440.0<Trec<455.0  455.0<Trec<470.0  470.0<Trec<485.0  485.0<Trec<500.0  500.0<Trec<515.0  515.0<Trec<530.0  530.0<Trec<545.0  545.0<Trec<560.0  560.0<Trec<575.0  575.0<Trec<590.0  590.0<Trec<605.0  605.0<Trec<620.0  620.0<Trec<635.0  635.0<Trec<650.0  650.0<Trec<665.0  665.0<Trec<680.0  680.0<Trec<695.0  695.0<Trec<710.0  710.0<Trec<725.0  725.0<Trec<740.0  740.0<Trec<755.0  755.0<Trec<770.0  770.0<Trec<785.0  785.0<Trec<800.0 
Event type             |
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Data                   |  2.280000e+03      1.972000e+03      1.815000e+03      1.516000e+03      1.356000e+03      1.163000e+03      1.154000e+03      1.136000e+03      1.150000e+03      9.980000e+02      7.680000e+02      7.140000e+02      5.730000e+02      5.010000e+02      4.520000e+02      4.960000e+02      4.620000e+02      4.150000e+02      4.040000e+02      4.060000e+02      3.950000e+02      3.930000e+02      3.910000e+02      4.100000e+02      3.750000e+02      3.760000e+02      4.230000e+02      4.230000e+02      4.390000e+02      4.380000e+02    
Backgrounds            |  4.089986e+02      3.728637e+02      3.529947e+02      3.474604e+02      3.084260e+02      2.939212e+02      3.071228e+02      3.304660e+02      3.354977e+02      3.431949e+02      3.271199e+02      3.149625e+02      2.886637e+02      2.234001e+02      2.394022e+02      2.461791e+02      2.466851e+02      2.378370e+02      2.380596e+02      2.461632e+02      2.536219e+02      2.657772e+02      2.737242e+02      2.553884e+02      2.966817e+02      2.959479e+02      3.014583e+02      3.316176e+02      3.625725e+02      3.955619e+02    
====================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================


Table 3. Migration matrix (Ttrue vs Trec) for the neutral current elastic on hydrogen protons.
The 2-dimensional histogram (true vs reconstructed energy) with 30 x 30 bins for the events that pass the cuts.
True energy is from 300.0 MeV to 900.0 MeV with the first underflow bin and the last overflow bin; reconstructed energy from 350.0 MeV to 800.0 MeV.
=================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
      energy range(MeV)|  Ttrue<300.0      300.0<Ttrue<321.4 321.4<Ttrue<342.9 342.9<Ttrue<364.3 364.3<Ttrue<385.7 385.7<Ttrue<407.1 407.1<Ttrue<428.6 428.6<Ttrue<450.0 450.0<Ttrue<471.4 471.4<Ttrue<492.9 492.9<Ttrue<514.3 514.3<Ttrue<535.7 535.7<Ttrue<557.1 557.1<Ttrue<578.6 578.6<Ttrue<600.0 600.0<Ttrue<621.4 621.4<Ttrue<642.9 642.9<Ttrue<664.3 664.3<Ttrue<685.7 685.7<Ttrue<707.1 707.1<Ttrue<728.6 728.6<Ttrue<750.0 750.0<Ttrue<771.4 771.4<Ttrue<792.9 792.9<Ttrue<814.3 814.3<Ttrue<835.7 835.7<Ttrue<857.1 857.1<Ttrue<878.6 878.6<Ttrue<900.0    Ttrue>900.0
energy range(MeV)      |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
350.0<Trec<365.0       |  2.043021e+00      6.170191e+00      1.636818e+01      4.007465e+01      5.397133e+01      3.903668e+01      2.411712e+01      1.084373e+01      8.014929e+00      3.614576e+00      1.885866e+00      1.728710e+00      1.571555e+00      6.286219e-01      1.100088e+00      1.571555e-01      1.571555e-01      1.571555e-01      3.143109e-01      0.000000e+00      1.571555e-01      1.571555e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01    
365.0<Trec<380.0       |  3.315752e-01      2.200177e+00      6.914841e+00      1.728710e+01      4.038896e+01      4.730036e+01      3.064532e+01      1.731309e+01      1.274540e+01      6.443374e+00      4.086042e+00      2.200177e+00      2.043021e+00      7.857774e-01      4.714664e-01      4.714664e-01      9.429328e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      1.571555e-01      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00    
380.0<Trec<395.0       |  3.143109e-01      4.714664e-01      1.571555e+00      6.757685e+00      2.420194e+01      3.962421e+01      3.289799e+01      2.345321e+01      1.449513e+01      7.229152e+00      4.904799e+00      3.614576e+00      2.043021e+00      1.885866e+00      4.714664e-01      6.286219e-01      0.000000e+00      4.714664e-01      3.143109e-01      1.571555e-01      6.286219e-01      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      0.000000e+00      0.000000e+00      3.196087e-01    
395.0<Trec<410.0       |  0.000000e+00      0.000000e+00      3.143109e-01      1.728710e+00      1.178666e+01      3.005576e+01      3.583145e+01      3.307888e+01      1.618701e+01      9.586484e+00      6.443374e+00      4.557509e+00      2.357332e+00      1.885866e+00      9.429328e-01      1.100088e+00      1.571555e-01      1.571555e-01      3.143109e-01      1.571555e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      4.714664e-01    
410.0<Trec<425.0       |  0.000000e+00      0.000000e+00      0.000000e+00      1.257244e+00      3.771731e+00      1.327909e+01      3.145688e+01      3.084962e+01      2.074452e+01      1.541094e+01      8.981294e+00      4.243198e+00      2.357332e+00      2.357332e+00      1.571555e+00      1.100088e+00      7.857774e-01      0.000000e+00      0.000000e+00      3.143109e-01      3.143109e-01      3.143109e-01      0.000000e+00      1.571555e-01      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00    
425.0<Trec<440.0       |  0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      7.857774e-01      7.386307e+00      1.826867e+01      2.739529e+01      2.561634e+01      1.874767e+01      1.198245e+01      8.643551e+00      2.985954e+00      2.514488e+00      1.571555e+00      2.200177e+00      1.257244e+00      7.857774e-01      7.857774e-01      3.143109e-01      3.143109e-01      3.143109e-01      3.143109e-01      0.000000e+00      4.714664e-01      1.571555e-01      1.571555e-01      1.571555e-01      0.000000e+00      3.143109e-01    
440.0<Trec<455.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.414399e+00      7.857774e+00      1.779630e+01      2.985954e+01      2.327983e+01      1.466164e+01      8.957862e+00      6.286219e+00      2.828799e+00      2.671643e+00      2.043021e+00      1.100088e+00      1.414399e+00      4.714664e-01      9.429328e-01      7.857774e-01      3.143109e-01      1.571555e-01      1.865434e-01      0.000000e+00      0.000000e+00      1.571555e-01      1.571555e-01      0.000000e+00      1.571555e-01    
455.0<Trec<470.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      7.857774e-01      4.243198e+00      1.008268e+01      2.218794e+01      2.624496e+01      1.901581e+01      9.272173e+00      7.071996e+00      4.400353e+00      3.143110e+00      1.728710e+00      1.885866e+00      1.257244e+00      1.257244e+00      4.714664e-01      1.100088e+00      7.857774e-01      3.143109e-01      1.571555e-01      0.000000e+00      1.571555e-01      1.571555e-01      0.000000e+00      0.000000e+00      4.714664e-01    
470.0<Trec<485.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      9.429328e-01      3.928887e+00      1.052942e+01      1.921062e+01      2.360369e+01      1.669084e+01      8.172085e+00      5.500442e+00      4.471778e+00      1.919984e+00      1.885866e+00      1.571555e+00      1.257244e+00      6.286219e-01      1.100088e+00      4.714664e-01      3.143109e-01      3.143109e-01      3.143109e-01      1.571555e-01      4.714664e-01      0.000000e+00      0.000000e+00      6.286219e-01    
485.0<Trec<500.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      3.771731e+00      1.291535e+01      1.936373e+01      1.885866e+01      1.005795e+01      5.500442e+00      5.343286e+00      3.928887e+00      2.514488e+00      7.857774e-01      1.728710e+00      1.885866e+00      6.286219e-01      6.286219e-01      4.714664e-01      4.714664e-01      4.714664e-01      1.571555e-01      3.143109e-01      0.000000e+00      0.000000e+00      6.286219e-01    
500.0<Trec<515.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      6.286219e-01      4.400353e+00      1.320106e+01      1.917297e+01      1.368893e+01      5.186131e+00      4.086042e+00      3.928887e+00      2.357332e+00      1.728710e+00      1.571555e+00      4.714664e-01      1.571555e+00      4.714664e-01      7.857774e-01      3.143109e-01      1.571555e-01      1.571555e-01      9.429328e-01      6.286219e-01      1.571555e-01      1.100088e+00    
515.0<Trec<530.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      1.100088e+00      4.871819e+00      1.761395e+01      1.587270e+01      6.129064e+00      4.046004e+00      3.300265e+00      2.043021e+00      1.571555e+00      2.200177e+00      1.885866e+00      6.286219e-01      2.043021e+00      6.286219e-01      6.286219e-01      3.143109e-01      3.143109e-01      3.143109e-01      3.143109e-01      4.714664e-01      1.100088e+00    
530.0<Trec<545.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      1.414399e+00      8.957862e+00      1.652478e+01      7.543463e+00      3.971791e+00      3.928887e+00      1.286968e+00      2.550743e+00      2.357332e+00      1.100088e+00      9.429328e-01      1.267751e+00      4.714664e-01      6.286219e-01      4.714664e-01      6.286219e-01      3.143109e-01      4.714664e-01      1.571555e-01      9.429328e-01    
545.0<Trec<560.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      9.028943e-01      3.771731e+00      1.121350e+01      1.227014e+01      4.400353e+00      2.357332e+00      1.257244e+00      1.885866e+00      1.571555e+00      9.429328e-01      7.857774e-01      9.429328e-01      7.857774e-01      9.429328e-01      4.714664e-01      3.143109e-01      3.143109e-01      3.143109e-01      0.000000e+00      9.429328e-01    
560.0<Trec<575.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.414399e+00      6.757685e+00      1.259520e+01      6.322484e+00      4.400353e+00      2.828799e+00      2.985954e+00      1.571555e+00      1.414399e+00      7.857774e-01      6.286219e-01      9.429328e-01      1.100088e+00      7.857774e-01      1.571555e-01      3.143109e-01      6.286219e-01      4.714664e-01      1.571555e+00    
575.0<Trec<590.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      4.714664e-01      4.243198e+00      9.586484e+00      1.057340e+01      7.878536e+00      4.086042e+00      4.431334e+00      2.043021e+00      2.076460e+00      1.414399e+00      6.286219e-01      7.857774e-01      7.857774e-01      4.714664e-01      3.143109e-01      3.143109e-01      4.714664e-01      1.571555e-01      1.728710e+00    
590.0<Trec<605.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.881355e-01      0.000000e+00      0.000000e+00      3.143109e-01      1.257244e+00      5.374453e+00      9.586484e+00      8.014929e+00      5.366759e+00      1.885866e+00      3.812748e+00      1.414399e+00      1.728710e+00      6.286219e-01      4.714664e-01      4.714664e-01      1.571555e-01      3.143109e-01      6.286219e-01      3.143109e-01      0.000000e+00      1.885866e+00    
605.0<Trec<620.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      2.200177e+00      8.172085e+00      8.643551e+00      5.814753e+00      3.614576e+00      3.614576e+00      2.548282e+00      9.429328e-01      2.231344e+00      2.059653e+00      1.257244e+00      1.100088e+00      3.143109e-01      4.714664e-01      7.857774e-01      3.143109e-01      6.286219e-01    
620.0<Trec<635.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      7.857774e-01      3.457420e+00      1.043518e+01      7.857774e+00      3.143110e+00      1.885866e+00      1.885866e+00      7.857774e-01      2.043021e+00      9.429328e-01      4.714664e-01      7.857774e-01      1.571555e-01      7.857774e-01      7.857774e-01      4.714664e-01      2.200177e+00    
635.0<Trec<650.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.881355e-01      0.000000e+00      0.000000e+00      3.454780e-01      0.000000e+00      6.286219e-01      4.102674e+00      7.092577e+00      3.143110e+00      2.357332e+00      2.200177e+00      1.414399e+00      7.857774e-01      1.100088e+00      3.143109e-01      1.100088e+00      3.143109e-01      3.143109e-01      4.714664e-01      6.286219e-01      1.885866e+00    
650.0<Trec<665.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      4.714664e-01      1.728710e+00      5.500442e+00      5.186131e+00      1.885866e+00      3.143110e+00      2.357332e+00      1.100088e+00      1.100088e+00      1.100088e+00      3.143109e-01      4.714664e-01      1.571555e-01      4.714664e-01      1.571555e-01      1.100088e+00    
665.0<Trec<680.0       |  1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      1.100088e+00      3.928887e+00      6.600530e+00      3.457420e+00      2.514488e+00      1.414399e+00      1.257244e+00      9.429328e-01      7.857774e-01      7.857774e-01      4.714664e-01      4.714664e-01      4.714664e-01      4.714664e-01      2.200177e+00    
680.0<Trec<695.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      1.571555e+00      4.086042e+00      3.339723e+00      2.231344e+00      1.885866e+00      1.728710e+00      9.740999e-01      9.429328e-01      6.286219e-01      1.100088e+00      9.429328e-01      3.143109e-01      7.857774e-01      2.514488e+00    
695.0<Trec<710.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      5.026335e-01      2.074188e+00      4.714664e+00      3.143110e+00      2.200177e+00      1.414399e+00      1.100088e+00      9.429328e-01      4.714664e-01      4.714664e-01      4.714664e-01      6.286219e-01      3.143109e-01      2.545468e+00    
710.0<Trec<725.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      3.143109e-01      1.728710e+00      1.414399e+00      3.143110e+00      1.414399e+00      1.414399e+00      1.100088e+00      6.286219e-01      7.857774e-01      4.714664e-01      4.714664e-01      1.100088e+00      1.778572e-01      9.429328e-01    
725.0<Trec<740.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      4.625950e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      4.714664e-01      1.728710e+00      3.143110e+00      1.885866e+00      1.100088e+00      1.759877e+00      1.688672e+00      6.286219e-01      6.286219e-01      4.714664e-01      0.000000e+00      0.000000e+00      1.885866e+00    
740.0<Trec<755.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      3.766451e-01      2.742724e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      4.314279e-01      1.571555e-01      9.697089e-01      2.514488e+00      2.200177e+00      7.857774e-01      1.257244e+00      1.288411e+00      4.714664e-01      6.286219e-01      1.257244e+00      0.000000e+00      6.286219e-01      3.143110e+00    
755.0<Trec<770.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      3.766451e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      2.742724e-01      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      1.571555e-01      1.759877e+00      1.728710e+00      2.200177e+00      1.571555e+00      1.257244e+00      1.100088e+00      3.143109e-01      9.429328e-01      6.286219e-01      4.714664e-01      2.200177e+00    
770.0<Trec<785.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      2.742724e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      3.143109e-01      2.043021e+00      1.257244e+00      1.257244e+00      9.028943e-01      6.286219e-01      9.429328e-01      4.714664e-01      1.571555e-01      1.571555e-01      1.414399e+00    
785.0<Trec<800.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      3.766451e-01      1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      9.429328e-01      9.429328e-01      1.257244e+00      1.602836e+00      9.429328e-01      1.257244e+00      8.169444e-01      4.714664e-01      1.288411e+00      1.571555e-01      2.348461e+00    
=================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================


Table 4. Migration matrix (Ttrue vs Trec) for the neutral current elastic on Carbon protons and with no FSI.
The 2-dimensional histogram (true vs reconstructed energy) with 30 x 30 bins for the events that pass the cuts.
True energy is from 300.0 MeV to 900.0 MeV with the first underflow bin and the last overflow bin; reconstructed energy from 350.0 MeV to 800.0 MeV.
=================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
      energy range(MeV)|  Ttrue<300.0      300.0<Ttrue<321.4 321.4<Ttrue<342.9 342.9<Ttrue<364.3 364.3<Ttrue<385.7 385.7<Ttrue<407.1 407.1<Ttrue<428.6 428.6<Ttrue<450.0 450.0<Ttrue<471.4 471.4<Ttrue<492.9 492.9<Ttrue<514.3 514.3<Ttrue<535.7 535.7<Ttrue<557.1 557.1<Ttrue<578.6 578.6<Ttrue<600.0 600.0<Ttrue<621.4 621.4<Ttrue<642.9 642.9<Ttrue<664.3 664.3<Ttrue<685.7 685.7<Ttrue<707.1 707.1<Ttrue<728.6 728.6<Ttrue<750.0 750.0<Ttrue<771.4 771.4<Ttrue<792.9 792.9<Ttrue<814.3 814.3<Ttrue<835.7 835.7<Ttrue<857.1 857.1<Ttrue<878.6 878.6<Ttrue<900.0    Ttrue>900.0
energy range(MeV)      |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
350.0<Trec<365.0       |  4.714664e+00      2.031857e+01      4.921323e+01      9.628983e+01      1.289120e+02      8.830041e+01      5.204265e+01      2.608781e+01      1.634417e+01      8.329240e+00      7.543463e+00      3.457420e+00      2.828799e+00      1.414399e+00      1.257244e+00      1.100088e+00      9.429328e-01      4.714664e-01      0.000000e+00      3.143109e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00    
365.0<Trec<380.0       |  2.200177e+00      6.129064e+00      1.885866e+01      5.730412e+01      9.695158e+01      1.119313e+02      7.406773e+01      4.122969e+01      2.106554e+01      1.320106e+01      7.260165e+00      5.186131e+00      2.828799e+00      1.885866e+00      1.414399e+00      1.571555e+00      6.286219e-01      9.429328e-01      4.714664e-01      7.857774e-01      1.571555e-01      3.143109e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      1.386286e-01    
380.0<Trec<395.0       |  7.857774e-01      1.728710e+00      6.443374e+00      1.995875e+01      6.136213e+01      9.080251e+01      8.395909e+01      5.723375e+01      2.791000e+01      1.747949e+01      1.257244e+01      6.286219e+00      2.671643e+00      2.357332e+00      2.043021e+00      1.728710e+00      1.728710e+00      6.286219e-01      4.714664e-01      9.429328e-01      4.714664e-01      3.143109e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00    
395.0<Trec<410.0       |  0.000000e+00      7.857774e-01      1.728710e+00      5.343286e+00      3.497748e+01      6.575600e+01      8.395753e+01      7.372522e+01      4.002684e+01      2.391217e+01      1.289750e+01      8.680094e+00      6.600530e+00      3.614576e+00      2.043021e+00      2.380612e+00      1.728710e+00      1.414399e+00      1.100088e+00      9.595646e-01      0.000000e+00      3.543093e-01      1.571555e-01      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      3.143109e-01      0.000000e+00    
410.0<Trec<425.0       |  1.571555e-01      0.000000e+00      3.143109e-01      2.043021e+00      1.241528e+01      3.809550e+01      7.115523e+01      7.188123e+01      5.365127e+01      3.208171e+01      2.074452e+01      9.470281e+00      6.286219e+00      5.528247e+00      2.985954e+00      3.300265e+00      2.043021e+00      1.100088e+00      7.857774e-01      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      1.930176e-01      3.143109e-01      0.000000e+00      3.143109e-01      0.000000e+00      0.000000e+00      3.143109e-01    
425.0<Trec<440.0       |  0.000000e+00      0.000000e+00      1.571555e-01      6.286219e-01      4.400353e+00      1.587270e+01      4.420866e+01      6.633141e+01      6.637988e+01      4.274629e+01      1.933012e+01      1.322843e+01      6.757685e+00      5.500442e+00      4.086042e+00      3.614576e+00      1.728710e+00      1.257244e+00      6.286219e-01      7.857774e-01      4.714664e-01      9.429328e-01      6.286219e-01      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      1.571555e-01      0.000000e+00      1.881355e-01    
