0  117.421 26.1931
100 816.251 91.805 
200 974.839 103.02 
300 690.119 90.8279
400 398.839 60.0037
500 222.272 47.9917
600 140.096 40.0239
700 82.5241 27.2391
800 172.253 95.2123
900 0.      0.
