GlobalBin    Bin    row_lo    row_hi    subrow_lo    subrow_hi    element_lo    element_hi
534     79     0.3     0.45     0.3     0.5     0.226     0.296
535     80     0.3     0.45     0.3     0.5     0.296     0.386
536     81     0.3     0.45     0.3     0.5     0.386     0.505
537     82     0.3     0.45     0.3     0.5     0.505     0.577
538     83     0.3     0.45     0.3     0.5     0.577     0.659
539     84     0.3     0.45     0.3     0.5     0.659     0.753
540     85     0.3     0.45     0.3     0.5     0.753     2.506
541     86     0.3     0.45     0.5     0.7     0.106     0.226
542     87     0.3     0.45     0.5     0.7     0.226     0.296
543     88     0.3     0.45     0.5     0.7     0.296     0.386
544     89     0.3     0.45     0.5     0.7     0.386     0.505
545     90     0.3     0.45     0.5     0.7     0.505     0.577
546     91     0.3     0.45     0.5     0.7     0.577     0.659
547     92     0.3     0.45     0.5     0.7     0.659     0.753
548     93     0.3     0.45     0.5     0.7     0.753     0.861
549     94     0.3     0.45     0.5     0.7     0.861     0.984
550     95     0.3     0.45     0.5     0.7     0.984     2.506
551     96     0.3     0.45     0.7     0.8     0.106     0.296
552     97     0.3     0.45     0.7     0.8     0.296     0.386
553     98     0.3     0.45     0.7     0.8     0.386     0.505
554     99     0.3     0.45     0.7     0.8     0.505     0.577
555     100     0.3     0.45     0.7     0.8     0.577     0.659
556     101     0.3     0.45     0.7     0.8     0.659     0.753
557     102     0.3     0.45     0.7     0.8     0.753     0.861
558     103     0.3     0.45     0.7     0.8     0.861     0.984
559     104     0.3     0.45     0.7     0.8     0.984     2.506
560     105     0.3     0.45     0.8     0.9     0.106     0.296
561     106     0.3     0.45     0.8     0.9     0.296     0.386
562     107     0.3     0.45     0.8     0.9     0.386     0.505
563     108     0.3     0.45     0.8     0.9     0.505     0.577
564     109     0.3     0.45     0.8     0.9     0.577     0.659
565     110     0.3     0.45     0.8     0.9     0.659     0.753
566     111     0.3     0.45     0.8     0.9     0.753     0.861
567     112     0.3     0.45     0.8     0.9     0.861     0.984
568     113     0.3     0.45     0.8     0.9     0.984     1.285
569     114     0.3     0.45     0.8     0.9     1.285     2.506
570     115     0.3     0.45     0.9     1     0.106     0.296
571     116     0.3     0.45     0.9     1     0.296     0.386
572     117     0.3     0.45     0.9     1     0.386     0.505
573     118     0.3     0.45     0.9     1     0.505     0.577
574     119     0.3     0.45     0.9     1     0.577     0.659
575     120     0.3     0.45     0.9     1     0.659     0.753
576     121     0.3     0.45     0.9     1     0.753     0.861
577     122     0.3     0.45     0.9     1     0.861     0.984
578     123     0.3     0.45     0.9     1     0.984     1.285
579     124     0.3     0.45     0.9     1     1.285     2.506
580     125     0.45     0.65     -1     -0.5     0.106     0.226
581     126     0.45     0.65     -1     -0.5     0.226     0.296
582     127     0.45     0.65     -1     -0.5     0.296     0.386
583     128     0.45     0.65     -1     -0.5     0.386     2.506
584     129     0.45     0.65     -0.5     0     0.106     0.226
585     130     0.45     0.65     -0.5     0     0.226     0.296
586     131     0.45     0.65     -0.5     0     0.296     0.386
587     132     0.45     0.65     -0.5     0     0.386     0.505
588     133     0.45     0.65     -0.5     0     0.505     2.506
589     134     0.45     0.65     0     0.3     0.106     0.226
590     135     0.45     0.65     0     0.3     0.226     0.296
591     136     0.45     0.65     0     0.3     0.296     0.386
592     137     0.45     0.65     0     0.3     0.386     0.505
593     138     0.45     0.65     0     0.3     0.505     0.577
594     139     0.45     0.65     0     0.3     0.577     2.506
595     140     0.45     0.65     0.3     0.5     0.106     0.226
596     141     0.45     0.65     0.3     0.5     0.226     0.296
597     142     0.45     0.65     0.3     0.5     0.296     0.386
598     143     0.45     0.65     0.3     0.5     0.386     0.505
599     144     0.45     0.65     0.3     0.5     0.505     0.577
600     145     0.45     0.65     0.3     0.5     0.577     0.659
601     146     0.45     0.65     0.3     0.5     0.659     0.753
602     147     0.45     0.65     0.3     0.5     0.753     2.506
603     148     0.45     0.65     0.5     0.7     0.106     0.226
604     149     0.45     0.65     0.5     0.7     0.226     0.296
605     150     0.45     0.65     0.5     0.7     0.296     0.386
606     151     0.45     0.65     0.5     0.7     0.386     0.505
607     152     0.45     0.65     0.5     0.7     0.505     0.577
608     153     0.45     0.65     0.5     0.7     0.577     0.659
609     154     0.45     0.65     0.5     0.7     0.659     0.753
610     155     0.45     0.65     0.5     0.7     0.753     0.861
611     156     0.45     0.65     0.5     0.7     0.861     0.984
612     157     0.45     0.65     0.5     0.7     0.984     2.506
613     158     0.45     0.65     0.7     0.8     0.106     0.296
614     159     0.45     0.65     0.7     0.8     0.296     0.386
615     160     0.45     0.65     0.7     0.8     0.386     0.505
616     161     0.45     0.65     0.7     0.8     0.505     0.577
617     162     0.45     0.65     0.7     0.8     0.577     0.659
618     163     0.45     0.65     0.7     0.8     0.659     0.753
619     164     0.45     0.65     0.7     0.8     0.753     0.861
620     165     0.45     0.65     0.7     0.8     0.861     0.984
621     166     0.45     0.65     0.7     0.8     0.984     2.506
622     167     0.45     0.65     0.8     0.9     0.106     0.296
623     168     0.45     0.65     0.8     0.9     0.296     0.386
624     169     0.45     0.65     0.8     0.9     0.386     0.505
625     170     0.45     0.65     0.8     0.9     0.505     0.577
626     171     0.45     0.65     0.8     0.9     0.577     0.659
627     172     0.45     0.65     0.8     0.9     0.659     0.753
628     173     0.45     0.65     0.8     0.9     0.753     0.861
629     174     0.45     0.65     0.8     0.9     0.861     0.984
630     175     0.45     0.65     0.8     0.9     0.984     1.285
631     176     0.45     0.65     0.8     0.9     1.285     2.506
632     177     0.45     0.65     0.9     1     0.106     0.386
633     178     0.45     0.65     0.9     1     0.386     0.505
634     179     0.45     0.65     0.9     1     0.505     0.577
635     180     0.45     0.65     0.9     1     0.577     0.659
636     181     0.45     0.65     0.9     1     0.659     0.753
637     182     0.45     0.65     0.9     1     0.753     0.861
638     183     0.45     0.65     0.9     1     0.861     0.984
639     184     0.45     0.65     0.9     1     0.984     1.285
640     185     0.45     0.65     0.9     1     1.285     2.506
641     186     0.65     2.5     -1     -0.5     0.106     0.226
642     187     0.65     2.5     -1     -0.5     0.226     0.296
643     188     0.65     2.5     -1     -0.5     0.296     0.386
644     189     0.65     2.5     -1     -0.5     0.386     2.506
645     190     0.65     2.5     -0.5     0     0.106     0.226
646     191     0.65     2.5     -0.5     0     0.226     0.296
647     192     0.65     2.5     -0.5     0     0.296     0.386
648     193     0.65     2.5     -0.5     0     0.386     0.505
649     194     0.65     2.5     -0.5     0     0.505     2.506
650     195     0.65     2.5     0     0.3     0.106     0.226
651     196     0.65     2.5     0     0.3     0.226     0.296
652     197     0.65     2.5     0     0.3     0.296     0.386
653     198     0.65     2.5     0     0.3     0.386     0.505
654     199     0.65     2.5     0     0.3     0.505     0.577
655     200     0.65     2.5     0     0.3     0.577     0.659
656     201     0.65     2.5     0     0.3     0.659     2.506
657     202     0.65     2.5     0.3     0.5     0.106     0.226
658     203     0.65     2.5     0.3     0.5     0.226     0.296
659     204     0.65     2.5     0.3     0.5     0.296     0.386
660     205     0.65     2.5     0.3     0.5     0.386     0.505
661     206     0.65     2.5     0.3     0.5     0.505     0.577
662     207     0.65     2.5     0.3     0.5     0.577     0.659
663     208     0.65     2.5     0.3     0.5     0.659     0.753
664     209     0.65     2.5     0.3     0.5     0.753     2.506
665     210     0.65     2.5     0.5     0.7     0.106     0.226
666     211     0.65     2.5     0.5     0.7     0.226     0.296
667     212     0.65     2.5     0.5     0.7     0.296     0.386
668     213     0.65     2.5     0.5     0.7     0.386     0.505
669     214     0.65     2.5     0.5     0.7     0.505     0.577
670     215     0.65     2.5     0.5     0.7     0.577     0.659
671     216     0.65     2.5     0.5     0.7     0.659     0.753
672     217     0.65     2.5     0.5     0.7     0.753     0.861
673     218     0.65     2.5     0.5     0.7     0.861     0.984
674     219     0.65     2.5     0.5     0.7     0.984     2.506
675     220     0.65     2.5     0.7     0.8     0.106     0.296
676     221     0.65     2.5     0.7     0.8     0.296     0.386
677     222     0.65     2.5     0.7     0.8     0.386     0.505
678     223     0.65     2.5     0.7     0.8     0.505     0.577
679     224     0.65     2.5     0.7     0.8     0.577     0.659
680     225     0.65     2.5     0.7     0.8     0.659     0.753
681     226     0.65     2.5     0.7     0.8     0.753     0.861
682     227     0.65     2.5     0.7     0.8     0.861     0.984
683     228     0.65     2.5     0.7     0.8     0.984     1.285
684     229     0.65     2.5     0.7     0.8     1.285     2.506
685     230     0.65     2.5     0.8     0.9     0.106     0.296
686     231     0.65     2.5     0.8     0.9     0.296     0.386
687     232     0.65     2.5     0.8     0.9     0.386     0.505
688     233     0.65     2.5     0.8     0.9     0.505     0.577
689     234     0.65     2.5     0.8     0.9     0.577     0.659
690     235     0.65     2.5     0.8     0.9     0.659     0.753
691     236     0.65     2.5     0.8     0.9     0.753     0.861
692     237     0.65     2.5     0.8     0.9     0.861     0.984
693     238     0.65     2.5     0.8     0.9     0.984     1.285
694     239     0.65     2.5     0.8     0.9     1.285     2.506
695     240     0.65     2.5     0.9     1     0.106     0.386
696     241     0.65     2.5     0.9     1     0.386     0.505
697     242     0.65     2.5     0.9     1     0.505     0.577
698     243     0.65     2.5     0.9     1     0.577     0.659
699     244     0.65     2.5     0.9     1     0.659     0.753
700     245     0.65     2.5     0.9     1     0.753     0.861
701     246     0.65     2.5     0.9     1     0.861     0.984
702     247     0.65     2.5     0.9     1     0.984     1.285
703     248     0.65     2.5     0.9     1     1.285     2.506
