0.0091256  0.0014302  0.0001209  0.0000076  0.0000009  0.0000012  0.0000001 
0.0014302  0.0028813  0.0008579  0.0001178  0.0000140  0.0000021  0.0000007 
0.0001209  0.0008579  0.0024171  0.0010210  0.0002347  0.0000251  0.0000005 
0.0000076  0.0001178  0.0010210  0.0026415  0.0015385  0.0002665  0.0000151 
0.0000009  0.0000140  0.0002347  0.0015385  0.0031399  0.0013509  0.0001884 
0.0000012  0.0000021  0.0000251  0.0002665  0.0013509  0.0031795  0.0014758 
0.0000001  0.0000007  0.0000005  0.0000151  0.0001884  0.0014758  0.0037079
