# Bin (GeV/c), dsig/dtheta_mupi (10^-38 cm^2 /nucleon /degree), Error
# PRD 98, 052002 (2018)
  0 0.0006 0.0005
 18 0.0018 0.0005
 36 0.0017 0.0005
 54 0.0022 0.0006
 72 0.0017 0.0006
 90 0.0012 0.0004
108 0.0009 0.0004
126 0.0010 0.0004
144 0.0002 0.0003
180 0.0000 0.0000
