# Bin (GeV/c), dsig/dtheta_mu (10^-38 cm^2 /nucleon /degree), Error
# PRD 98, 052002 (2018)
 0 0.0366 0.0112
 8 0.0261 0.0082
16 0.0104 0.0057
24 0.0011 0.0016
60 0.0000 0.0000
