# Bin (GeV/c), dsig/dp_mu (10^-38 cm^2 /nucleon /GeV /c), Error
# PRD 98, 052002 (2018)
0 0.0336 0.0068
3 0.0215 0.0042
6 0.0066 0.0025
9 0.0016 0.0009
15 0.0000 0.0000
