# Bin (GeV/c), dsig/dp_mu (10^-38 cm^2 / GeV/c), Error
# http://arxiv.org/pdf/1404.4809v3.pdf
0 3.2 0.7
1.25 9.0 1.2
2.5 7.9 1.0
3.75 2.9 0.4
5 1.6 0.3
6.25 1.0 0.2
7.5 1.0 0.2
8.75 1.0 0.2
10 0.63 0.16
11.2 0.32 0.11
12.5 0.24 0.10
13.8 0.22 0.09
15 0.34 0.11
16.2 0.20 0.08
17.5 0.27 0.12
18.8 0.16 0.08
20 0.08 0.06
21.2 0.08 0.05
22.5 0.08 0.06
23.8 0.02 0.02
25.0 0.00 0.00
