-1	19.8
-0.9	23.8
-0.8	17.7
-0.7	23.2
-0.6	23.4
-0.5	22.3
-0.4	28.3
-0.3	35.1
-0.2	51.2
-0.1	30.5
0	41.4
0.1	38.5
0.2	50
0.3	34.2
0.4	58
0.5	51.1
0.6	65.4
0.7	69.1
0.8	74
0.9	76.5
1	0
