0.3   0.019 0.006
0.5   0.155 0.017
0.75  0.332 0.030
1.00  0.435 0.042
1.25  0.438 0.055
1.50  0.683 0.085
2.50  0.722 0.174
3.50  0.515 0.145
6.00  0.000 0.000
