0.00	52
0.05	94
0.10	87
0.15	72
0.20	75
0.25	58
0.30	49
0.35	52
0.40	41
0.45	31
0.50	27
0.55	28
0.60	20
0.65	16
0.70	18
0.75	15
0.80	13
0.85	9
0.90	7
0.95	3
1.00	4
1.05	3
1.10	4
1.15	3
1.20	5
1.25	1
1.30	4
1.35	2
1.40	2
1.45	3
1.50	3
1.55	0
1.60	2
1.65	1
1.70	1
1.75	0
1.80	0
1.85	0
1.90	0
1.95	2
2.00	0
2.05	0
2.10	0
2.15	0
2.20	0
2.25	0
2.30	1
2.35	0
2.40	0
2.45	0
2.50	0
2.55	0
2.60	0
2.65	0
2.70	1
2.75	0
2.80	0
2.85	0
2.90	0
2.95	0
3.00	0
