0	  1.15E-41	0.25E-41
15	1.66E-41	0.29E-41
22	1.76E-41	0.29E-41
29	2.26E-41	0.37E-41
36	2.16E-41  0.38E-41
43	1.87E-41  0.34E-41
50	1.44E-41  0.27E-41
57	1.41E-41  0.26E-41
72	1.18E-41  0.21E-41
108	0.69E-41  0.15E-41
130	0.55E-41  0.11E-41
140	0.414E-41 0.081E-41
150	0.256E-41 0.054E-41
165	0.00E-41	0.00E-41
