1 0.36 -0.04 -0.24 -0.30 -0.32 -0.39 -0.30 -0.10 0.11 0.06 0.01 -0.03
1 0.09 -0.07 -0.16 -0.19 -0.24 -0.17 -0.11 0.01 0.001 -0.01 0.001
1 0.14 -0.01 0.01 0.03 0.09 -0.10 -0.14 -0.11 -0.10 -0.02
1 0.14 0.15 0.13 0.17 -0.09 -0.16 -0.07 -0.06 -0.03
1 0.25 0.19 0.13 -0.02 -0.07 -0.07 -0.04 -0.01
1 0.22 0.16 0.01 -0.12 -0.11 -0.08 -0.05
1 0.20 0.05 -0.12 -0.11 -.07 -0.01
1 -0.04 -0.14 -0.11 -0.11 -0.05
1 0.02 -0.04 -0.01 -0.04
1 0.18 0.15 0.10
1 0.25 0.14
1 0.16
1
