1 0.29 0.20 0.01 -0.02 -0.30 -0.36
1 0.39 0.09 0.02 -0.40 -0.47
1 0.21 0.13 -0.22 -0.53
1 0.25 0.01 -0.31
1 0.05 -0.21
1 0.27
1
