1.5	0.291
2	0.387
2.5	0.476
3	0.502
3.5	0.402
4	0.242
4.5	0.131
5	0.077
5.5	0.053
6	0.041
6.5	0.035
7	0.03
7.5	0.026
8	0.023
8.5	0.021
9	0.019
9.5	0.017
10	
