1 0.26 0.17 -0.02 -0.05 -0.29 -0.34
1 0.36 0.05 -0.01 -0.39 -0.44
1 0.18 0.10 -0.22 -0.52
1 0.22 0.01 -0.27
1 0.04 -0.17
1 0.29
1
