Units: cross-section (10^-38 cm2/(nucleon x GeV))

row (bin i) - column (bin j) | sigma_i x sigma_j x rho_ij 
13 - 38 | 1.17392e-07
13 - 39 | 6.94768e-06
13 - 40 | -4.81656e-06
13 - 41 | 3.25439e-05
13 - 42 | 1.95127e-05
13 - 43 | 5.08149e-05
13 - 44 | 2.45615e-05
13 - 45 | 1.20733e-05
13 - 46 | 2.81842e-07
13 - 47 | 2.52409e-05
13 - 48 | -9.99656e-06
13 - 49 | 9.8633e-06
13 - 50 | 4.30795e-06
13 - 51 | 9.14958e-06
13 - 52 | 7.47797e-06
13 - 53 | 3.01381e-06
13 - 54 | 2.39512e-05
13 - 55 | 1.34812e-05
13 - 56 | 8.59528e-06
13 - 57 | 5.77812e-07
13 - 58 | 2.82938e-05
13 - 59 | 3.04536e-06
13 - 60 | 1.34253e-06
13 - 61 | 1.51269e-05
13 - 62 | -1.25801e-06
13 - 63 | 4.83093e-06
13 - 64 | 6.68811e-06
13 - 65 | 1.1966e-05
13 - 66 | 8.79796e-07
14 - 0 | 1.10651e-06
14 - 1 | 1.2479e-06
14 - 2 | 2.17083e-09
14 - 3 | 5.53144e-07
14 - 4 | 2.14492e-06
14 - 5 | 1.98298e-06
14 - 6 | 8.19149e-07
14 - 7 | 1.43993e-09
14 - 8 | 8.04578e-07
14 - 9 | -1.7874e-08
14 - 10 | 1.46632e-06
14 - 11 | 1.31323e-06
14 - 12 | 1.59513e-06
14 - 13 | 1.02191e-07
14 - 14 | 2.59062e-09
14 - 15 | 5.18444e-07
14 - 16 | 6.6241e-08
14 - 17 | 1.04867e-06
14 - 18 | 8.76549e-07
14 - 19 | 1.00906e-06
14 - 20 | 4.25198e-07
14 - 21 | 5.78705e-09
14 - 22 | 5.43496e-07
14 - 23 | 1.5944e-07
14 - 24 | 7.70367e-07
14 - 25 | 6.91396e-07
14 - 26 | 5.25548e-07
14 - 27 | 6.28662e-07
14 - 28 | 3.59231e-07
14 - 29 | 4.82897e-09
14 - 30 | 2.2351e-07
14 - 31 | 1.12107e-07
14 - 32 | 2.60496e-07
14 - 33 | 4.69376e-07
14 - 34 | 6.99161e-07
14 - 35 | 3.36888e-07
14 - 36 | 3.8324e-07
14 - 37 | 1.64319e-07
14 - 38 | 1.76805e-09
14 - 39 | 2.38064e-07
14 - 40 | 1.81034e-07
14 - 41 | 8.70032e-07
14 - 42 | 1.02058e-07
14 - 43 | 4.56761e-07
14 - 44 | 1.91471e-07
14 - 45 | 1.80326e-07
14 - 46 | 3.53106e-09
14 - 47 | 1.83674e-07
14 - 48 | 2.38886e-07
14 - 49 | 4.11877e-07
14 - 50 | 1.98007e-07
14 - 51 | 1.92659e-07
14 - 52 | 1.27535e-07
14 - 53 | 1.69476e-07
14 - 54 | 1.94801e-07
14 - 55 | 4.15979e-07
14 - 56 | 9.36797e-08
14 - 57 | 9.36479e-09
14 - 58 | 3.26209e-07
14 - 59 | 2.62656e-07
14 - 60 | 9.00187e-08
14 - 61 | 1.22179e-07
14 - 62 | 9.04172e-09
14 - 63 | -1.07166e-09
14 - 64 | 3.22484e-07
14 - 65 | 1.17269e-07
14 - 66 | 1.84036e-08
15 - 0 | 0.000191869
15 - 1 | 0.000252105
15 - 2 | 8.20386e-07
15 - 3 | 0.0004485
15 - 4 | 0.000949446
15 - 5 | 0.000648587
15 - 6 | 0.000205245
15 - 7 | 4.66602e-07
15 - 8 | 0.000547861
15 - 9 | -8.10038e-05
15 - 10 | 0.000527938
15 - 11 | 0.000371342
15 - 12 | 0.000306244
15 - 13 | 5.07587e-05
15 - 14 | 5.18444e-07
15 - 15 | 0.000382018
15 - 16 | 2.13853e-05
15 - 17 | 0.000305138
15 - 18 | 0.000310778
15 - 19 | 0.000241219
15 - 20 | 0.000121144
15 - 21 | 1.38491e-06
15 - 22 | 0.000336072
15 - 23 | 0.000119473
15 - 24 | 0.000266814
15 - 25 | 0.000166208
15 - 26 | 0.000188503
15 - 27 | 0.000174735
15 - 28 | 0.000105031
15 - 29 | 1.2099e-06
15 - 30 | 0.000228865
15 - 31 | 0.000104678
15 - 32 | -0.000136204
15 - 33 | 0.000239151
15 - 34 | 0.000258117
15 - 35 | 7.32742e-05
15 - 36 | 0.000132556
15 - 37 | 3.4496e-05
15 - 38 | 5.45921e-07
15 - 39 | 4.58293e-05
15 - 40 | 0.000427714
15 - 41 | 0.000157268
15 - 42 | 5.63815e-05
15 - 43 | 0.000165914
15 - 44 | 6.15169e-05
15 - 45 | 5.40442e-05
15 - 46 | 6.25326e-07
15 - 47 | 0.000123285
15 - 48 | 0.00028117
15 - 49 | 8.91838e-05
15 - 50 | 9.7005e-05
15 - 51 | 0.000121609
15 - 52 | 7.86021e-05
15 - 53 | 3.9284e-05
15 - 54 | 6.53433e-05
15 - 55 | 0.000109839
15 - 56 | 5.50903e-05
15 - 57 | 3.79491e-06
15 - 58 | 0.000188312
15 - 59 | 0.000141805
15 - 60 | 6.04277e-05
15 - 61 | 7.51416e-05
15 - 62 | 1.35656e-05
15 - 63 | -3.36673e-06
15 - 64 | 8.93461e-05
15 - 65 | 6.8614e-05
15 - 66 | 9.95079e-06
16 - 0 | 0.000152574
16 - 1 | -0.000353045
16 - 2 | -6.85698e-07
16 - 3 | -0.00010274
16 - 4 | 0.00105831
16 - 5 | -4.97123e-06
16 - 6 | -8.2333e-05
16 - 7 | -2.54951e-07
16 - 8 | -2.67324e-05
16 - 9 | 0.000791031
16 - 10 | 0.00038048
16 - 11 | 0.000322044
16 - 12 | 4.39984e-06
16 - 13 | 1.26406e-06
16 - 14 | 6.6241e-08
16 - 15 | 2.13853e-05
16 - 16 | 0.000639985
16 - 17 | 0.000320566
16 - 18 | 0.000391921
16 - 19 | 9.26248e-05
16 - 20 | 7.98871e-05
16 - 21 | 2.56434e-07
16 - 22 | 8.5311e-05
16 - 23 | 0.000348443
16 - 24 | 0.000327242
16 - 25 | 0.000492138
16 - 26 | 0.00016405
16 - 27 | 0.000134068
16 - 28 | 5.17378e-05
16 - 29 | 9.19083e-07
16 - 30 | 3.58034e-05
16 - 31 | 0.000398415
16 - 32 | 7.56752e-05
16 - 33 | 0.000359917
16 - 34 | 9.76618e-05
16 - 35 | 5.04809e-05
16 - 36 | 6.22074e-05
16 - 37 | 3.06606e-05
16 - 38 | 3.12038e-07
16 - 39 | 4.69016e-05
16 - 40 | 0.00057849
16 - 41 | 0.000123788
16 - 42 | 0.000143366
16 - 43 | 0.000195439
16 - 44 | 0.000114172
16 - 45 | 3.50549e-05
16 - 46 | 1.54601e-06
16 - 47 | 7.1016e-05
16 - 48 | 0.000295301
16 - 49 | 0.000134355
16 - 50 | 7.07936e-05
16 - 51 | 6.92514e-05
16 - 52 | 6.09568e-06
16 - 53 | 3.28831e-05
16 - 54 | 0.000102663
16 - 55 | 8.15925e-05
16 - 56 | 4.5962e-05
16 - 57 | 2.05894e-06
16 - 58 | 9.35139e-05
16 - 59 | 0.000134066
16 - 60 | 9.43315e-05
16 - 61 | 8.76037e-05
16 - 62 | 1.87407e-05
16 - 63 | 6.37968e-05
16 - 64 | 6.77744e-05
16 - 65 | 0.000134218
16 - 66 | 4.72148e-06
17 - 0 | 0.000748062
17 - 1 | -0.000295796
17 - 2 | -2.68061e-07
17 - 3 | -0.000175382
17 - 4 | 0.00309191
17 - 5 | 0.00141849
17 - 6 | -1.72497e-05
17 - 7 | 2.37456e-07
17 - 8 | 0.000157095
17 - 9 | 0.000750494
17 - 10 | 0.00208709
17 - 11 | 0.000744168
17 - 12 | 0.000809102
17 - 13 | 6.98624e-05
17 - 14 | 1.04867e-06
17 - 15 | 0.000305138
17 - 16 | 0.000320566
17 - 17 | 0.00207888
17 - 18 | 0.000641238
17 - 19 | 0.000921496
17 - 20 | 0.000156697
17 - 21 | 4.51164e-06
17 - 22 | 0.000310504
17 - 23 | 0.000280161
17 - 24 | 0.00148785
17 - 25 | 0.000830292
17 - 26 | 0.000524574
17 - 27 | 0.000552251
17 - 28 | 0.000314558
17 - 29 | 3.59231e-06
17 - 30 | 0.000168925
17 - 31 | 0.000109619
17 - 32 | 0.000921423
17 - 33 | 0.00043003
17 - 34 | 0.000419792
17 - 35 | 0.000196946
17 - 36 | 0.000252766
17 - 37 | 6.8548e-05
17 - 38 | 1.32797e-06
17 - 39 | 0.000131299
17 - 40 | 0.000125738
17 - 41 | 0.00144976
17 - 42 | 3.84928e-05
17 - 43 | 0.000607746
17 - 44 | 0.000153543
17 - 45 | 0.000143465
17 - 46 | 2.17083e-06
17 - 47 | 0.000113376
17 - 48 | 0.000282389
17 - 49 | 0.000513736
17 - 50 | -9.40245e-05
17 - 51 | -1.68167e-05
17 - 52 | -0.000172148
17 - 53 | 1.23298e-05
17 - 54 | 0.000118275
17 - 55 | 0.000307343
17 - 56 | 5.99687e-05
17 - 57 | 7.71724e-06
17 - 58 | 0.000275985
17 - 59 | 0.000255894
17 - 60 | -6.43323e-05
17 - 61 | 2.85701e-05
17 - 62 | -1.46978e-05
17 - 63 | -4.97567e-05
17 - 64 | 0.000212477
17 - 65 | 0.000107878
17 - 66 | 2.06427e-05
18 - 0 | 0.00121246
18 - 1 | 0.000305449
18 - 2 | 1.79071e-07
18 - 3 | 0.000155459
18 - 4 | 0.00300638
18 - 5 | 0.00167526
18 - 6 | 0.000674978
18 - 7 | 4.96483e-07
18 - 8 | 0.000568503
18 - 9 | 0.000661971
18 - 10 | 0.00141359
18 - 11 | 0.00235585
18 - 12 | 0.00104254
18 - 13 | 0.00012454
18 - 14 | 8.76549e-07
18 - 15 | 0.000310778
18 - 16 | 0.000391921
18 - 17 | 0.000641238
18 - 18 | 0.0020158
18 - 19 | 0.000838257
18 - 20 | 0.000534914
18 - 21 | 2.07525e-06
18 - 22 | 0.000390509
18 - 23 | 0.000256763
18 - 24 | 0.000424025
18 - 25 | 0.00115146
18 - 26 | 0.000855037
18 - 27 | 0.000637344
18 - 28 | 0.000379581
18 - 29 | 2.28593e-06
18 - 30 | 0.000202395
18 - 31 | 0.000444323
18 - 32 | -0.000585192
18 - 33 | 0.00140743
18 - 34 | 0.000519705
18 - 35 | 0.000308589
18 - 36 | 0.000322401
18 - 37 | 0.00022685
18 - 38 | 9.34388e-08
18 - 39 | -0.000151601
18 - 40 | 0.000862463
18 - 41 | -0.000365535
18 - 42 | 0.000545885
18 - 43 | 0.000262596
18 - 44 | 0.000372368
18 - 45 | 0.000109183
18 - 46 | 8.48258e-07
18 - 47 | 0.000105614
18 - 48 | 0.000290398
18 - 49 | -0.000351698
18 - 50 | -3.18784e-05
18 - 51 | -0.00010981
18 - 52 | 1.13893e-05
18 - 53 | -9.13771e-05
18 - 54 | 0.000266237
18 - 55 | 7.39125e-06
18 - 56 | 9.38114e-05
18 - 57 | 5.30462e-06
18 - 58 | 0.000193855
18 - 59 | 2.83122e-05
18 - 60 | -2.54742e-05
18 - 61 | -2.74796e-05
18 - 62 | -2.28763e-05
18 - 63 | 1.96176e-05
18 - 64 | 0.000195645
18 - 65 | 7.03173e-05
18 - 66 | 1.13718e-05
19 - 0 | 0.0011791
19 - 1 | 0.000658025
19 - 2 | 8.79276e-07
19 - 3 | 0.000276688
19 - 4 | 0.0019812
19 - 5 | 0.0018045
19 - 6 | 0.00058034
19 - 7 | 9.13223e-07
19 - 8 | 0.000430261
19 - 9 | 0.000359289
19 - 10 | 0.00135624
19 - 11 | 0.00154072
19 - 12 | 0.00117489
19 - 13 | 0.000165375
19 - 14 | 1.00906e-06
19 - 15 | 0.000241219
19 - 16 | 9.26248e-05
19 - 17 | 0.000921496
19 - 18 | 0.000838257
19 - 19 | 0.00129177
19 - 20 | 0.000273489
19 - 21 | 4.33303e-06
19 - 22 | 0.000329759
19 - 23 | 9.19717e-05
19 - 24 | 0.000611754
19 - 25 | 0.000772856
19 - 26 | 0.000555116
19 - 27 | 0.000701298
19 - 28 | 0.000354914
19 - 29 | 2.55071e-06
19 - 30 | 0.000103757
19 - 31 | -9.79566e-05
19 - 32 | 0.000377098
19 - 33 | 0.000477914
19 - 34 | 0.000511132
19 - 35 | 0.000241698
19 - 36 | 0.000309637
19 - 37 | 0.00015919
19 - 38 | 7.94637e-07
19 - 39 | 0.000127554
19 - 40 | -0.000202775
19 - 41 | 0.000596798
19 - 42 | 0.000153866
19 - 43 | 0.000419336
19 - 44 | 0.000203647
19 - 45 | 0.000101858
19 - 46 | 2.01453e-06
19 - 47 | 0.000112605
19 - 48 | -7.1833e-05
19 - 49 | 0.000153156
19 - 50 | -5.31354e-05
19 - 51 | -2.59404e-05
19 - 52 | -6.1215e-05
19 - 53 | 5.28648e-05
19 - 54 | 0.000113547
19 - 55 | 0.000119074
19 - 56 | 5.22764e-05
19 - 57 | 4.69713e-06
19 - 58 | 0.000170047
19 - 59 | 2.04668e-05
19 - 60 | -2.56748e-05
19 - 61 | 6.44711e-05
19 - 62 | -2.82306e-05
19 - 63 | -9.40519e-07
19 - 64 | 8.5951e-05
19 - 65 | 7.36276e-05
19 - 66 | 6.67222e-06
20 - 0 | 0.000413555
20 - 1 | 0.000270196
20 - 2 | 3.99166e-07
20 - 3 | 0.000150094
20 - 4 | 0.000770185
20 - 5 | 0.000588143
20 - 6 | 0.00027552
20 - 7 | 3.03805e-07
20 - 8 | 0.0002337
20 - 9 | 0.000105269
20 - 10 | 0.000392438
20 - 11 | 0.000683833
20 - 12 | 0.00044891
20 - 13 | 4.64975e-05
20 - 14 | 4.25198e-07
20 - 15 | 0.000121144
20 - 16 | 7.98871e-05
20 - 17 | 0.000156697
20 - 18 | 0.000534914
20 - 19 | 0.000273489
20 - 20 | 0.000233192
20 - 21 | 8.855e-07
20 - 22 | 0.000141173
20 - 23 | 6.23009e-05
20 - 24 | 0.000103307
20 - 25 | 0.000289211
20 - 26 | 0.00029015
20 - 27 | 0.000135985
20 - 28 | 0.000160486
20 - 29 | 7.89795e-07
20 - 30 | 6.56764e-05
20 - 31 | 6.97952e-05
20 - 32 | -0.000145672
20 - 33 | 0.000353612
20 - 34 | 0.000128165
20 - 35 | 0.000128102
20 - 36 | 0.00011088
20 - 37 | 7.74698e-05
20 - 38 | 8.5355e-08
20 - 39 | 1.68218e-07
20 - 40 | 0.000160415
20 - 41 | -5.63646e-05
20 - 42 | 0.000137971
20 - 43 | 9.82101e-05
20 - 44 | 0.000103924
20 - 45 | 3.80746e-05
20 - 46 | 4.94397e-07
20 - 47 | 5.15153e-05
20 - 48 | 6.34177e-05
20 - 49 | -6.79172e-05
20 - 50 | -1.88875e-05
20 - 51 | 9.92515e-06
20 - 52 | 9.63775e-06
20 - 53 | 2.1554e-05
20 - 54 | 4.95687e-05
20 - 55 | 4.05457e-05
20 - 56 | 3.05144e-05
20 - 57 | 1.76474e-06
20 - 58 | 7.86175e-05
20 - 59 | 1.28803e-05
20 - 60 | 2.18671e-05
20 - 61 | 2.71392e-06
20 - 62 | -4.26797e-06
20 - 63 | 5.00842e-06
20 - 64 | 6.08585e-05
20 - 65 | 2.42275e-05
20 - 66 | 4.01337e-06
21 - 0 | 4.05142e-06
21 - 1 | 3.08442e-06
21 - 2 | 4.62887e-09
21 - 3 | 1.2345e-06
21 - 4 | 7.49034e-06
21 - 5 | 7.19457e-06
21 - 6 | 2.02149e-06
21 - 7 | 4.59069e-09
21 - 8 | 1.8755e-06
21 - 9 | 9.84147e-07
21 - 10 | 5.88025e-06
21 - 11 | 4.39154e-06
21 - 12 | 4.57326e-06
21 - 13 | 6.43831e-07
21 - 14 | 5.78705e-09
21 - 15 | 1.38491e-06
21 - 16 | 2.56434e-07
21 - 17 | 4.51164e-06
21 - 18 | 2.07525e-06
21 - 19 | 4.33303e-06
21 - 20 | 8.855e-07
21 - 21 | 2.67815e-08
21 - 22 | 1.52246e-06
21 - 23 | 1.6316e-07
21 - 24 | 3.22146e-06
21 - 25 | 2.67344e-06
21 - 26 | 1.35037e-06
21 - 27 | 3.00355e-06
21 - 28 | 1.16878e-06
21 - 29 | 1.56974e-08
21 - 30 | 4.97311e-07
21 - 31 | -2.17427e-07
21 - 32 | 2.32952e-06
21 - 33 | 4.52324e-07
21 - 34 | 1.96136e-06
21 - 35 | 1.03169e-06
21 - 36 | 1.10992e-06
21 - 37 | 4.16749e-07
21 - 38 | 6.78349e-09
21 - 39 | 9.83049e-07
21 - 40 | -8.60212e-07
21 - 41 | 4.54799e-06
21 - 42 | -2.085e-07
21 - 43 | 2.17359e-06
21 - 44 | 5.74112e-07
21 - 45 | 5.22374e-07
21 - 46 | 1.34963e-08
21 - 47 | 5.05912e-07
21 - 48 | 1.10282e-07
21 - 49 | 1.58184e-06
21 - 50 | -1.90367e-07
21 - 51 | 1.15629e-07
21 - 52 | -4.46639e-07
21 - 53 | 1.61442e-07
21 - 54 | 3.81868e-07
21 - 55 | 1.25229e-06
21 - 56 | 1.97526e-07
21 - 57 | 2.48269e-08
21 - 58 | 8.80989e-07
21 - 59 | 6.97234e-07
21 - 60 | -4.21152e-07
21 - 61 | 5.62179e-07
21 - 62 | -1.39581e-07
21 - 63 | 8.19503e-08
21 - 64 | 4.81346e-07
21 - 65 | 4.08905e-07
21 - 66 | 4.59603e-08
22 - 0 | 0.000205289
22 - 1 | 0.000337588
22 - 2 | 7.84901e-07
22 - 3 | 0.000418792
22 - 4 | 0.00106418
22 - 5 | 0.00071255
22 - 6 | 0.000261099
22 - 7 | 4.93345e-07
22 - 8 | 0.000562422
22 - 9 | -5.18294e-05
22 - 10 | 0.000548404
22 - 11 | 0.000503237
22 - 12 | 0.000413069
22 - 13 | 6.02856e-05
22 - 14 | 5.43496e-07
22 - 15 | 0.000336072
22 - 16 | 8.5311e-05
22 - 17 | 0.000310504
22 - 18 | 0.000390509
22 - 19 | 0.000329759
22 - 20 | 0.000141173
22 - 21 | 1.52246e-06
22 - 22 | 0.000423056
22 - 23 | 1.39811e-05
22 - 24 | 0.000301177
22 - 25 | 0.000266996
22 - 26 | 0.000213368
22 - 27 | 0.000245824
22 - 28 | 0.000131428
22 - 29 | 1.02711e-06
22 - 30 | 0.00020721
22 - 31 | 0.000166003
22 - 32 | -0.00013938
22 - 33 | 0.000345552
22 - 34 | 0.000299297
22 - 35 | 8.90028e-05
22 - 36 | 0.000157892
22 - 37 | 6.55183e-05
22 - 38 | 5.44256e-07
22 - 39 | 1.0695e-05
22 - 40 | 0.000434552
22 - 41 | 8.59295e-05
22 - 42 | 0.000123489
22 - 43 | 0.0001944
22 - 44 | 9.00401e-05
22 - 45 | 5.9028e-05
22 - 46 | 1.03882e-06
22 - 47 | 0.000107695
22 - 48 | 0.000279038
22 - 49 | 9.72753e-05
22 - 50 | 0.00014171
22 - 51 | 0.000142828
22 - 52 | 9.42217e-05
22 - 53 | 4.49306e-05
22 - 54 | 0.000104871
22 - 55 | 9.59556e-05
22 - 56 | 5.72784e-05
22 - 57 | 4.2324e-06
22 - 58 | 0.000175648
22 - 59 | 0.000145057
22 - 60 | 7.2361e-05
22 - 61 | 9.14218e-05
22 - 62 | 1.39985e-05
22 - 63 | 1.80939e-05
22 - 64 | 8.43006e-05
22 - 65 | 8.46449e-05
22 - 66 | 1.00074e-05
23 - 0 | 0.000190211
23 - 1 | -0.000285369
23 - 2 | -1.18513e-07
23 - 3 | 8.21093e-05
23 - 4 | 0.000486147
23 - 5 | -0.000197009
23 - 6 | -7.96366e-05
23 - 7 | -1.83218e-07
23 - 8 | -5.66716e-05
23 - 9 | 0.000659015
23 - 10 | 0.00027025
23 - 11 | 0.000189008
23 - 12 | -8.61555e-05
23 - 13 | 1.52796e-05
23 - 14 | 1.5944e-07
23 - 15 | 0.000119473
23 - 16 | 0.000348443
23 - 17 | 0.000280161
23 - 18 | 0.000256763
23 - 19 | 9.19717e-05
23 - 20 | 6.23009e-05
23 - 21 | 1.6316e-07
23 - 22 | 1.39811e-05
23 - 23 | 0.000964276
23 - 24 | 0.000102655
23 - 25 | 0.000274091
23 - 26 | 0.000188362
23 - 27 | 4.26241e-05
23 - 28 | 8.96353e-05
23 - 29 | 1.33351e-06
23 - 30 | 8.35216e-05
23 - 31 | 0.000149879
23 - 32 | 0.000168184
23 - 33 | 0.000242473
23 - 34 | 0.000218677
23 - 35 | 5.22228e-05
23 - 36 | 4.25301e-05
23 - 37 | 1.40275e-05
23 - 38 | 3.50194e-07
23 - 39 | 0.000174171
23 - 40 | 0.000395719
23 - 41 | 0.000179299
23 - 42 | 3.44331e-05
23 - 43 | 0.000130893
23 - 44 | 9.65877e-05
23 - 45 | 3.09365e-05
23 - 46 | 1.10439e-06
23 - 47 | 0.000156132
23 - 48 | 0.000225344
23 - 49 | 0.000214778
23 - 50 | 0.00019415
23 - 51 | 9.86719e-05
23 - 52 | 5.92429e-05
23 - 53 | 4.96712e-05
23 - 54 | 7.95779e-05
23 - 55 | 8.54902e-05
23 - 56 | 6.40895e-05
23 - 57 | 2.09667e-06
23 - 58 | 0.000175462
23 - 59 | 0.000129228
23 - 60 | 0.000162949
23 - 61 | 5.459e-05
23 - 62 | 5.19683e-05
23 - 63 | 2.61906e-07
23 - 64 | 0.000129497
23 - 65 | 6.50315e-05
23 - 66 | 4.24108e-06
24 - 0 | 0.000374761
24 - 1 | -0.00027922
24 - 2 | -1.5318e-07
24 - 3 | -0.000107316
24 - 4 | 0.00234668
24 - 5 | 0.000957121
24 - 6 | -7.06271e-05
24 - 7 | 1.48874e-07
24 - 8 | 0.000197216
24 - 9 | 0.000681845
24 - 10 | 0.00156905
24 - 11 | 0.000335097
24 - 12 | 0.000577451
24 - 13 | 3.61677e-05
24 - 14 | 7.70367e-07
24 - 15 | 0.000266814
24 - 16 | 0.000327242
24 - 17 | 0.00148785
24 - 18 | 0.000424025
24 - 19 | 0.000611754
24 - 20 | 0.000103307
24 - 21 | 3.22146e-06
24 - 22 | 0.000301177
24 - 23 | 0.000102655
24 - 24 | 0.00153927
24 - 25 | 0.000473151
24 - 26 | 0.000428942
24 - 27 | 0.000403823
24 - 28 | 0.000199831
24 - 29 | 2.89991e-06
24 - 30 | 0.000168534
24 - 31 | 0.000164075
24 - 32 | 0.000711087
24 - 33 | 0.000441211
24 - 34 | 0.000373044
24 - 35 | 0.000218361
24 - 36 | 0.000171896
24 - 37 | 3.33188e-05
24 - 38 | 1.11482e-06
24 - 39 | 0.000130657
24 - 40 | 0.000349722
24 - 41 | 0.00117851
24 - 42 | 0.000110852
24 - 43 | 0.000533015
24 - 44 | 0.000148986
24 - 45 | 0.00011374
24 - 46 | 2.1508e-06
24 - 47 | 0.00011206
24 - 48 | 0.00033297
24 - 49 | 0.000556687
24 - 50 | 0.000127506
24 - 51 | 0.000142049
24 - 52 | -2.68394e-05
24 - 53 | 7.28251e-05
24 - 54 | 0.000131961
24 - 55 | 0.000275284
24 - 56 | 5.57739e-05
24 - 57 | 6.65363e-06
24 - 58 | 0.000250208
24 - 59 | 0.000264986
24 - 60 | 6.84653e-05
24 - 61 | 0.000135684
24 - 62 | 7.03659e-06
24 - 63 | 4.10462e-06
24 - 64 | 0.000182024
24 - 65 | 0.000108559
24 - 66 | 1.95276e-05
25 - 0 | 0.000804654
25 - 1 | 6.56276e-05
25 - 2 | -2.75466e-07
25 - 3 | -6.4745e-05
25 - 4 | 0.00226811
25 - 5 | 0.0010845
25 - 6 | 0.000343079
25 - 7 | 2.87213e-07
25 - 8 | 0.000231907
25 - 9 | 0.000782244
25 - 10 | 0.00117438
25 - 11 | 0.00154421
25 - 12 | 0.000660115
25 - 13 | 0.000101508
25 - 14 | 6.91396e-07
25 - 15 | 0.000166208
25 - 16 | 0.000492138
25 - 17 | 0.000830292
25 - 18 | 0.00115146
25 - 19 | 0.000772856
25 - 20 | 0.000289211
25 - 21 | 2.67344e-06
25 - 22 | 0.000266996
25 - 23 | 0.000274091
25 - 24 | 0.000473151
25 - 25 | 0.00132543
25 - 26 | 0.000368452
25 - 27 | 0.000578765
25 - 28 | 0.000266028
25 - 29 | 2.46955e-06
25 - 30 | 0.000103879
25 - 31 | 0.000370047
25 - 32 | -2.49401e-06
25 - 33 | 0.000823965
25 - 34 | 0.000464969
25 - 35 | 0.000201127
25 - 36 | 0.000271855
25 - 37 | 0.00012867
25 - 38 | 6.25252e-07
25 - 39 | -1.6438e-06
25 - 40 | 0.000516946
25 - 41 | 0.000286238
25 - 42 | 0.000324025
25 - 43 | 0.000380135
25 - 44 | 0.000279519
25 - 45 | 0.000101287
25 - 46 | 1.93998e-06
25 - 47 | 8.95677e-05
25 - 48 | 0.000246868
25 - 49 | 9.11972e-05
25 - 50 | 3.77608e-05
25 - 51 | 3.80557e-05
25 - 52 | -1.59176e-05
25 - 53 | -1.48468e-05
25 - 54 | 0.000171421
25 - 55 | 0.000100627
25 - 56 | 6.20462e-05
25 - 57 | 5.42874e-06
25 - 58 | 0.000161155
25 - 59 | 0.00012444
25 - 60 | 1.97693e-05
25 - 61 | 8.37974e-05
25 - 62 | -9.27801e-06
25 - 63 | 4.24787e-05
25 - 64 | 0.000133696
25 - 65 | 0.000124517
25 - 66 | 9.9177e-06
26 - 0 | 0.000680305
26 - 1 | 0.000123773
26 - 2 | 2.49793e-07
26 - 3 | 0.000142173
26 - 4 | 0.00155331
26 - 5 | 0.000970866
26 - 6 | 0.000297832
26 - 7 | 3.04994e-07
26 - 8 | 0.000310454
26 - 9 | 0.000392521
26 - 10 | 0.000832788
26 - 11 | 0.00107575
26 - 12 | 0.000697744
26 - 13 | 6.50351e-05
26 - 14 | 5.25548e-07
26 - 15 | 0.000188503
26 - 16 | 0.00016405
26 - 17 | 0.000524574
26 - 18 | 0.000855037
26 - 19 | 0.000555116
26 - 20 | 0.00029015
26 - 21 | 1.35037e-06
26 - 22 | 0.000213368
26 - 23 | 0.000188362
26 - 24 | 0.000428942
26 - 25 | 0.000368452
26 - 26 | 0.000684039
26 - 27 | 0.000232744
26 - 28 | 0.000280311
26 - 29 | 1.01291e-06
26 - 30 | 0.00011097
26 - 31 | 7.4146e-05
26 - 32 | 1.66153e-05
26 - 33 | 0.000618115
26 - 34 | 0.000135631
26 - 35 | 0.000220631
26 - 36 | 0.000180809
26 - 37 | 0.000130651
26 - 38 | 1.03826e-07
26 - 39 | 3.02353e-05
26 - 40 | 0.00020391
26 - 41 | 0.000121633
26 - 42 | 0.000211882
26 - 43 | 0.000236515
26 - 44 | 0.000172619
26 - 45 | 6.15294e-05
26 - 46 | 4.59279e-07
26 - 47 | 9.26462e-05
26 - 48 | 0.000120562
26 - 49 | -8.41237e-05
26 - 50 | -4.36523e-05
26 - 51 | -3.56421e-05
26 - 52 | -4.01738e-05
26 - 53 | 3.45355e-05
26 - 54 | 0.000101391
26 - 55 | 5.63431e-05
26 - 56 | 5.39997e-05
26 - 57 | 2.43431e-06
26 - 58 | 0.000146529
26 - 59 | 2.31215e-05
26 - 60 | 3.72596e-05
26 - 61 | -2.87494e-05
26 - 62 | -3.17954e-06
26 - 63 | -5.21991e-06
26 - 64 | 0.000113021
26 - 65 | 2.86125e-05
26 - 66 | 7.20091e-06
27 - 0 | 0.000591857
27 - 1 | 0.000284731
27 - 2 | 3.49713e-07
27 - 3 | 8.01755e-05
27 - 4 | 0.00142844
27 - 5 | 0.0010004
27 - 6 | 0.000318268
27 - 7 | 4.92573e-07
27 - 8 | 0.000239942
27 - 9 | 0.000344198
27 - 10 | 0.000868002
27 - 11 | 0.0009727
27 - 12 | 0.000654528
27 - 13 | 0.000100013
27 - 14 | 6.28662e-07
27 - 15 | 0.000174735
27 - 16 | 0.000134068
27 - 17 | 0.000552251
27 - 18 | 0.000637344
27 - 19 | 0.000701298
27 - 20 | 0.000135985
27 - 21 | 3.00355e-06
27 - 22 | 0.000245824
27 - 23 | 4.26241e-05
27 - 24 | 0.000403823
27 - 25 | 0.000578765
27 - 26 | 0.000232744
