Units: cross-section (10^-38 cm2/(nucleon x GeV))

row (bin i) - column (bin j) | sigma_i x sigma_j x rho_ij 
13 - 66 | 6.71554e-06
14 - 0 | 8.90794e-07
14 - 1 | 7.25305e-07
14 - 2 | 9.48062e-10
14 - 3 | 7.27084e-07
14 - 4 | 2.52677e-06
14 - 5 | 1.92481e-06
14 - 6 | 8.16569e-07
14 - 7 | 1.28594e-09
14 - 8 | 6.23177e-07
14 - 9 | 2.22683e-06
14 - 10 | 2.49281e-06
14 - 11 | 3.26381e-06
14 - 12 | 2.25611e-06
14 - 13 | 2.49403e-07
14 - 14 | 1.66069e-09
14 - 15 | 3.63502e-07
14 - 16 | 1.71133e-06
14 - 17 | 2.87613e-06
14 - 18 | 3.19329e-06
14 - 19 | 2.70369e-06
14 - 20 | 8.91124e-07
14 - 21 | 7.65289e-09
14 - 22 | 4.55923e-07
14 - 23 | 1.72623e-06
14 - 24 | 2.65351e-06
14 - 25 | 3.24077e-06
14 - 26 | 2.1111e-06
14 - 27 | 1.66727e-06
14 - 28 | 1.15291e-06
14 - 29 | 5.95041e-09
14 - 30 | 1.81241e-07
14 - 31 | 1.33841e-06
14 - 32 | 2.59389e-06
14 - 33 | 3.01332e-06
14 - 34 | 3.58856e-06
14 - 35 | 1.62372e-06
14 - 36 | 1.00766e-06
14 - 37 | 6.09829e-07
14 - 38 | 1.76529e-09
14 - 39 | 4.13563e-07
14 - 40 | 2.27496e-06
14 - 41 | 2.86609e-06
14 - 42 | 1.65543e-06
14 - 43 | 2.03997e-06
14 - 44 | 1.22705e-06
14 - 45 | 3.95208e-07
14 - 46 | 5.3151e-09
14 - 47 | 3.3898e-07
14 - 48 | 1.26253e-06
14 - 49 | 2.15656e-06
14 - 50 | 2.84248e-06
14 - 51 | 1.81184e-06
14 - 52 | 1.93315e-06
14 - 53 | 1.36072e-06
14 - 54 | 9.03035e-07
14 - 55 | 1.0846e-06
14 - 56 | 4.03267e-07
14 - 57 | 1.37201e-08
14 - 58 | 4.55475e-07
14 - 59 | 7.87761e-07
14 - 60 | 1.18193e-06
14 - 61 | 1.05322e-06
14 - 62 | 4.11386e-07
14 - 63 | 8.36434e-07
14 - 64 | 9.87701e-07
14 - 65 | 9.80261e-07
14 - 66 | 4.47165e-08
15 - 0 | 0.000194983
15 - 1 | 0.00015876
15 - 2 | 2.07518e-07
15 - 3 | 0.000159149
15 - 4 | 0.000553077
15 - 5 | 0.000421314
15 - 6 | 0.000178736
15 - 7 | 2.81476e-07
15 - 8 | 0.000136405
15 - 9 | 0.000487424
15 - 10 | 0.000545642
15 - 11 | 0.000714406
15 - 12 | 0.000493833
15 - 13 | 5.45909e-05
15 - 14 | 3.63502e-07
15 - 15 | 7.95659e-05
15 - 16 | 0.000374586
15 - 17 | 0.000629547
15 - 18 | 0.000698969
15 - 19 | 0.000591802
15 - 20 | 0.000195055
15 - 21 | 1.67512e-06
15 - 22 | 9.97956e-05
15 - 23 | 0.000377849
15 - 24 | 0.000580817
15 - 25 | 0.000709361
15 - 26 | 0.000462091
15 - 27 | 0.000364944
15 - 28 | 0.000252357
15 - 29 | 1.30247e-06
15 - 30 | 3.96712e-05
15 - 31 | 0.000292961
15 - 32 | 0.000567768
15 - 33 | 0.000659577
15 - 34 | 0.000785487
15 - 35 | 0.000355411
15 - 36 | 0.000220563
15 - 37 | 0.000133483
15 - 38 | 3.86399e-07
15 - 39 | 9.05233e-05
15 - 40 | 0.000497958
15 - 41 | 0.000627349
15 - 42 | 0.000362352
15 - 43 | 0.000446523
15 - 44 | 0.000268586
15 - 45 | 8.65058e-05
15 - 46 | 1.1634e-06
15 - 47 | 7.41983e-05
15 - 48 | 0.000276351
15 - 49 | 0.000472042
15 - 50 | 0.00062218
15 - 51 | 0.000396587
15 - 52 | 0.000423142
15 - 53 | 0.000297843
15 - 54 | 0.000197662
15 - 55 | 0.000237404
15 - 56 | 8.82698e-05
15 - 57 | 3.00314e-06
15 - 58 | 9.96974e-05
15 - 59 | 0.00017243
15 - 60 | 0.000258708
15 - 61 | 0.000230537
15 - 62 | 9.0047e-05
15 - 63 | 0.000183084
15 - 64 | 0.000216195
15 - 65 | 0.000214566
15 - 66 | 9.78785e-06
16 - 0 | 0.000917956
16 - 1 | 0.000747422
16 - 2 | 9.76971e-07
16 - 3 | 0.000749254
16 - 4 | 0.00260382
16 - 5 | 0.0019835
16 - 6 | 0.000841468
16 - 7 | 1.32516e-06
16 - 8 | 0.000642179
16 - 9 | 0.00229473
16 - 10 | 0.00256882
16 - 11 | 0.00336334
16 - 12 | 0.00232491
16 - 13 | 0.000257007
16 - 14 | 1.71133e-06
16 - 15 | 0.000374586
16 - 16 | 0.00176351
16 - 17 | 0.00296383
16 - 18 | 0.00329066
16 - 19 | 0.00278613
16 - 20 | 0.000918296
16 - 21 | 7.88624e-06
16 - 22 | 0.000469826
16 - 23 | 0.00177887
16 - 24 | 0.00273442
16 - 25 | 0.00333959
16 - 26 | 0.00217547
16 - 27 | 0.00171811
16 - 28 | 0.00118807
16 - 29 | 6.13186e-06
16 - 30 | 0.000186767
16 - 31 | 0.00137922
16 - 32 | 0.00267298
16 - 33 | 0.00310521
16 - 34 | 0.00369798
16 - 35 | 0.00167323
16 - 36 | 0.00103838
16 - 37 | 0.000628424
16 - 38 | 1.81912e-06
16 - 39 | 0.000426173
16 - 40 | 0.00234433
16 - 41 | 0.00295348
16 - 42 | 0.00170591
16 - 43 | 0.00210218
16 - 44 | 0.00126447
16 - 45 | 0.000407259
16 - 46 | 5.47717e-06
16 - 47 | 0.000349317
16 - 48 | 0.00130103
16 - 49 | 0.00222232
16 - 50 | 0.00292915
16 - 51 | 0.00186708
16 - 52 | 0.0019921
16 - 53 | 0.00140221
16 - 54 | 0.000930571
16 - 55 | 0.00111767
16 - 56 | 0.000415563
16 - 57 | 1.41384e-05
16 - 58 | 0.000469363
16 - 59 | 0.000811782
16 - 60 | 0.00121797
16 - 61 | 0.00108534
16 - 62 | 0.00042393
16 - 63 | 0.000861939
16 - 64 | 0.00101782
16 - 65 | 0.00101015
16 - 66 | 4.608e-05
17 - 0 | 0.00154276
17 - 1 | 0.00125615
17 - 2 | 1.64194e-06
17 - 3 | 0.00125923
17 - 4 | 0.00437609
17 - 5 | 0.00333355
17 - 6 | 0.00141421
17 - 7 | 2.22712e-06
17 - 8 | 0.00107927
17 - 9 | 0.00385663
17 - 10 | 0.00431727
17 - 11 | 0.00565257
17 - 12 | 0.00390734
17 - 13 | 0.000431938
17 - 14 | 2.87613e-06
17 - 15 | 0.000629547
17 - 16 | 0.00296383
17 - 17 | 0.00498114
17 - 18 | 0.00553043
17 - 19 | 0.0046825
17 - 20 | 0.00154333
17 - 21 | 1.3254e-05
17 - 22 | 0.00078961
17 - 23 | 0.00298965
17 - 24 | 0.00459558
17 - 25 | 0.00561266
17 - 26 | 0.00365619
17 - 27 | 0.00288754
17 - 28 | 0.00199672
17 - 29 | 1.03055e-05
17 - 30 | 0.000313889
17 - 31 | 0.00231799
17 - 32 | 0.00449233
17 - 33 | 0.00521875
17 - 34 | 0.00621499
17 - 35 | 0.0028121
17 - 36 | 0.00174515
17 - 37 | 0.00105616
17 - 38 | 3.05729e-06
17 - 39 | 0.000716245
17 - 40 | 0.00393998
17 - 41 | 0.00496375
17 - 42 | 0.00286702
17 - 43 | 0.00353301
17 - 44 | 0.00212512
17 - 45 | 0.000684457
17 - 46 | 9.20517e-06
17 - 47 | 0.000587077
17 - 48 | 0.00218657
17 - 49 | 0.00373492
17 - 50 | 0.00492286
17 - 51 | 0.0031379
17 - 52 | 0.00334801
17 - 53 | 0.00235662
17 - 54 | 0.00156396
17 - 55 | 0.00187841
17 - 56 | 0.000698414
17 - 57 | 2.37617e-05
17 - 58 | 0.000788832
17 - 59 | 0.00136432
17 - 60 | 0.00204697
17 - 61 | 0.00182407
17 - 62 | 0.000712476
17 - 63 | 0.00144861
17 - 64 | 0.00171059
17 - 65 | 0.0016977
17 - 66 | 7.74441e-05
18 - 0 | 0.00171288
18 - 1 | 0.00139467
18 - 2 | 1.823e-06
18 - 3 | 0.00139809
18 - 4 | 0.00485866
18 - 5 | 0.00370116
18 - 6 | 0.00157016
18 - 7 | 2.47271e-06
18 - 8 | 0.00119829
18 - 9 | 0.00428191
18 - 10 | 0.00479335
18 - 11 | 0.0062759
18 - 12 | 0.00433821
18 - 13 | 0.000479569
18 - 14 | 3.19329e-06
18 - 15 | 0.000698969
18 - 16 | 0.00329066
18 - 17 | 0.00553043
18 - 18 | 0.00614029
18 - 19 | 0.00519885
18 - 20 | 0.00171352
18 - 21 | 1.47155e-05
18 - 22 | 0.000876683
18 - 23 | 0.00331932
18 - 24 | 0.00510235
18 - 25 | 0.00623159
18 - 26 | 0.00405937
18 - 27 | 0.00320596
18 - 28 | 0.0022169
18 - 29 | 1.14419e-05
18 - 30 | 0.000348503
18 - 31 | 0.0025736
18 - 32 | 0.00498772
18 - 33 | 0.00579424
18 - 34 | 0.00690033
18 - 35 | 0.00312221
18 - 36 | 0.0019376
18 - 37 | 0.00117262
18 - 38 | 3.39443e-06
18 - 39 | 0.000795228
18 - 40 | 0.00437446
18 - 41 | 0.00551113
18 - 42 | 0.00318318
18 - 43 | 0.00392261
18 - 44 | 0.00235947
18 - 45 | 0.000759935
18 - 46 | 1.02203e-05
18 - 47 | 0.000651816
18 - 48 | 0.00242769
18 - 49 | 0.00414679
18 - 50 | 0.00546572
18 - 51 | 0.00348393
18 - 52 | 0.00371721
18 - 53 | 0.00261649
18 - 54 | 0.00173642
18 - 55 | 0.00208554
18 - 56 | 0.000775431
18 - 57 | 2.6382e-05
18 - 58 | 0.00087582
18 - 59 | 0.00151476
18 - 60 | 0.0022727
18 - 61 | 0.00202522
18 - 62 | 0.000791043
18 - 63 | 0.00160836
18 - 64 | 0.00189922
18 - 65 | 0.00188492
18 - 66 | 8.59841e-05
19 - 0 | 0.00145026
19 - 1 | 0.00118084
19 - 2 | 1.5435e-06
19 - 3 | 0.00118373
19 - 4 | 0.00411372
19 - 5 | 0.00313369
19 - 6 | 0.00132942
19 - 7 | 2.09359e-06
19 - 8 | 0.00101457
19 - 9 | 0.00362541
19 - 10 | 0.00405843
19 - 11 | 0.00531367
19 - 12 | 0.00367307
19 - 13 | 0.000406041
19 - 14 | 2.70369e-06
19 - 15 | 0.000591802
19 - 16 | 0.00278613
19 - 17 | 0.0046825
19 - 18 | 0.00519885
19 - 19 | 0.00440176
19 - 20 | 0.0014508
19 - 21 | 1.24593e-05
19 - 22 | 0.000742269
19 - 23 | 0.0028104
19 - 24 | 0.00432006
19 - 25 | 0.00527615
19 - 26 | 0.00343698
19 - 27 | 0.00271442
19 - 28 | 0.00187701
19 - 29 | 9.68761e-06
19 - 30 | 0.00029507
19 - 31 | 0.00217901
19 - 32 | 0.004223
19 - 33 | 0.00490586
19 - 34 | 0.00584237
19 - 35 | 0.00264351
19 - 36 | 0.00164052
19 - 37 | 0.000992836
19 - 38 | 2.87399e-06
19 - 39 | 0.000673303
19 - 40 | 0.00370376
19 - 41 | 0.00466615
19 - 42 | 0.00269513
19 - 43 | 0.00332119
19 - 44 | 0.00199771
19 - 45 | 0.000643421
19 - 46 | 8.65327e-06
19 - 47 | 0.000551879
19 - 48 | 0.00205547
19 - 49 | 0.003511
19 - 50 | 0.00462771
19 - 51 | 0.00294977
19 - 52 | 0.00314728
19 - 53 | 0.00221533
19 - 54 | 0.00147019
19 - 55 | 0.00176579
19 - 56 | 0.000656541
19 - 57 | 2.2337e-05
19 - 58 | 0.000741538
19 - 59 | 0.00128252
19 - 60 | 0.00192424
19 - 61 | 0.00171471
19 - 62 | 0.00066976
19 - 63 | 0.00136176
19 - 64 | 0.00160803
19 - 65 | 0.00159592
19 - 66 | 7.2801e-05
20 - 0 | 0.000477999
20 - 1 | 0.000389198
20 - 2 | 5.08729e-07
20 - 3 | 0.000390152
20 - 4 | 0.00135586
20 - 5 | 0.00103285
20 - 6 | 0.00043817
20 - 7 | 6.90037e-07
20 - 8 | 0.000334396
20 - 9 | 0.00119492
20 - 10 | 0.00133764
20 - 11 | 0.00175136
20 - 12 | 0.00121063
20 - 13 | 0.000133829
20 - 14 | 8.91124e-07
20 - 15 | 0.000195055
20 - 16 | 0.000918296
20 - 17 | 0.00154333
20 - 18 | 0.00171352
20 - 19 | 0.0014508
20 - 20 | 0.000478176
20 - 21 | 4.10654e-06
20 - 22 | 0.000244648
20 - 23 | 0.000926295
20 - 24 | 0.00142387
20 - 25 | 0.00173899
20 - 26 | 0.00113281
20 - 27 | 0.000894658
20 - 28 | 0.000618652
20 - 29 | 3.19299e-06
20 - 30 | 9.72536e-05
20 - 31 | 0.000718192
20 - 32 | 0.00139188
20 - 33 | 0.00161695
20 - 34 | 0.00192562
20 - 35 | 0.000871286
20 - 36 | 0.000540708
20 - 37 | 0.000327234
20 - 38 | 9.47254e-07
20 - 39 | 0.000221917
20 - 40 | 0.00122074
20 - 41 | 0.00153794
20 - 42 | 0.000888302
20 - 43 | 0.00109465
20 - 44 | 0.000658436
20 - 45 | 0.000212068
20 - 46 | 2.85208e-06
20 - 47 | 0.000181897
20 - 48 | 0.000677473
20 - 49 | 0.00115721
20 - 50 | 0.00152527
20 - 51 | 0.00097223
20 - 52 | 0.00103733
20 - 53 | 0.000730161
20 - 54 | 0.000484568
20 - 55 | 0.000581994
20 - 56 | 0.000216393
20 - 57 | 7.36218e-06
20 - 58 | 0.000244407
20 - 59 | 0.000422712
20 - 60 | 0.000634221
20 - 61 | 0.00056516
20 - 62 | 0.00022075
20 - 63 | 0.00044883
20 - 64 | 0.000529999
20 - 65 | 0.000526007
20 - 66 | 2.39948e-05
21 - 0 | 4.10502e-06
21 - 1 | 3.3424e-06
21 - 2 | 4.36892e-09
21 - 3 | 3.3506e-06
21 - 4 | 1.1644e-05
21 - 5 | 8.87002e-06
21 - 6 | 3.76297e-06
21 - 7 | 5.92597e-09
21 - 8 | 2.87177e-06
21 - 9 | 1.02618e-05
21 - 10 | 1.14875e-05
21 - 11 | 1.50405e-05
21 - 12 | 1.03968e-05
21 - 13 | 1.14931e-06
21 - 14 | 7.65289e-09
21 - 15 | 1.67512e-06
21 - 16 | 7.88624e-06
21 - 17 | 1.3254e-05
21 - 18 | 1.47155e-05
21 - 19 | 1.24593e-05
21 - 20 | 4.10654e-06
21 - 21 | 3.52666e-08
21 - 22 | 2.10102e-06
21 - 23 | 7.95494e-06
21 - 24 | 1.22281e-05
21 - 25 | 1.49343e-05
21 - 26 | 9.7285e-06
21 - 27 | 7.68325e-06
21 - 28 | 5.31293e-06
21 - 29 | 2.74211e-08
21 - 30 | 8.35205e-07
21 - 31 | 6.16777e-06
21 - 32 | 1.19533e-05
21 - 33 | 1.38862e-05
21 - 34 | 1.6537e-05
21 - 35 | 7.48253e-06
21 - 36 | 4.64355e-06
21 - 37 | 2.81025e-06
21 - 38 | 8.13494e-09
21 - 39 | 1.90581e-06
21 - 40 | 1.04836e-05
21 - 41 | 1.32077e-05
21 - 42 | 7.62866e-06
21 - 43 | 9.40074e-06
21 - 44 | 5.65459e-06
21 - 45 | 1.82122e-06
21 - 46 | 2.44934e-08
21 - 47 | 1.56211e-06
21 - 48 | 5.81808e-06
21 - 49 | 9.938e-06
21 - 50 | 1.30989e-05
21 - 51 | 8.34943e-06
21 - 52 | 8.90849e-06
21 - 53 | 6.27056e-06
21 - 54 | 4.16143e-06
21 - 55 | 4.99812e-06
21 - 56 | 1.85836e-06
21 - 57 | 6.32258e-08
21 - 58 | 2.09895e-06
21 - 59 | 3.63021e-06
21 - 60 | 5.44664e-06
21 - 61 | 4.85354e-06
21 - 62 | 1.89578e-06
21 - 63 | 3.85451e-06
21 - 64 | 4.55159e-06
21 - 65 | 4.5173e-06
21 - 66 | 2.06066e-07
22 - 0 | 0.000244558
22 - 1 | 0.000199125
22 - 2 | 2.6028e-07
22 - 3 | 0.000199613
22 - 4 | 0.000693697
22 - 5 | 0.000528434
22 - 6 | 0.00022418
22 - 7 | 3.53042e-07
22 - 8 | 0.000171086
22 - 9 | 0.000611352
22 - 10 | 0.000684372
22 - 11 | 0.000896044
22 - 12 | 0.00061939
22 - 13 | 6.84707e-05
22 - 14 | 4.55923e-07
22 - 15 | 9.97956e-05
22 - 16 | 0.000469826
22 - 17 | 0.00078961
22 - 18 | 0.000876683
22 - 19 | 0.000742269
22 - 20 | 0.000244648
22 - 21 | 2.10102e-06
22 - 22 | 0.000125169
22 - 23 | 0.000473918
22 - 24 | 0.000728491
22 - 25 | 0.000889717
22 - 26 | 0.000579579
22 - 27 | 0.000457732
22 - 28 | 0.00031652
22 - 29 | 1.63362e-06
22 - 30 | 4.97576e-05
22 - 31 | 0.000367447
22 - 32 | 0.000712124
22 - 33 | 0.000827275
22 - 34 | 0.000985198
22 - 35 | 0.000445774
22 - 36 | 0.000276641
22 - 37 | 0.000167422
22 - 38 | 4.84641e-07
22 - 39 | 0.000113539
22 - 40 | 0.000624565
22 - 41 | 0.000786853
22 - 42 | 0.00045448
22 - 43 | 0.000560052
22 - 44 | 0.000336874
22 - 45 | 0.0001085
22 - 46 | 1.4592e-06
22 - 47 | 9.30633e-05
22 - 48 | 0.000346614
22 - 49 | 0.00059206
22 - 50 | 0.00078037
22 - 51 | 0.00049742
22 - 52 | 0.000530726
22 - 53 | 0.00037357
22 - 54 | 0.000247918
22 - 55 | 0.000297764
22 - 56 | 0.000110712
22 - 57 | 3.76669e-06
22 - 58 | 0.000125046
22 - 59 | 0.000216271
22 - 60 | 0.000324485
22 - 61 | 0.000289151
22 - 62 | 0.000112942
22 - 63 | 0.000229634
22 - 64 | 0.000271162
22 - 65 | 0.00026912
22 - 66 | 1.22764e-05
23 - 0 | 0.000925952
23 - 1 | 0.000753932
23 - 2 | 9.8548e-07
23 - 3 | 0.00075578
23 - 4 | 0.0026265
23 - 5 | 0.00200077
23 - 6 | 0.000848797
23 - 7 | 1.3367e-06
23 - 8 | 0.000647773
23 - 9 | 0.00231472
23 - 10 | 0.00259119
23 - 11 | 0.00339263
23 - 12 | 0.00234516
23 - 13 | 0.000259246
23 - 14 | 1.72623e-06
23 - 15 | 0.000377849
23 - 16 | 0.00177887
23 - 17 | 0.00298965
23 - 18 | 0.00331932
23 - 19 | 0.0028104
23 - 20 | 0.000926295
23 - 21 | 7.95494e-06
23 - 22 | 0.000473918
23 - 23 | 0.00179436
23 - 24 | 0.00275824
23 - 25 | 0.00336868
23 - 26 | 0.00219442
23 - 27 | 0.00173308
23 - 28 | 0.00119842
23 - 29 | 6.18527e-06
23 - 30 | 0.000188394
23 - 31 | 0.00139124
23 - 32 | 0.00269627
23 - 33 | 0.00313226
23 - 34 | 0.00373019
23 - 35 | 0.0016878
23 - 36 | 0.00104743
23 - 37 | 0.000633898
23 - 38 | 1.83497e-06
23 - 39 | 0.000429885
23 - 40 | 0.00236475
23 - 41 | 0.00297921
23 - 42 | 0.00172077
23 - 43 | 0.00212049
23 - 44 | 0.00127548
23 - 45 | 0.000410806
23 - 46 | 5.52488e-06
23 - 47 | 0.000352359
23 - 48 | 0.00131236
23 - 49 | 0.00224168
23 - 50 | 0.00295466
23 - 51 | 0.00188335
23 - 52 | 0.00200945
23 - 53 | 0.00141442
23 - 54 | 0.000938676
23 - 55 | 0.00112741
23 - 56 | 0.000419183
23 - 57 | 1.42616e-05
23 - 58 | 0.000473452
23 - 59 | 0.000818853
23 - 60 | 0.00122858
23 - 61 | 0.00109479
23 - 62 | 0.000427623
23 - 63 | 0.000869446
23 - 64 | 0.00102668
23 - 65 | 0.00101895
23 - 66 | 4.64814e-05
24 - 0 | 0.00142334
24 - 1 | 0.00115892
24 - 2 | 1.51485e-06
24 - 3 | 0.00116176
24 - 4 | 0.00403736
24 - 5 | 0.00307552
24 - 6 | 0.00130474
24 - 7 | 2.05473e-06
24 - 8 | 0.000995735
24 - 9 | 0.00355811
24 - 10 | 0.0039831
24 - 11 | 0.00521504
24 - 12 | 0.0036049
24 - 13 | 0.000398504
24 - 14 | 2.65351e-06
24 - 15 | 0.000580817
24 - 16 | 0.00273442
24 - 17 | 0.00459558
24 - 18 | 0.00510235
24 - 19 | 0.00432006
24 - 20 | 0.00142387
24 - 21 | 1.22281e-05
24 - 22 | 0.000728491
24 - 23 | 0.00275824
24 - 24 | 0.00423987
24 - 25 | 0.00517822
24 - 26 | 0.00337319
24 - 27 | 0.00266403
24 - 28 | 0.00184217
24 - 29 | 9.50779e-06
24 - 30 | 0.000289593
24 - 31 | 0.00213857
24 - 32 | 0.00414461
24 - 33 | 0.0048148
24 - 34 | 0.00573392
24 - 35 | 0.00259444
24 - 36 | 0.00161007
24 - 37 | 0.000974407
24 - 38 | 2.82065e-06
24 - 39 | 0.000660805
24 - 40 | 0.00363501
24 - 41 | 0.00457954
24 - 42 | 0.00264511
24 - 43 | 0.00325954
24 - 44 | 0.00196063
24 - 45 | 0.000631478
24 - 46 | 8.49265e-06
24 - 47 | 0.000541635
24 - 48 | 0.00201732
24 - 49 | 0.00344583
24 - 50 | 0.00454181
24 - 51 | 0.00289502
24 - 52 | 0.00308886
24 - 53 | 0.00217421
24 - 54 | 0.0014429
24 - 55 | 0.00173301
24 - 56 | 0.000644354
24 - 57 | 2.19224e-05
24 - 58 | 0.000727774
24 - 59 | 0.00125871
24 - 60 | 0.00188853
24 - 61 | 0.00168288
24 - 62 | 0.000657328
24 - 63 | 0.00133648
24 - 64 | 0.00157818
24 - 65 | 0.0015663
24 - 66 | 7.14496e-05
25 - 0 | 0.00173835
25 - 1 | 0.00141541
25 - 2 | 1.85011e-06
25 - 3 | 0.00141888
25 - 4 | 0.0049309
25 - 5 | 0.00375619
25 - 6 | 0.0015935
25 - 7 | 2.50947e-06
25 - 8 | 0.00121611
25 - 9 | 0.00434558
25 - 10 | 0.00486462
25 - 11 | 0.00636921
25 - 12 | 0.00440272
25 - 13 | 0.0004867
25 - 14 | 3.24077e-06
25 - 15 | 0.000709361
25 - 16 | 0.00333959
25 - 17 | 0.00561266
25 - 18 | 0.00623159
25 - 19 | 0.00527615
25 - 20 | 0.00173899
25 - 21 | 1.49343e-05
25 - 22 | 0.000889717
25 - 23 | 0.00336868
25 - 24 | 0.00517822
25 - 25 | 0.00632424
25 - 26 | 0.00411973
25 - 27 | 0.00325362
25 - 28 | 0.00224987
25 - 29 | 1.1612e-05
25 - 30 | 0.000353684
25 - 31 | 0.00261186
25 - 32 | 0.00506188
25 - 33 | 0.00588039
25 - 34 | 0.00700293
25 - 35 | 0.00316863
25 - 36 | 0.00196641
25 - 37 | 0.00119006
25 - 38 | 3.4449e-06
25 - 39 | 0.000807051
25 - 40 | 0.0044395
25 - 41 | 0.00559307
25 - 42 | 0.00323051
25 - 43 | 0.00398093
25 - 44 | 0.00239455
25 - 45 | 0.000771234
25 - 46 | 1.03722e-05
25 - 47 | 0.000661507
25 - 48 | 0.00246378
25 - 49 | 0.00420844
25 - 50 | 0.00554698
25 - 51 | 0.00353573
25 - 52 | 0.00377248
25 - 53 | 0.00265539
25 - 54 | 0.00176224
25 - 55 | 0.00211655
25 - 56 | 0.00078696
25 - 57 | 2.67742e-05
25 - 58 | 0.000888842
25 - 59 | 0.00153729
25 - 60 | 0.00230649
25 - 61 | 0.00205533
25 - 62 | 0.000802805
25 - 63 | 0.00163227
25 - 64 | 0.00192746
25 - 65 | 0.00191294
25 - 66 | 8.72626e-05
26 - 0 | 0.00113239
26 - 1 | 0.000922022
26 - 2 | 1.20519e-06
26 - 3 | 0.000924283
26 - 4 | 0.00321208
26 - 5 | 0.00244685
26 - 6 | 0.00103804
26 - 7 | 1.63472e-06
26 - 8 | 0.000792194
26 - 9 | 0.00283079
26 - 10 | 0.0031689
26 - 11 | 0.00414902
26 - 12 | 0.00286801
26 - 13 | 0.000317045
26 - 14 | 2.1111e-06
26 - 15 | 0.000462091
26 - 16 | 0.00217547
26 - 17 | 0.00365619
26 - 18 | 0.00405937
26 - 19 | 0.00343698
26 - 20 | 0.00113281
26 - 21 | 9.7285e-06
26 - 22 | 0.000579579
26 - 23 | 0.00219442
26 - 24 | 0.00337319
26 - 25 | 0.00411973
26 - 26 | 0.00268367
26 - 27 | 0.00211947
26 - 28 | 0.0014656
26 - 29 | 7.56428e-06
26 - 30 | 0.000230397
26 - 31 | 0.00170142
26 - 32 | 0.0032974
26 - 33 | 0.00383059
26 - 34 | 0.00456184
26 - 35 | 0.0020641
26 - 36 | 0.00128095
26 - 37 | 0.000775226
26 - 38 | 2.24407e-06
26 - 39 | 0.000525728
26 - 40 | 0.00289197
26 - 41 | 0.00364343
26 - 42 | 0.00210441
26 - 43 | 0.00259325
26 - 44 | 0.00155985
26 - 45 | 0.000502396
26 - 46 | 6.75665e-06
26 - 47 | 0.000430918
26 - 48 | 0.00160495
26 - 49 | 0.00274146
26 - 50 | 0.00361341
26 - 51 | 0.00230324
26 - 52 | 0.00245746
26 - 53 | 0.00172977
26 - 54 | 0.00114796
26 - 55 | 0.00137876
26 - 56 | 0.000512641
26 - 57 | 1.74412e-05
26 - 58 | 0.000579008
26 - 59 | 0.00100142
26 - 60 | 0.00150249
26 - 61 | 0.00133888
26 - 62 | 0.000522962
26 - 63 | 0.00106329
26 - 64 | 0.00125558
26 - 65 | 0.00124613
26 - 66 | 5.68445e-05
27 - 0 | 0.000894327
27 - 1 | 0.000728182
27 - 2 | 9.51823e-07
27 - 3 | 0.000729968
27 - 4 | 0.00253679
27 - 5 | 0.00193244
27 - 6 | 0.000819808
27 - 7 | 1.29105e-06
27 - 8 | 0.000625649
27 - 9 | 0.00223566
27 - 10 | 0.00250269
27 - 11 | 0.00327676
27 - 12 | 0.00226506
27 - 13 | 0.000250392
27 - 14 | 1.66727e-06
27 - 15 | 0.000364944
27 - 16 | 0.00171811
27 - 17 | 0.00288754
27 - 18 | 0.00320596
27 - 19 | 0.00271442
27 - 20 | 0.000894658
27 - 21 | 7.68325e-06
27 - 22 | 0.000457732
27 - 23 | 0.00173308
27 - 24 | 0.00266403
27 - 25 | 0.00325362
27 - 26 | 0.00211947
27 - 27 | 0.00167389
27 - 28 | 0.00115749
27 - 29 | 5.97402e-06
27 - 30 | 0.00018196
27 - 31 | 0.00134372
27 - 32 | 0.00260418
27 - 33 | 0.00302528
27 - 34 | 0.00360279
27 - 35 | 0.00163016
27 - 36 | 0.00101165
27 - 37 | 0.000612248
27 - 38 | 1.77229e-06
27 - 39 | 0.000415203
27 - 40 | 0.00228398
27 - 41 | 0.00287746
27 - 42 | 0.001662
27 - 43 | 0.00204806
27 - 44 | 0.00123192
27 - 45 | 0.000396776
27 - 46 | 5.33618e-06
27 - 47 | 0.000340325
27 - 48 | 0.00126754
27 - 49 | 0.00216511
27 - 50 | 0.00285375
27 - 51 | 0.00181902
27 - 52 | 0.00194082
27 - 53 | 0.00136612
27 - 54 | 0.000906617
27 - 55 | 0.0010889
27 - 56 | 0.000404866
27 - 57 | 1.37745e-05
27 - 58 | 0.000457281
27 - 59 | 0.000790886
27 - 60 | 0.00118662
27 - 61 | 0.0010574
27 - 62 | 0.000413018
27 - 63 | 0.000839751
27 - 64 | 0.000991618
27 - 65 | 0.000984149
27 - 66 | 4.48939e-05
28 - 0 | 0.000618423
28 - 1 | 0.000503535
28 - 2 | 6.58181e-07
28 - 3 | 0.000504769
28 - 4 | 0.00175418
28 - 5 | 0.00133627
28 - 6 | 0.000566893
28 - 7 | 8.92752e-07
28 - 8 | 0.000432633
28 - 9 | 0.00154595
28 - 10 | 0.0017306
28 - 11 | 0.00226587
28 - 12 | 0.00156628
28 - 13 | 0.000173145
28 - 14 | 1.15291e-06
28 - 15 | 0.000252357
28 - 16 | 0.00118807
28 - 17 | 0.00199672
28 - 18 | 0.0022169
