Units: cross-section (10^-38 cm2/(nucleon x GeV))

row (bin i) - column (bin j) | sigma_i x sigma_j x rho_ij 
28 - 19 | 0.00187701
28 - 20 | 0.000618652
28 - 21 | 5.31293e-06
28 - 22 | 0.00031652
28 - 23 | 0.00119842
28 - 24 | 0.00184217
28 - 25 | 0.00224987
28 - 26 | 0.0014656
28 - 27 | 0.00115749
28 - 28 | 0.000800396
28 - 29 | 4.131e-06
28 - 30 | 0.000125824
28 - 31 | 0.000929178
28 - 32 | 0.00180078
28 - 33 | 0.00209197
28 - 34 | 0.00249131
28 - 35 | 0.00112725
28 - 36 | 0.000699554
28 - 37 | 0.000423367
28 - 38 | 1.22553e-06
28 - 39 | 0.000287111
28 - 40 | 0.00157936
28 - 41 | 0.00198975
28 - 42 | 0.00114926
28 - 43 | 0.00141623
28 - 44 | 0.000851868
28 - 45 | 0.000274369
28 - 46 | 3.68994e-06
28 - 47 | 0.000235333
28 - 48 | 0.000876498
28 - 49 | 0.00149717
28 - 50 | 0.00197335
28 - 51 | 0.00125785
28 - 52 | 0.00134207
28 - 53 | 0.000944663
28 - 54 | 0.000626922
28 - 55 | 0.00075297
28 - 56 | 0.000279963
28 - 57 | 9.525e-06
28 - 58 | 0.000316208
28 - 59 | 0.000546894
28 - 60 | 0.000820539
28 - 61 | 0.000731189
28 - 62 | 0.0002856
28 - 63 | 0.000580684
28 - 64 | 0.0006857
28 - 65 | 0.000680535
28 - 66 | 3.10439e-05
29 - 0 | 3.19181e-06
29 - 1 | 2.59884e-06
29 - 2 | 3.397e-09
29 - 3 | 2.60522e-06
29 - 4 | 9.05368e-06
29 - 5 | 6.89678e-06
29 - 6 | 2.92585e-06
29 - 7 | 4.60767e-09
29 - 8 | 2.23291e-06
29 - 9 | 7.97897e-06
29 - 10 | 8.93198e-06
29 - 11 | 1.16946e-05
29 - 12 | 8.08388e-06
29 - 13 | 8.93635e-07
29 - 14 | 5.95041e-09
29 - 15 | 1.30247e-06
29 - 16 | 6.13186e-06
29 - 17 | 1.03055e-05
29 - 18 | 1.14419e-05
29 - 19 | 9.68761e-06
29 - 20 | 3.19299e-06
29 - 21 | 2.74211e-08
29 - 22 | 1.63362e-06
29 - 23 | 6.18527e-06
29 - 24 | 9.50779e-06
29 - 25 | 1.1612e-05
29 - 26 | 7.56428e-06
29 - 27 | 5.97402e-06
29 - 28 | 4.131e-06
29 - 29 | 2.13209e-08
29 - 30 | 6.49404e-07
29 - 31 | 4.79567e-06
29 - 32 | 9.29417e-06
29 - 33 | 1.0797e-05
29 - 34 | 1.28582e-05
29 - 35 | 5.81795e-06
29 - 36 | 3.61054e-06
29 - 37 | 2.18508e-06
29 - 38 | 6.32522e-09
29 - 39 | 1.48184e-06
29 - 40 | 8.15141e-06
29 - 41 | 1.02695e-05
29 - 42 | 5.93157e-06
29 - 43 | 7.30943e-06
29 - 44 | 4.39666e-06
29 - 45 | 1.41607e-06
29 - 46 | 1.90445e-08
29 - 47 | 1.2146e-06
29 - 48 | 4.52378e-06
29 - 49 | 7.72717e-06
29 - 50 | 1.01849e-05
29 - 51 | 6.492e-06
29 - 52 | 6.92669e-06
29 - 53 | 4.8756e-06
29 - 54 | 3.23567e-06
29 - 55 | 3.88623e-06
29 - 56 | 1.44495e-06
29 - 57 | 4.91604e-08
29 - 58 | 1.63201e-06
29 - 59 | 2.82263e-06
29 - 60 | 4.23497e-06
29 - 61 | 3.77381e-06
29 - 62 | 1.47404e-06
29 - 63 | 2.99703e-06
29 - 64 | 3.53903e-06
29 - 65 | 3.51237e-06
29 - 66 | 1.60224e-07
30 - 0 | 9.72176e-05
30 - 1 | 7.91568e-05
30 - 2 | 1.03468e-07
30 - 3 | 7.93509e-05
30 - 4 | 0.000275761
30 - 5 | 0.000210065
30 - 6 | 8.9117e-05
30 - 7 | 1.40343e-07
30 - 8 | 6.8011e-05
30 - 9 | 0.000243027
30 - 10 | 0.000272055
30 - 11 | 0.000356199
30 - 12 | 0.000246223
30 - 13 | 2.72188e-05
30 - 14 | 1.81241e-07
30 - 15 | 3.96712e-05
30 - 16 | 0.000186767
30 - 17 | 0.000313889
30 - 18 | 0.000348503
30 - 19 | 0.00029507
30 - 20 | 9.72536e-05
30 - 21 | 8.35205e-07
30 - 22 | 4.97576e-05
30 - 23 | 0.000188394
30 - 24 | 0.000289593
30 - 25 | 0.000353684
30 - 26 | 0.000230397
30 - 27 | 0.00018196
30 - 28 | 0.000125824
30 - 29 | 6.49404e-07
30 - 30 | 1.97799e-05
30 - 31 | 0.000146069
30 - 32 | 0.000283086
30 - 33 | 0.000328862
30 - 34 | 0.00039164
30 - 35 | 0.000177206
30 - 36 | 0.000109972
30 - 37 | 6.65542e-05
30 - 38 | 1.92657e-07
30 - 39 | 4.51345e-05
30 - 40 | 0.00024828
30 - 41 | 0.000312793
30 - 42 | 0.000180667
30 - 43 | 0.000222634
30 - 44 | 0.000133916
30 - 45 | 4.31314e-05
30 - 46 | 5.80068e-07
30 - 47 | 3.69949e-05
30 - 48 | 0.000137787
30 - 49 | 0.000235358
30 - 50 | 0.000310216
30 - 51 | 0.000197736
30 - 52 | 0.000210977
30 - 53 | 0.000148503
30 - 54 | 9.85536e-05
30 - 55 | 0.000118369
30 - 56 | 4.40109e-05
30 - 57 | 1.49735e-06
30 - 58 | 4.97086e-05
30 - 59 | 8.5973e-05
30 - 60 | 0.000128991
30 - 61 | 0.000114945
30 - 62 | 4.4897e-05
30 - 63 | 9.12849e-05
30 - 64 | 0.000107794
30 - 65 | 0.000106982
30 - 66 | 4.88018e-06
31 - 0 | 0.000717926
31 - 1 | 0.000584552
31 - 2 | 7.64081e-07
31 - 3 | 0.000585985
31 - 4 | 0.00203642
31 - 5 | 0.00155128
31 - 6 | 0.000658105
31 - 7 | 1.03639e-06
31 - 8 | 0.000502243
31 - 9 | 0.00179469
31 - 10 | 0.00200905
31 - 11 | 0.00263044
31 - 12 | 0.00181829
31 - 13 | 0.000201003
31 - 14 | 1.33841e-06
31 - 15 | 0.000292961
31 - 16 | 0.00137922
31 - 17 | 0.00231799
31 - 18 | 0.0025736
31 - 19 | 0.00217901
31 - 20 | 0.000718192
31 - 21 | 6.16777e-06
31 - 22 | 0.000367447
31 - 23 | 0.00139124
31 - 24 | 0.00213857
31 - 25 | 0.00261186
31 - 26 | 0.00170142
31 - 27 | 0.00134372
31 - 28 | 0.000929178
31 - 29 | 4.79567e-06
31 - 30 | 0.000146069
31 - 31 | 0.00107868
31 - 32 | 0.00209052
31 - 33 | 0.00242856
31 - 34 | 0.00289216
31 - 35 | 0.00130862
31 - 36 | 0.000812111
31 - 37 | 0.000491485
31 - 38 | 1.42272e-06
31 - 39 | 0.000333306
31 - 40 | 0.00183348
31 - 41 | 0.00230989
31 - 42 | 0.00133418
31 - 43 | 0.00164409
31 - 44 | 0.000988931
31 - 45 | 0.000318514
31 - 46 | 4.28365e-06
31 - 47 | 0.000273198
31 - 48 | 0.00101752
31 - 49 | 0.00173806
31 - 50 | 0.00229086
31 - 51 | 0.00146023
31 - 52 | 0.00155801
31 - 53 | 0.00109666
31 - 54 | 0.000727792
31 - 55 | 0.00087412
31 - 56 | 0.000325009
31 - 57 | 1.10575e-05
31 - 58 | 0.000367085
31 - 59 | 0.000634888
31 - 60 | 0.000952562
31 - 61 | 0.000848835
31 - 62 | 0.000331552
31 - 63 | 0.000674115
31 - 64 | 0.000796027
31 - 65 | 0.000790031
31 - 66 | 3.60388e-05
32 - 0 | 0.00139136
32 - 1 | 0.00113288
32 - 2 | 1.48081e-06
32 - 3 | 0.00113566
32 - 4 | 0.00394666
32 - 5 | 0.00300642
32 - 6 | 0.00127543
32 - 7 | 2.00856e-06
32 - 8 | 0.000973363
32 - 9 | 0.00347817
32 - 10 | 0.00389361
32 - 11 | 0.00509787
32 - 12 | 0.0035239
32 - 13 | 0.000389551
32 - 14 | 2.59389e-06
32 - 15 | 0.000567768
32 - 16 | 0.00267298
32 - 17 | 0.00449233
32 - 18 | 0.00498772
32 - 19 | 0.004223
32 - 20 | 0.00139188
32 - 21 | 1.19533e-05
32 - 22 | 0.000712124
32 - 23 | 0.00269627
32 - 24 | 0.00414461
32 - 25 | 0.00506188
32 - 26 | 0.0032974
32 - 27 | 0.00260418
32 - 28 | 0.00180078
32 - 29 | 9.29417e-06
32 - 30 | 0.000283086
32 - 31 | 0.00209052
32 - 32 | 0.00405149
32 - 33 | 0.00470662
32 - 34 | 0.0056051
32 - 35 | 0.00253615
32 - 36 | 0.0015739
32 - 37 | 0.000952514
32 - 38 | 2.75727e-06
32 - 39 | 0.000645958
32 - 40 | 0.00355334
32 - 41 | 0.00447665
32 - 42 | 0.00258568
32 - 43 | 0.00318631
32 - 44 | 0.00191658
32 - 45 | 0.00061729
32 - 46 | 8.30184e-06
32 - 47 | 0.000529466
32 - 48 | 0.00197199
32 - 49 | 0.00336841
32 - 50 | 0.00443977
32 - 51 | 0.00282997
32 - 52 | 0.00301946
32 - 53 | 0.00212536
32 - 54 | 0.00141048
32 - 55 | 0.00169407
32 - 56 | 0.000629877
32 - 57 | 2.14299e-05
32 - 58 | 0.000711423
32 - 59 | 0.00123043
32 - 60 | 0.0018461
32 - 61 | 0.00164507
32 - 62 | 0.000642559
32 - 63 | 0.00130646
32 - 64 | 0.00154273
32 - 65 | 0.00153111
32 - 66 | 6.98444e-05
33 - 0 | 0.00161635
33 - 1 | 0.00131607
33 - 2 | 1.72026e-06
33 - 3 | 0.0013193
33 - 4 | 0.00458484
33 - 5 | 0.00349257
33 - 6 | 0.00148167
33 - 7 | 2.33335e-06
33 - 8 | 0.00113076
33 - 9 | 0.00404059
33 - 10 | 0.00452321
33 - 11 | 0.0059222
33 - 12 | 0.00409372
33 - 13 | 0.000452542
33 - 14 | 3.01332e-06
33 - 15 | 0.000659577
33 - 16 | 0.00310521
33 - 17 | 0.00521875
33 - 18 | 0.00579424
33 - 19 | 0.00490586
33 - 20 | 0.00161695
33 - 21 | 1.38862e-05
33 - 22 | 0.000827275
33 - 23 | 0.00313226
33 - 24 | 0.0048148
33 - 25 | 0.00588039
33 - 26 | 0.00383059
33 - 27 | 0.00302528
33 - 28 | 0.00209197
33 - 29 | 1.0797e-05
33 - 30 | 0.000328862
33 - 31 | 0.00242856
33 - 32 | 0.00470662
33 - 33 | 0.00546769
33 - 34 | 0.00651145
33 - 35 | 0.00294625
33 - 36 | 0.0018284
33 - 37 | 0.00110654
33 - 38 | 3.20313e-06
33 - 39 | 0.000750411
33 - 40 | 0.00412792
33 - 41 | 0.00520053
33 - 42 | 0.00300378
33 - 43 | 0.00370154
33 - 44 | 0.00222649
33 - 45 | 0.000717107
33 - 46 | 9.64427e-06
33 - 47 | 0.000615081
33 - 48 | 0.00229087
33 - 49 | 0.00391309
33 - 50 | 0.00515768
33 - 51 | 0.00328759
33 - 52 | 0.00350772
33 - 53 | 0.00246903
33 - 54 | 0.00163856
33 - 55 | 0.00196801
33 - 56 | 0.000731729
33 - 57 | 2.48951e-05
33 - 58 | 0.000826461
33 - 59 | 0.0014294
33 - 60 | 0.00214461
33 - 61 | 0.00191108
33 - 62 | 0.000746462
33 - 63 | 0.00151771
33 - 64 | 0.00179219
33 - 65 | 0.00177869
33 - 66 | 8.11383e-05
34 - 0 | 0.0019249
34 - 1 | 0.0015673
34 - 2 | 2.04865e-06
34 - 3 | 0.00157114
34 - 4 | 0.00546006
34 - 5 | 0.00415928
34 - 6 | 0.00176451
34 - 7 | 2.77878e-06
34 - 8 | 0.00134661
34 - 9 | 0.00481193
34 - 10 | 0.00538667
34 - 11 | 0.00705273
34 - 12 | 0.0048752
34 - 13 | 0.00053893
34 - 14 | 3.58856e-06
34 - 15 | 0.000785487
34 - 16 | 0.00369798
34 - 17 | 0.00621499
34 - 18 | 0.00690033
34 - 19 | 0.00584237
34 - 20 | 0.00192562
34 - 21 | 1.6537e-05
34 - 22 | 0.000985198
34 - 23 | 0.00373019
34 - 24 | 0.00573392
34 - 25 | 0.00700293
34 - 26 | 0.00456184
34 - 27 | 0.00360279
34 - 28 | 0.00249131
34 - 29 | 1.28582e-05
34 - 30 | 0.00039164
34 - 31 | 0.00289216
34 - 32 | 0.0056051
34 - 33 | 0.00651145
34 - 34 | 0.00775446
34 - 35 | 0.00350867
34 - 36 | 0.00217743
34 - 37 | 0.00131777
34 - 38 | 3.81459e-06
34 - 39 | 0.000893661
34 - 40 | 0.00491592
34 - 41 | 0.00619329
34 - 42 | 0.00357719
34 - 43 | 0.00440815
34 - 44 | 0.00265152
34 - 45 | 0.000853999
34 - 46 | 1.14853e-05
34 - 47 | 0.000732498
34 - 48 | 0.00272819
34 - 49 | 0.00466008
34 - 50 | 0.00614226
34 - 51 | 0.00391517
34 - 52 | 0.00417732
34 - 53 | 0.00294036
34 - 54 | 0.00195136
34 - 55 | 0.00234369
34 - 56 | 0.000871413
34 - 57 | 2.96475e-05
34 - 58 | 0.000984229
34 - 59 | 0.00170226
34 - 60 | 0.00255401
34 - 61 | 0.0022759
34 - 62 | 0.000888959
34 - 63 | 0.00180744
34 - 64 | 0.00213431
34 - 65 | 0.00211823
34 - 66 | 9.66272e-05
35 - 0 | 0.000870964
35 - 1 | 0.000709159
35 - 2 | 9.26957e-07
35 - 3 | 0.000710898
35 - 4 | 0.00247052
35 - 5 | 0.00188196
35 - 6 | 0.000798391
35 - 7 | 1.25732e-06
35 - 8 | 0.000609305
35 - 9 | 0.00217726
35 - 10 | 0.00243731
35 - 11 | 0.00319116
35 - 12 | 0.00220589
35 - 13 | 0.000243851
35 - 14 | 1.62372e-06
35 - 15 | 0.000355411
35 - 16 | 0.00167323
35 - 17 | 0.0028121
35 - 18 | 0.00312221
35 - 19 | 0.00264351
35 - 20 | 0.000871286
35 - 21 | 7.48253e-06
35 - 22 | 0.000445774
35 - 23 | 0.0016878
35 - 24 | 0.00259444
35 - 25 | 0.00316863
35 - 26 | 0.0020641
35 - 27 | 0.00163016
35 - 28 | 0.00112725
35 - 29 | 5.81795e-06
35 - 30 | 0.000177206
35 - 31 | 0.00130862
35 - 32 | 0.00253615
35 - 33 | 0.00294625
35 - 34 | 0.00350867
35 - 35 | 0.00158757
35 - 36 | 0.000985226
35 - 37 | 0.000596254
35 - 38 | 1.726e-06
35 - 39 | 0.000404356
35 - 40 | 0.00222432
35 - 41 | 0.00280229
35 - 42 | 0.00161858
35 - 43 | 0.00199456
35 - 44 | 0.00119974
35 - 45 | 0.00038641
35 - 46 | 5.19678e-06
35 - 47 | 0.000331434
35 - 48 | 0.00123443
35 - 49 | 0.00210855
35 - 50 | 0.0027792
35 - 51 | 0.0017715
35 - 52 | 0.00189012
35 - 53 | 0.00133043
35 - 54 | 0.000882933
35 - 55 | 0.00106045
35 - 56 | 0.00039429
35 - 57 | 1.34147e-05
35 - 58 | 0.000445335
35 - 59 | 0.000770225
35 - 60 | 0.00115562
35 - 61 | 0.00102978
35 - 62 | 0.000402229
35 - 63 | 0.000817814
35 - 64 | 0.000965714
35 - 65 | 0.000958439
35 - 66 | 4.37211e-05
36 - 0 | 0.000540508
36 - 1 | 0.000440094
36 - 2 | 5.75257e-07
36 - 3 | 0.000441173
36 - 4 | 0.00153317
36 - 5 | 0.00116792
36 - 6 | 0.00049547
36 - 7 | 7.80274e-07
36 - 8 | 0.000378126
36 - 9 | 0.00135118
36 - 10 | 0.00151256
36 - 11 | 0.00198039
36 - 12 | 0.00136894
36 - 13 | 0.00015133
36 - 14 | 1.00766e-06
36 - 15 | 0.000220563
36 - 16 | 0.00103838
36 - 17 | 0.00174515
36 - 18 | 0.0019376
36 - 19 | 0.00164052
36 - 20 | 0.000540708
36 - 21 | 4.64355e-06
36 - 22 | 0.000276641
36 - 23 | 0.00104743
36 - 24 | 0.00161007
36 - 25 | 0.00196641
36 - 26 | 0.00128095
36 - 27 | 0.00101165
36 - 28 | 0.000699554
36 - 29 | 3.61054e-06
36 - 30 | 0.000109972
36 - 31 | 0.000812111
36 - 32 | 0.0015739
36 - 33 | 0.0018284
36 - 34 | 0.00217743
36 - 35 | 0.000985226
36 - 36 | 0.000611417
36 - 37 | 0.000370027
36 - 38 | 1.07113e-06
36 - 39 | 0.000250938
36 - 40 | 0.00138038
36 - 41 | 0.00173906
36 - 42 | 0.00100447
36 - 43 | 0.0012378
36 - 44 | 0.000744541
36 - 45 | 0.000239801
36 - 46 | 3.22505e-06
36 - 47 | 0.000205684
36 - 48 | 0.000766068
36 - 49 | 0.00130854
36 - 50 | 0.00172473
36 - 51 | 0.00109937
36 - 52 | 0.00117298
36 - 53 | 0.000825645
36 - 54 | 0.000547936
36 - 55 | 0.000658103
36 - 56 | 0.000244691
36 - 57 | 8.32495e-06
36 - 58 | 0.000276369
36 - 59 | 0.000477991
36 - 60 | 0.00071716
36 - 61 | 0.000639066
36 - 62 | 0.000249617
36 - 63 | 0.000507524
36 - 64 | 0.000599308
36 - 65 | 0.000594794
36 - 66 | 2.71327e-05
37 - 0 | 0.000327113
37 - 1 | 0.000266343
37 - 2 | 3.48142e-07
37 - 3 | 0.000266996
37 - 4 | 0.000927868
37 - 5 | 0.000706817
37 - 6 | 0.000299856
37 - 7 | 4.72218e-07
37 - 8 | 0.00022884
37 - 9 | 0.000817725
37 - 10 | 0.000915395
37 - 11 | 0.00119852
37 - 12 | 0.000828477
37 - 13 | 9.15843e-05
37 - 14 | 6.09829e-07
37 - 15 | 0.000133483
37 - 16 | 0.000628424
37 - 17 | 0.00105616
37 - 18 | 0.00117262
37 - 19 | 0.000992836
37 - 20 | 0.000327234
37 - 21 | 2.81025e-06
37 - 22 | 0.000167422
37 - 23 | 0.000633898
37 - 24 | 0.000974407
37 - 25 | 0.00119006
37 - 26 | 0.000775226
37 - 27 | 0.000612248
37 - 28 | 0.000423367
37 - 29 | 2.18508e-06
37 - 30 | 6.65542e-05
37 - 31 | 0.000491485
37 - 32 | 0.000952514
37 - 33 | 0.00110654
37 - 34 | 0.00131777
37 - 35 | 0.000596254
37 - 36 | 0.000370027
37 - 37 | 0.000223938
37 - 38 | 6.48241e-07
37 - 39 | 0.000151866
37 - 40 | 0.000835398
37 - 41 | 0.00105247
37 - 42 | 0.000607898
37 - 43 | 0.000749108
37 - 44 | 0.000450592
37 - 45 | 0.000145126
37 - 46 | 1.95178e-06
37 - 47 | 0.000124479
37 - 48 | 0.00046362
37 - 49 | 0.00079192
37 - 50 | 0.0010438
37 - 51 | 0.000665333
37 - 52 | 0.000709883
37 - 53 | 0.000499676
37 - 54 | 0.000331608
37 - 55 | 0.000398281
37 - 56 | 0.000148086
37 - 57 | 5.03821e-06
37 - 58 | 0.000167257
37 - 59 | 0.000289278
37 - 60 | 0.000434021
37 - 61 | 0.00038676
37 - 62 | 0.000151067
37 - 63 | 0.000307151
37 - 64 | 0.000362698
37 - 65 | 0.000359966
37 - 66 | 1.64206e-05
38 - 0 | 9.46904e-07
38 - 1 | 7.70991e-07
38 - 2 | 1.00778e-09
38 - 3 | 7.72882e-07
38 - 4 | 2.68593e-06
38 - 5 | 2.04605e-06
38 - 6 | 8.68003e-07
38 - 7 | 1.36694e-09
38 - 8 | 6.6243e-07
38 - 9 | 2.3671e-06
38 - 10 | 2.64982e-06
38 - 11 | 3.4694e-06
38 - 12 | 2.39822e-06
38 - 13 | 2.65112e-07
38 - 14 | 1.76529e-09
38 - 15 | 3.86399e-07
38 - 16 | 1.81912e-06
38 - 17 | 3.05729e-06
38 - 18 | 3.39443e-06
38 - 19 | 2.87399e-06
38 - 20 | 9.47254e-07
38 - 21 | 8.13494e-09
38 - 22 | 4.84641e-07
38 - 23 | 1.83497e-06
38 - 24 | 2.82065e-06
38 - 25 | 3.4449e-06
38 - 26 | 2.24407e-06
38 - 27 | 1.77229e-06
38 - 28 | 1.22553e-06
38 - 29 | 6.32522e-09
38 - 30 | 1.92657e-07
38 - 31 | 1.42272e-06
38 - 32 | 2.75727e-06
38 - 33 | 3.20313e-06
38 - 34 | 3.81459e-06
38 - 35 | 1.726e-06
38 - 36 | 1.07113e-06
38 - 37 | 6.48241e-07
38 - 38 | 1.87649e-09
38 - 39 | 4.39612e-07
38 - 40 | 2.41826e-06
38 - 41 | 3.04662e-06
38 - 42 | 1.7597e-06
38 - 43 | 2.16847e-06
38 - 44 | 1.30434e-06
38 - 45 | 4.20102e-07
38 - 46 | 5.64989e-09
38 - 47 | 3.60332e-07
38 - 48 | 1.34206e-06
38 - 49 | 2.2924e-06
38 - 50 | 3.02152e-06
38 - 51 | 1.92596e-06
38 - 52 | 2.05492e-06
38 - 53 | 1.44643e-06
38 - 54 | 9.59916e-07
38 - 55 | 1.15292e-06
38 - 56 | 4.28668e-07
38 - 57 | 1.45843e-08
38 - 58 | 4.84164e-07
38 - 59 | 8.37381e-07
38 - 60 | 1.25638e-06
38 - 61 | 1.11957e-06
38 - 62 | 4.37299e-07
38 - 63 | 8.89119e-07
38 - 64 | 1.04991e-06
38 - 65 | 1.04201e-06
38 - 66 | 4.75331e-08
39 - 0 | 0.000221835
39 - 1 | 0.000180623
39 - 2 | 2.36097e-07
39 - 3 | 0.000181066
39 - 4 | 0.000629244
39 - 5 | 0.000479336
39 - 6 | 0.000203351
39 - 7 | 3.2024e-07
39 - 8 | 0.00015519
39 - 9 | 0.00055455
39 - 10 | 0.000620786
39 - 11 | 0.000812791
39 - 12 | 0.000561841
39 - 13 | 6.21089e-05
39 - 14 | 4.13563e-07
39 - 15 | 9.05233e-05
39 - 16 | 0.000426173
39 - 17 | 0.000716245
39 - 18 | 0.000795228
39 - 19 | 0.000673303
39 - 20 | 0.000221917
39 - 21 | 1.90581e-06
39 - 22 | 0.000113539
39 - 23 | 0.000429885
39 - 24 | 0.000660805
39 - 25 | 0.000807051
39 - 26 | 0.000525728
39 - 27 | 0.000415203
39 - 28 | 0.000287111
39 - 29 | 1.48184e-06
39 - 30 | 4.51345e-05
39 - 31 | 0.000333306
39 - 32 | 0.000645958
39 - 33 | 0.000750411
39 - 34 | 0.000893661
39 - 35 | 0.000404356
39 - 36 | 0.000250938
39 - 37 | 0.000151866
39 - 38 | 4.39612e-07
39 - 39 | 0.00010299
39 - 40 | 0.000566535
39 - 41 | 0.000713745
39 - 42 | 0.000412253
39 - 43 | 0.000508016
39 - 44 | 0.000305574
39 - 45 | 9.8419e-05
39 - 46 | 1.32362e-06
39 - 47 | 8.44166e-05
39 - 48 | 0.000314409
39 - 49 | 0.00053705
39 - 50 | 0.000707864
39 - 51 | 0.000451203
39 - 52 | 0.000481415
39 - 53 | 0.000338861
39 - 54 | 0.000224884
39 - 55 | 0.000270098
39 - 56 | 0.000100426
39 - 57 | 3.41672e-06
39 - 58 | 0.000113427
39 - 59 | 0.000196177
39 - 60 | 0.000294336
39 - 61 | 0.000262285
39 - 62 | 0.000102448
39 - 63 | 0.000208298
39 - 64 | 0.000245968
39 - 65 | 0.000244115
39 - 66 | 1.11358e-05
40 - 0 | 0.00122029
40 - 1 | 0.000993588
40 - 2 | 1.29874e-06
40 - 3 | 0.000996024
40 - 4 | 0.0034614
40 - 5 | 0.00263677
40 - 6 | 0.00111861
40 - 7 | 1.7616e-06
40 - 8 | 0.000853684
40 - 9 | 0.00305051
40 - 10 | 0.00341487
40 - 11 | 0.00447107
40 - 12 | 0.00309062
40 - 13 | 0.000341654
40 - 14 | 2.27496e-06
40 - 15 | 0.000497958
40 - 16 | 0.00234433
40 - 17 | 0.00393998
40 - 18 | 0.00437446
40 - 19 | 0.00370376
40 - 20 | 0.00122074
40 - 21 | 1.04836e-05
40 - 22 | 0.000624565
40 - 23 | 0.00236475
40 - 24 | 0.00363501
40 - 25 | 0.0044395
40 - 26 | 0.00289197
40 - 27 | 0.00228398
40 - 28 | 0.00157936
40 - 29 | 8.15141e-06
40 - 30 | 0.00024828
40 - 31 | 0.00183348
40 - 32 | 0.00355334
40 - 33 | 0.00412792
40 - 34 | 0.00491592
40 - 35 | 0.00222432
40 - 36 | 0.00138038
40 - 37 | 0.000835398
40 - 38 | 2.41826e-06
40 - 39 | 0.000566535
40 - 40 | 0.00311644
40 - 41 | 0.00392623
40 - 42 | 0.00226776
40 - 43 | 0.00279454
40 - 44 | 0.00168093
40 - 45 | 0.000541391
40 - 46 | 7.2811e-06
40 - 47 | 0.000464366
40 - 48 | 0.00172953
40 - 49 | 0.00295425
40 - 50 | 0.00389388
40 - 51 | 0.00248202
40 - 52 | 0.00264821
40 - 53 | 0.00186404
40 - 54 | 0.00123706
40 - 55 | 0.00148578
40 - 56 | 0.000552431
40 - 57 | 1.8795e-05
40 - 58 | 0.00062395
40 - 59 | 0.00107915
40 - 60 | 0.00161911
40 - 61 | 0.0014428
40 - 62 | 0.000563554
40 - 63 | 0.00114582
40 - 64 | 0.00135304
40 - 65 | 0.00134285
40 - 66 | 6.12567e-05
41 - 0 | 0.00153737
41 - 1 | 0.00125176
41 - 2 | 1.63621e-06
41 - 3 | 0.00125483
41 - 4 | 0.00436082
41 - 5 | 0.00332192
41 - 6 | 0.00140927
41 - 7 | 2.21934e-06
41 - 8 | 0.00107551
41 - 9 | 0.00384317
41 - 10 | 0.0043022
41 - 11 | 0.00563284
41 - 12 | 0.0038937
41 - 13 | 0.00043043
41 - 14 | 2.86609e-06
41 - 15 | 0.000627349
41 - 16 | 0.00295348
41 - 17 | 0.00496375
41 - 18 | 0.00551113
41 - 19 | 0.00466615
41 - 20 | 0.00153794
41 - 21 | 1.32077e-05
41 - 22 | 0.000786853
41 - 23 | 0.00297921
41 - 24 | 0.00457954
41 - 25 | 0.00559307
41 - 26 | 0.00364343
41 - 27 | 0.00287746
41 - 28 | 0.00198975
41 - 29 | 1.02695e-05
41 - 30 | 0.000312793
41 - 31 | 0.00230989
41 - 32 | 0.00447665
41 - 33 | 0.00520053
41 - 34 | 0.00619329
41 - 35 | 0.00280229
41 - 36 | 0.00173906
41 - 37 | 0.00105247
41 - 38 | 3.04662e-06
41 - 39 | 0.000713745
41 - 40 | 0.00392623
41 - 41 | 0.00494643
41 - 42 | 0.00285702
41 - 43 | 0.00352068
41 - 44 | 0.0021177
41 - 45 | 0.000682068
41 - 46 | 9.17304e-06
41 - 47 | 0.000585028
41 - 48 | 0.00217893
41 - 49 | 0.00372189
41 - 50 | 0.00490567
41 - 51 | 0.00312695
41 - 52 | 0.00333633
41 - 53 | 0.00234839
41 - 54 | 0.0015585
41 - 55 | 0.00187185
41 - 56 | 0.000695976
41 - 57 | 2.36787e-05
41 - 58 | 0.000786079
41 - 59 | 0.00135955
41 - 60 | 0.00203982
41 - 61 | 0.0018177
41 - 62 | 0.000709989
41 - 63 | 0.00144356
41 - 64 | 0.00170462
41 - 65 | 0.00169178
41 - 66 | 7.71738e-05
42 - 0 | 0.000887974
42 - 1 | 0.000723009
42 - 2 | 9.4506e-07
42 - 3 | 0.000724782
42 - 4 | 0.00251877
42 - 5 | 0.00191871
42 - 6 | 0.000813983
42 - 7 | 1.28187e-06
42 - 8 | 0.000621204
42 - 9 | 0.00221978
42 - 10 | 0.00248491
42 - 11 | 0.00325348
42 - 12 | 0.00224897
42 - 13 | 0.000248613
42 - 14 | 1.65543e-06
42 - 15 | 0.000362352
42 - 16 | 0.00170591
42 - 17 | 0.00286702
42 - 18 | 0.00318318
42 - 19 | 0.00269513
42 - 20 | 0.000888302
42 - 21 | 7.62866e-06
42 - 22 | 0.00045448
42 - 23 | 0.00172077
42 - 24 | 0.00264511
42 - 25 | 0.00323051
42 - 26 | 0.00210441
42 - 27 | 0.001662
42 - 28 | 0.00114926
42 - 29 | 5.93157e-06
42 - 30 | 0.000180667
42 - 31 | 0.00133418
42 - 32 | 0.00258568
42 - 33 | 0.00300378
42 - 34 | 0.00357719
42 - 35 | 0.00161858
42 - 36 | 0.00100447
42 - 37 | 0.000607898
