Units: cross-section (10^-38 cm2/(nucleon x GeV))

row (bin i) - column (bin j) | sigma_i x sigma_j x rho_ij 
20 - 90 | -1.03152935695e-07
20 - 91 | -4.3145417026e-08
20 - 92 | -1.61215484457e-07
20 - 93 | -1.11179914612e-07
20 - 94 | 1.32882951645e-07
20 - 95 | 6.82469130228e-09
21 - 0 | 0.0
21 - 1 | 0.0
21 - 2 | 0.0
21 - 3 | 0.0
21 - 4 | 0.0
21 - 5 | 0.0
21 - 6 | 0.0
21 - 7 | 0.0
21 - 8 | 0.0
21 - 9 | 0.0
21 - 10 | 0.0
21 - 11 | 0.0
21 - 12 | 0.0
21 - 13 | 0.0
21 - 14 | 0.0
21 - 15 | 0.0
21 - 16 | 0.0
21 - 17 | 0.0
21 - 18 | 0.0
21 - 19 | 0.0
21 - 20 | 0.0
21 - 21 | 0.0
21 - 22 | 0.0
21 - 23 | 0.0
21 - 24 | 0.0
21 - 25 | 0.0
21 - 26 | 0.0
21 - 27 | 0.0
21 - 28 | 0.0
21 - 29 | 0.0
21 - 30 | 0.0
21 - 31 | 0.0
21 - 32 | -0.0
21 - 33 | -0.0
21 - 34 | 0.0
21 - 35 | 0.0
21 - 36 | 0.0
21 - 37 | 0.0
21 - 38 | 0.0
21 - 39 | 0.0
21 - 40 | 0.0
21 - 41 | 0.0
21 - 42 | 0.0
21 - 43 | 0.0
21 - 44 | 0.0
21 - 45 | -0.0
21 - 46 | 0.0
21 - 47 | 0.0
21 - 48 | 0.0
21 - 49 | 0.0
21 - 50 | 0.0
21 - 51 | 0.0
21 - 52 | 0.0
21 - 53 | 0.0
21 - 54 | 0.0
21 - 55 | 0.0
21 - 56 | 0.0
21 - 57 | 0.0
21 - 58 | 0.0
21 - 59 | 0.0
21 - 60 | 0.0
21 - 61 | 0.0
21 - 62 | 0.0
21 - 63 | 0.0
21 - 64 | 0.0
21 - 65 | 0.0
21 - 66 | 0.0
21 - 67 | 0.0
21 - 68 | 0.0
21 - 69 | 0.0
21 - 70 | 0.0
21 - 71 | 0.0
21 - 72 | 0.0
21 - 73 | 0.0
21 - 74 | 0.0
21 - 75 | 0.0
21 - 76 | 0.0
21 - 77 | 0.0
21 - 78 | 0.0
21 - 79 | 0.0
21 - 80 | 0.0
21 - 81 | 0.0
21 - 82 | 0.0
21 - 83 | 0.0
21 - 84 | 0.0
21 - 85 | 0.0
21 - 86 | 0.0
21 - 87 | 0.0
21 - 88 | 0.0
21 - 89 | 0.0
21 - 90 | 0.0
21 - 91 | 0.0
21 - 92 | 0.0
21 - 93 | 0.0
21 - 94 | 0.0
21 - 95 | 0.0
22 - 0 | 0.0
22 - 1 | 0.0
22 - 2 | 0.0
22 - 3 | 0.0
22 - 4 | 0.0
22 - 5 | 0.0
22 - 6 | 0.0
22 - 7 | 0.0
22 - 8 | 0.0
22 - 9 | 0.0
22 - 10 | 0.0
22 - 11 | 0.0
22 - 12 | 0.0
22 - 13 | 0.0
22 - 14 | 0.0
22 - 15 | 0.0
22 - 16 | 0.0
22 - 17 | 0.0
22 - 18 | 0.0
22 - 19 | 0.0
22 - 20 | 0.0
22 - 21 | 0.0
22 - 22 | 0.0
22 - 23 | 0.0
22 - 24 | 0.0
22 - 25 | 0.0
22 - 26 | 0.0
22 - 27 | 0.0
22 - 28 | 0.0
22 - 29 | 0.0
22 - 30 | 0.0
22 - 31 | 0.0
22 - 32 | -0.0
22 - 33 | -0.0
22 - 34 | 0.0
22 - 35 | 0.0
22 - 36 | 0.0
22 - 37 | 0.0
22 - 38 | 0.0
22 - 39 | 0.0
22 - 40 | 0.0
22 - 41 | 0.0
22 - 42 | 0.0
22 - 43 | 0.0
22 - 44 | 0.0
22 - 45 | -0.0
22 - 46 | 0.0
22 - 47 | 0.0
22 - 48 | 0.0
22 - 49 | 0.0
22 - 50 | 0.0
22 - 51 | 0.0
22 - 52 | 0.0
22 - 53 | 0.0
22 - 54 | 0.0
22 - 55 | 0.0
22 - 56 | 0.0
22 - 57 | 0.0
22 - 58 | 0.0
22 - 59 | 0.0
22 - 60 | 0.0
22 - 61 | 0.0
22 - 62 | 0.0
22 - 63 | 0.0
22 - 64 | 0.0
22 - 65 | 0.0
22 - 66 | 0.0
22 - 67 | 0.0
22 - 68 | 0.0
22 - 69 | 0.0
22 - 70 | 0.0
22 - 71 | 0.0
22 - 72 | 0.0
22 - 73 | 0.0
22 - 74 | 0.0
22 - 75 | 0.0
22 - 76 | 0.0
22 - 77 | 0.0
22 - 78 | 0.0
22 - 79 | 0.0
22 - 80 | 0.0
22 - 81 | 0.0
22 - 82 | 0.0
22 - 83 | 0.0
22 - 84 | 0.0
22 - 85 | 0.0
22 - 86 | 0.0
22 - 87 | 0.0
22 - 88 | 0.0
22 - 89 | 0.0
22 - 90 | 0.0
22 - 91 | 0.0
22 - 92 | 0.0
22 - 93 | 0.0
22 - 94 | 0.0
22 - 95 | 0.0
23 - 0 | 0.0
23 - 1 | 0.0
23 - 2 | 0.0
23 - 3 | 0.0
23 - 4 | 0.0
23 - 5 | 0.0
23 - 6 | 0.0
23 - 7 | 0.0
23 - 8 | 0.0
23 - 9 | 0.0
23 - 10 | 0.0
23 - 11 | 0.0
23 - 12 | 0.0
23 - 13 | 0.0
23 - 14 | 0.0
23 - 15 | 0.0
23 - 16 | 0.0
23 - 17 | 0.0
23 - 18 | 0.0
23 - 19 | 0.0
23 - 20 | 0.0
23 - 21 | 0.0
23 - 22 | 0.0
23 - 23 | 0.0
23 - 24 | 0.0
23 - 25 | 0.0
23 - 26 | 0.0
23 - 27 | 0.0
23 - 28 | 0.0
23 - 29 | 0.0
23 - 30 | 0.0
23 - 31 | 0.0
23 - 32 | -0.0
23 - 33 | -0.0
23 - 34 | 0.0
23 - 35 | 0.0
23 - 36 | 0.0
23 - 37 | 0.0
23 - 38 | 0.0
23 - 39 | 0.0
23 - 40 | 0.0
23 - 41 | 0.0
23 - 42 | 0.0
23 - 43 | 0.0
23 - 44 | 0.0
23 - 45 | -0.0
23 - 46 | 0.0
23 - 47 | 0.0
23 - 48 | 0.0
23 - 49 | 0.0
23 - 50 | 0.0
23 - 51 | 0.0
23 - 52 | 0.0
23 - 53 | 0.0
23 - 54 | 0.0
23 - 55 | 0.0
23 - 56 | 0.0
23 - 57 | 0.0
23 - 58 | 0.0
23 - 59 | 0.0
23 - 60 | 0.0
23 - 61 | 0.0
23 - 62 | 0.0
23 - 63 | 0.0
23 - 64 | 0.0
23 - 65 | 0.0
23 - 66 | 0.0
23 - 67 | 0.0
23 - 68 | 0.0
23 - 69 | 0.0
23 - 70 | 0.0
23 - 71 | 0.0
23 - 72 | 0.0
23 - 73 | 0.0
23 - 74 | 0.0
23 - 75 | 0.0
23 - 76 | 0.0
23 - 77 | 0.0
23 - 78 | 0.0
23 - 79 | 0.0
23 - 80 | 0.0
23 - 81 | 0.0
23 - 82 | 0.0
23 - 83 | 0.0
23 - 84 | 0.0
23 - 85 | 0.0
23 - 86 | 0.0
23 - 87 | 0.0
23 - 88 | 0.0
23 - 89 | 0.0
23 - 90 | 0.0
23 - 91 | 0.0
23 - 92 | 0.0
23 - 93 | 0.0
23 - 94 | 0.0
23 - 95 | 0.0
24 - 0 | 1.50994262448e-05
24 - 1 | 4.01626524121e-05
24 - 2 | -1.15405671703e-05
24 - 3 | -3.29019246246e-06
24 - 4 | 6.48918519272e-06
24 - 5 | 5.64146441528e-07
24 - 6 | 1.19729803356e-06
24 - 7 | 6.66470823407e-07
24 - 8 | 0.0
24 - 9 | 0.0
24 - 10 | 0.0
24 - 11 | 0.0
24 - 12 | 0.000155831493776
24 - 13 | 6.28736764418e-05
24 - 14 | 1.20582012218e-05
24 - 15 | -6.04706817292e-06
24 - 16 | -6.57106905516e-06
24 - 17 | 3.35750905244e-06
24 - 18 | 2.15771168396e-06
24 - 19 | 8.91308690507e-07
24 - 20 | 1.9558353185e-07
24 - 21 | 0.0
24 - 22 | 0.0
24 - 23 | 0.0
24 - 24 | 0.000755476566309
24 - 25 | 0.000164404244461
24 - 26 | 4.17247712803e-05
24 - 27 | 7.58412284041e-06
24 - 28 | 8.31525215786e-06
24 - 29 | 2.71185704048e-06
24 - 30 | -3.60594402524e-06
24 - 31 | -1.03480423891e-06
24 - 32 | 5.11815079548e-07
24 - 33 | 3.83099746552e-07
24 - 34 | 0.0
24 - 35 | 0.0
24 - 36 | 0.000264228359246
24 - 37 | 0.000100707989556
24 - 38 | 3.66621363358e-05
24 - 39 | -1.03666944448e-05
24 - 40 | 1.71640458513e-05
24 - 41 | 2.40606101005e-06
24 - 42 | -5.11565864523e-06
24 - 43 | 1.05364860624e-06
24 - 44 | 6.89642415537e-07
24 - 45 | 1.17989023557e-06
24 - 46 | 0.0
24 - 47 | 0.0
24 - 48 | 5.98384836874e-05
24 - 49 | 2.22417859761e-05
24 - 50 | -1.83299527105e-05
24 - 51 | -1.94725851411e-05
24 - 52 | -5.8788898548e-06
24 - 53 | -5.1165035123e-06
24 - 54 | -1.71016726716e-05
24 - 55 | -1.72620549968e-05
24 - 56 | -2.02884986987e-06
24 - 57 | -2.14486097878e-06
24 - 58 | -3.81435763244e-08
24 - 59 | 0.0
24 - 60 | 3.56273600379e-05
24 - 61 | 1.73619658345e-05
24 - 62 | -5.52771274737e-05
24 - 63 | -2.16873658782e-05
24 - 64 | -1.41536785076e-05
24 - 65 | 2.16283317329e-05
24 - 66 | 7.8782678659e-06
24 - 67 | -2.27607454761e-07
24 - 68 | 6.6690864618e-06
24 - 69 | 1.17287054377e-06
24 - 70 | 3.45607944254e-07
24 - 71 | 0.0
24 - 72 | 4.05099764237e-05
24 - 73 | -3.11282573718e-06
24 - 74 | -2.03432172919e-05
24 - 75 | 2.84362590573e-06
24 - 76 | -1.64303853576e-07
24 - 77 | 1.31109193236e-05
24 - 78 | -1.80263747515e-06
24 - 79 | -9.3841252659e-06
24 - 80 | 3.45914317636e-06
24 - 81 | 2.25788052858e-06
24 - 82 | 1.57603216577e-08
24 - 83 | 7.91447296518e-09
24 - 84 | -3.25765208838e-06
24 - 85 | -1.90297918555e-05
24 - 86 | 2.98020675843e-05
24 - 87 | 1.84734163706e-05
24 - 88 | 1.62192278118e-05
24 - 89 | 7.04843196144e-06
24 - 90 | 3.09038736975e-06
24 - 91 | -2.40251949269e-07
24 - 92 | 1.42163610443e-06
24 - 93 | 3.29286619553e-06
24 - 94 | 5.19468542656e-06
24 - 95 | 5.51992053736e-07
25 - 0 | 3.1685823948e-05
25 - 1 | 3.46824046129e-05
25 - 2 | -2.43777168207e-05
25 - 3 | 5.81610577517e-06
25 - 4 | 6.63434842052e-06
25 - 5 | 5.50206537014e-06
25 - 6 | 1.14493627558e-06
25 - 7 | -3.97689522875e-07
25 - 8 | 0.0
25 - 9 | 0.0
25 - 10 | 0.0
25 - 11 | 0.0
25 - 12 | 5.26312942154e-05
25 - 13 | 0.00024880389204
25 - 14 | 2.75846572713e-05
25 - 15 | -1.27787395647e-05
25 - 16 | 1.22937814027e-05
25 - 17 | 5.91123583672e-06
25 - 18 | 3.23343686238e-07
25 - 19 | -8.64045271137e-07
25 - 20 | -8.85347349712e-07
25 - 21 | 0.0
25 - 22 | 0.0
25 - 23 | 0.0
25 - 24 | 0.000164404244461
25 - 25 | 0.00145865760154
25 - 26 | 0.000217500473232
25 - 27 | 3.65961285277e-05
25 - 28 | 1.88773503653e-05
25 - 29 | 8.0159948712e-06
25 - 30 | -2.64476096861e-06
25 - 31 | -2.73797541432e-06
25 - 32 | 2.72491632478e-06
25 - 33 | 1.86393193579e-06
25 - 34 | 0.0
25 - 35 | 0.0
25 - 36 | 2.53899829963e-05
25 - 37 | 0.000344494930089
25 - 38 | 8.32615265788e-05
25 - 39 | -9.82270737342e-06
25 - 40 | 9.81414884437e-06
25 - 41 | 1.10657143335e-05
25 - 42 | 3.75403198432e-06
25 - 43 | 2.16169366587e-06
25 - 44 | -3.20063344769e-06
25 - 45 | 5.44358137921e-06
25 - 46 | 0.0
25 - 47 | 0.0
25 - 48 | 3.44018978938e-05
25 - 49 | 9.69696134079e-05
25 - 50 | 5.64438355681e-06
25 - 51 | 3.64210875252e-06
25 - 52 | -6.29518513093e-06
25 - 53 | 1.82869389059e-05
25 - 54 | -1.48776614399e-05
25 - 55 | 4.57087206213e-06
25 - 56 | -9.03107297831e-06
25 - 57 | -1.26311430209e-06
25 - 58 | 3.18102670509e-07
25 - 59 | 0.0
25 - 60 | 4.65745814006e-05
25 - 61 | 1.45710691126e-05
25 - 62 | -6.60091901995e-05
25 - 63 | -2.05553732025e-06
25 - 64 | -7.35198466013e-06
25 - 65 | -5.03577103511e-06
25 - 66 | -2.04850993335e-05
25 - 67 | 6.56299315825e-06
25 - 68 | 2.80322967073e-06
25 - 69 | -2.78165893551e-06
25 - 70 | -4.60428397402e-08
25 - 71 | 0.0
25 - 72 | 3.0205929103e-05
25 - 73 | 1.15946056328e-05
25 - 74 | -9.89912313265e-05
25 - 75 | 3.49272849893e-06
25 - 76 | 2.34246093011e-05
25 - 77 | 2.16422003225e-05
25 - 78 | 1.85471491646e-05
25 - 79 | 2.18133596184e-05
25 - 80 | 9.11617681355e-06
25 - 81 | -7.50083475179e-06
25 - 82 | -2.8300598443e-06
25 - 83 | -2.04579458565e-08
25 - 84 | 2.47566067624e-05
25 - 85 | 1.53918382577e-05
25 - 86 | 1.4795334822e-05
25 - 87 | -1.15491539139e-05
25 - 88 | 1.46611287516e-05
25 - 89 | 2.63967025868e-05
25 - 90 | 3.00558506973e-05
25 - 91 | 1.77788624791e-05
25 - 92 | 2.88011270415e-06
25 - 93 | -6.12908307844e-06
25 - 94 | -4.44454720157e-06
25 - 95 | -5.14311204424e-07
26 - 0 | 1.18243001261e-05
26 - 1 | -4.86112832906e-06
26 - 2 | 8.79870253656e-06
26 - 3 | 6.15506084645e-06
26 - 4 | 8.0122428721e-06
26 - 5 | -1.73505945867e-07
26 - 6 | 2.60617891615e-06
26 - 7 | 7.81470397833e-07
26 - 8 | 0.0
26 - 9 | 0.0
26 - 10 | 0.0
26 - 11 | 0.0
26 - 12 | 3.56355279197e-05
26 - 13 | 5.37796708829e-05
26 - 14 | 0.000163354293532
26 - 15 | 1.51062604107e-05
26 - 16 | 1.65522947523e-05
26 - 17 | 4.35797506885e-06
26 - 18 | 9.30900878351e-07
26 - 19 | -2.99054245155e-07
26 - 20 | 3.33344636943e-08
26 - 21 | 0.0
26 - 22 | 0.0
26 - 23 | 0.0
26 - 24 | 4.17247712803e-05
26 - 25 | 0.000217500473232
26 - 26 | 0.00129736915242
26 - 27 | 0.000208321269242
26 - 28 | 3.60411022264e-05
26 - 29 | 1.23774536202e-05
26 - 30 | 8.631892658e-06
26 - 31 | 2.36382224546e-06
26 - 32 | -8.01670306011e-07
26 - 33 | -1.09536755992e-06
26 - 34 | 0.0
26 - 35 | 0.0
26 - 36 | 3.34769951851e-06
26 - 37 | 8.77761733943e-05
26 - 38 | 0.000319813238628
26 - 39 | 7.28090468986e-05
26 - 40 | 1.99035358162e-05
26 - 41 | 5.29577368691e-06
26 - 42 | 4.36777746568e-06
26 - 43 | 1.21928297735e-05
26 - 44 | 2.25509454564e-06
26 - 45 | -5.94316404736e-06
26 - 46 | 0.0
26 - 47 | 0.0
26 - 48 | 1.70984986172e-05
26 - 49 | 2.16931698827e-05
26 - 50 | 8.21142638082e-05
26 - 51 | 2.42246892297e-05
26 - 52 | -9.0681625333e-06
26 - 53 | -8.02392041514e-06
26 - 54 | -2.78133000186e-05
26 - 55 | -3.46699803796e-05
26 - 56 | 4.55375714889e-06
26 - 57 | 4.03422034874e-06
26 - 58 | 2.31314068667e-07
26 - 59 | 0.0
26 - 60 | -4.64886705857e-06
26 - 61 | -1.41260174314e-05
26 - 62 | -1.12912514851e-05
26 - 63 | 1.22620833322e-05
26 - 64 | -2.33295585872e-05
26 - 65 | -1.39837824884e-05
26 - 66 | -2.77342771887e-05
26 - 67 | -2.76398334973e-06
26 - 68 | 9.24039922975e-06
26 - 69 | 6.26004137477e-06
26 - 70 | 1.04524727338e-06
26 - 71 | 0.0
26 - 72 | 7.27365585419e-06
26 - 73 | 2.68356936541e-05
26 - 74 | 1.5384606456e-05
26 - 75 | -2.57356388304e-05
26 - 76 | 5.80925895872e-06
26 - 77 | 1.81198773908e-05
26 - 78 | -1.89141782585e-05
26 - 79 | 4.77753646662e-06
26 - 80 | 1.5084733329e-05
26 - 81 | 1.45889670476e-06
26 - 82 | -1.15043472274e-06
26 - 83 | -1.25991409294e-08
26 - 84 | 1.46984792478e-05
26 - 85 | 5.42092716084e-05
26 - 86 | -5.33105513631e-07
26 - 87 | -1.91657287039e-05
26 - 88 | 5.71764241631e-06
26 - 89 | 1.90824803492e-05
26 - 90 | 1.55613042066e-05
26 - 91 | -1.67385565724e-06
26 - 92 | -8.99117749628e-06
26 - 93 | -4.10614919149e-06
26 - 94 | -2.38966386985e-06
26 - 95 | -6.01074458388e-07
27 - 0 | 2.17025272206e-05
27 - 1 | -4.86878610642e-06
27 - 2 | 3.4904021556e-06
27 - 3 | 2.12634119649e-05
27 - 4 | 4.65992655759e-06
27 - 5 | 3.15184492909e-07
27 - 6 | -9.04075161478e-07
27 - 7 | -3.65018125407e-07
27 - 8 | 0.0
27 - 9 | 0.0
27 - 10 | 0.0
27 - 11 | 0.0
27 - 12 | 1.17012870412e-05
27 - 13 | -5.39490397769e-06
27 - 14 | 2.39694599654e-05
27 - 15 | 8.73666654311e-05
27 - 16 | 2.52515278534e-05
27 - 17 | 7.07489520336e-08
27 - 18 | -1.57154102482e-06
27 - 19 | -1.37175540615e-06
27 - 20 | -3.02946637022e-08
27 - 21 | 0.0
27 - 22 | 0.0
27 - 23 | 0.0
27 - 24 | 7.58412284041e-06
27 - 25 | 3.65961285277e-05
27 - 26 | 0.000208321269242
27 - 27 | 0.000652612865708
27 - 28 | 0.00017031067505
27 - 29 | 4.32630451912e-05
27 - 30 | 1.05382931595e-05
27 - 31 | 3.05161110465e-06
27 - 32 | -2.74557769948e-06
27 - 33 | -1.43380392721e-06
27 - 34 | 0.0
27 - 35 | 0.0
27 - 36 | 1.05986811246e-05
27 - 37 | 2.80338107259e-06
27 - 38 | 5.78685903715e-05
27 - 39 | 0.000148733271275
27 - 40 | 4.59857135011e-05
27 - 41 | 1.5251472097e-05
27 - 42 | 7.28923874087e-06
27 - 43 | 3.37096966896e-06
27 - 44 | -7.12974236188e-07
27 - 45 | 1.95734281492e-06
27 - 46 | 0.0
27 - 47 | 0.0
27 - 48 | 1.22307373238e-05
27 - 49 | -6.75932105986e-06
27 - 50 | 2.56349858178e-05
27 - 51 | 2.48358943953e-05
27 - 52 | 6.13998673219e-06
27 - 53 | 8.04994811177e-06
27 - 54 | 2.62120239164e-06
27 - 55 | -6.92277939426e-07
27 - 56 | -6.26557341966e-07
27 - 57 | -5.19300208688e-08
27 - 58 | -3.29883331822e-07
27 - 59 | 0.0
27 - 60 | 1.88989779411e-05
27 - 61 | -2.72303710642e-05
27 - 62 | 3.06621207121e-06
27 - 63 | 1.49941467759e-06
27 - 64 | -1.42490253081e-05
27 - 65 | -1.07398191358e-05
27 - 66 | -4.47645690566e-06
27 - 67 | -3.80894860706e-06
27 - 68 | 8.08326807704e-06
27 - 69 | 2.86480310196e-07
27 - 70 | 7.09557662781e-09
27 - 71 | 0.0
27 - 72 | 1.87988784835e-05
27 - 73 | 4.11928004679e-06
27 - 74 | -9.12065643709e-06
27 - 75 | 9.34201072562e-06
27 - 76 | -3.67025210177e-06
27 - 77 | -1.13568955125e-05
27 - 78 | -6.73360760651e-06
27 - 79 | 2.13942668498e-06
27 - 80 | -4.18188423692e-06
27 - 81 | -1.59022139626e-06
27 - 82 | 4.7105890391e-07
27 - 83 | 3.36611595955e-08
27 - 84 | 8.41718506148e-06
27 - 85 | 2.06797431938e-05
27 - 86 | -1.95107734484e-05
27 - 87 | -9.55833433126e-06
27 - 88 | 5.26127053978e-06
27 - 89 | 7.03693901046e-06
27 - 90 | 1.39685409088e-05
27 - 91 | 9.43397032571e-06
27 - 92 | 3.17150251386e-06
27 - 93 | -7.33487937278e-06
27 - 94 | -8.06527674548e-06
27 - 95 | -1.89845143705e-07
28 - 0 | -3.60163391105e-07
28 - 1 | 1.53647762126e-05
28 - 2 | 1.91708780608e-05
28 - 3 | 7.03816582264e-06
28 - 4 | 4.80913318095e-06
28 - 5 | 1.63025424491e-06
28 - 6 | 2.39798121172e-08
28 - 7 | -2.54304090028e-08
28 - 8 | 0.0
28 - 9 | 0.0
28 - 10 | 0.0
28 - 11 | 0.0
28 - 12 | 8.33751986664e-06
28 - 13 | -5.88843408982e-06
28 - 14 | -3.64116624951e-06
28 - 15 | 2.32441735158e-05
28 - 16 | 3.81144436312e-05
28 - 17 | 1.48376866929e-05
28 - 18 | 3.09740591329e-06
28 - 19 | 4.29130632905e-07
28 - 20 | 1.96828120913e-07
28 - 21 | 0.0
28 - 22 | 0.0
28 - 23 | 0.0
28 - 24 | 8.31525215786e-06
28 - 25 | 1.88773503653e-05
28 - 26 | 3.60411022264e-05
28 - 27 | 0.00017031067505
28 - 28 | 0.000336676921914
28 - 29 | 9.51167295307e-05
28 - 30 | 2.14132539369e-05
28 - 31 | 7.47949725577e-06
28 - 32 | -3.94237905529e-06
28 - 33 | -8.1387835496e-07
28 - 34 | 0.0
28 - 35 | 0.0
28 - 36 | -3.09558909638e-07
28 - 37 | -5.35384457297e-06
28 - 38 | 2.67590790246e-05
28 - 39 | 2.80086587958e-05
28 - 40 | 6.89003981584e-05
28 - 41 | 2.24008011976e-05
28 - 42 | 8.92962658556e-06
28 - 43 | 2.33559515736e-06
28 - 44 | 2.26268593501e-07
28 - 45 | 9.48203809409e-07
28 - 46 | 0.0
28 - 47 | 0.0
28 - 48 | 2.46931985401e-06
28 - 49 | 1.22116971898e-06
28 - 50 | 1.61534835373e-05
28 - 51 | 8.34754853566e-06
28 - 52 | 6.84520690568e-06
28 - 53 | 1.97657269816e-05
28 - 54 | 7.09862052999e-06
28 - 55 | 1.3812121866e-05
28 - 56 | 2.86233429229e-06
28 - 57 | 3.86194135013e-07
28 - 58 | 3.64633244242e-08
28 - 59 | 0.0
28 - 60 | -2.87714220104e-06
28 - 61 | -5.84046266382e-06
28 - 62 | 1.16824293697e-05
28 - 63 | 3.75415517059e-06
28 - 64 | 1.03638007942e-05
28 - 65 | 1.26604392355e-06
28 - 66 | 1.45352484497e-06
28 - 67 | 1.86921149772e-06
28 - 68 | 5.76826374838e-06
28 - 69 | -6.59242368498e-07
28 - 70 | -2.09670165318e-08
28 - 71 | 0.0
28 - 72 | 2.27729992153e-06
28 - 73 | -1.62172116204e-05
28 - 74 | 9.28084935219e-06
28 - 75 | 4.80362602038e-05
28 - 76 | 2.70296201133e-05
28 - 77 | -1.2127740379e-05
28 - 78 | -4.78024999508e-06
28 - 79 | 7.8648966187e-06
28 - 80 | -2.28345360722e-06
28 - 81 | -5.41586423278e-06
28 - 82 | -2.7953764668e-08
28 - 83 | 7.34716777055e-09
28 - 84 | -1.19430958057e-06
28 - 85 | -1.09139376643e-05
28 - 86 | 1.64268552777e-06
28 - 87 | -8.84984449394e-06
28 - 88 | -9.16408601849e-07
28 - 89 | -5.91326278952e-06
28 - 90 | -1.05003015601e-05
28 - 91 | -6.51967145263e-06
28 - 92 | 7.00545088417e-06
28 - 93 | -5.22919913001e-06
28 - 94 | -3.32859736273e-06
28 - 95 | 8.67336396195e-08
29 - 0 | -4.44332717019e-06
29 - 1 | 9.28312579854e-06
29 - 2 | 2.16384360184e-05
29 - 3 | 4.54103733699e-06
29 - 4 | 3.07038257924e-06
29 - 5 | 1.17044653606e-06
29 - 6 | 3.48974528144e-07
29 - 7 | 3.51216056473e-08
29 - 8 | 0.0
29 - 9 | 0.0
29 - 10 | 0.0
29 - 11 | 0.0
29 - 12 | -1.18248924706e-06
29 - 13 | -2.02671008757e-06
29 - 14 | -7.50734258407e-06
29 - 15 | 4.47851049245e-06
29 - 16 | 1.06231094551e-05
29 - 17 | 1.88815270175e-05
29 - 18 | 6.91047465192e-06
29 - 19 | 1.17163033007e-06
29 - 20 | 1.37398670238e-07
29 - 21 | 0.0
29 - 22 | 0.0
29 - 23 | 0.0
29 - 24 | 2.71185704048e-06
29 - 25 | 8.0159948712e-06
29 - 26 | 1.23774536202e-05
29 - 27 | 4.32630451912e-05
29 - 28 | 9.51167295307e-05
29 - 29 | 0.000162768599406
29 - 30 | 4.32514170531e-05
29 - 31 | 9.36587222115e-06
29 - 32 | -2.89648461535e-06
29 - 33 | -1.01359940856e-06
29 - 34 | 0.0
29 - 35 | 0.0
29 - 36 | -4.79113290661e-06
29 - 37 | -1.72813197376e-05
29 - 38 | 2.54584051904e-06
29 - 39 | 1.13574992974e-05
29 - 40 | 2.81053236566e-05
29 - 41 | 3.86398477063e-05
29 - 42 | 1.72380093965e-05
29 - 43 | 1.78736110254e-06
29 - 44 | -2.02696850485e-07
29 - 45 | -1.30469456251e-06
29 - 46 | 0.0
29 - 47 | 0.0
29 - 48 | 7.75818924216e-06
29 - 49 | 2.24621279811e-06
29 - 50 | 7.9606704634e-06
29 - 51 | 8.16723204552e-07
29 - 52 | 4.19493207438e-06
29 - 53 | 1.63750276773e-05
29 - 54 | 3.87326038617e-06
29 - 55 | 4.13658972782e-06
29 - 56 | 1.21939067735e-06
29 - 57 | 1.02974668007e-07
29 - 58 | 1.93193605014e-07
29 - 59 | 0.0
29 - 60 | -1.90080703381e-07
29 - 61 | -2.18014926556e-06
29 - 62 | -4.92351602709e-07
29 - 63 | -6.11366795059e-06
29 - 64 | -5.42576125593e-06
29 - 65 | -2.46073539971e-06
29 - 66 | -9.39990747615e-06
29 - 67 | -3.17631576798e-06
29 - 68 | -2.48935805284e-07
29 - 69 | -9.77657450458e-07
29 - 70 | -1.81234421187e-07
29 - 71 | 0.0
29 - 72 | 2.46117805806e-06
29 - 73 | -8.51438941178e-07
29 - 74 | 1.04750537168e-05
29 - 75 | 2.24952885857e-05
29 - 76 | 7.61699355889e-06
29 - 77 | -9.43263090047e-06
29 - 78 | -5.7899743859e-06
29 - 79 | -4.01671258614e-06
29 - 80 | -3.26044807774e-06
29 - 81 | -3.5648739528e-06
29 - 82 | -7.78460792927e-07
29 - 83 | -5.87324217973e-09
29 - 84 | -4.06038353887e-06
29 - 85 | 9.65970121639e-07
29 - 86 | -1.69724047824e-06
29 - 87 | 6.97859092557e-06
29 - 88 | -1.1288891203e-05
29 - 89 | -8.5630983548e-06
29 - 90 | -6.44072491322e-06
29 - 91 | -5.31482534403e-06
29 - 92 | 4.58090984338e-06
29 - 93 | -1.85780571289e-06
29 - 94 | -2.15765068925e-06
29 - 95 | 1.22670881334e-08
30 - 0 | -3.05120548964e-06
30 - 1 | -1.41154542161e-07
30 - 2 | 7.88285747612e-06
30 - 3 | 1.65242823632e-06
30 - 4 | 3.94028712106e-07
30 - 5 | 1.23060801743e-06
30 - 6 | 3.83224453161e-07
30 - 7 | 3.73779983922e-08
30 - 8 | 0.0
30 - 9 | 0.0
30 - 10 | 0.0
30 - 11 | 0.0
30 - 12 | -6.34701375268e-06
30 - 13 | -2.51795815039e-06
30 - 14 | -6.73941677608e-07
30 - 15 | 2.16279583775e-06
30 - 16 | 2.89687320284e-06
30 - 17 | 8.28866582375e-06
30 - 18 | 5.87325129132e-06
30 - 19 | 1.51905399344e-06
30 - 20 | 3.88648276562e-08
30 - 21 | 0.0
30 - 22 | 0.0
30 - 23 | 0.0
30 - 24 | -3.60594402524e-06
30 - 25 | -2.64476096861e-06
30 - 26 | 8.631892658e-06
30 - 27 | 1.05382931595e-05
30 - 28 | 2.14132539369e-05
30 - 29 | 4.32514170531e-05
30 - 30 | 7.43123665609e-05
