Units: cross-section (10^-38 cm2/(nucleon x GeV))

row (bin i) - column (bin j) | sigma_i x sigma_j x rho_ij 
50 - 3 | 1.62927316986e-06
50 - 4 | -1.14257268564e-06
50 - 5 | 2.87823212667e-06
50 - 6 | 1.10143943488e-06
50 - 7 | 1.37230047969e-07
50 - 8 | 0.0
50 - 9 | 0.0
50 - 10 | 0.0
50 - 11 | 0.0
50 - 12 | -5.38371001912e-05
50 - 13 | 2.63721264239e-05
50 - 14 | 3.50348645677e-05
50 - 15 | -2.05125865371e-05
50 - 16 | -2.27127740445e-05
50 - 17 | -3.49408028905e-06
50 - 18 | 4.20617607405e-06
50 - 19 | 1.07741326101e-06
50 - 20 | -1.58888293714e-07
50 - 21 | 0.0
50 - 22 | 0.0
50 - 23 | 0.0
50 - 24 | -1.83299527105e-05
50 - 25 | 5.64438355681e-06
50 - 26 | 8.21142638082e-05
50 - 27 | 2.56349858178e-05
50 - 28 | 1.61534835373e-05
50 - 29 | 7.9606704634e-06
50 - 30 | 4.07245076871e-06
50 - 31 | 2.383879406e-08
50 - 32 | -1.35652630673e-06
50 - 33 | 6.35985775521e-07
50 - 34 | 0.0
50 - 35 | 0.0
50 - 36 | 2.50479631012e-05
50 - 37 | 8.09381400182e-05
50 - 38 | 0.000473105018213
50 - 39 | 8.88484743729e-05
50 - 40 | 7.20386150539e-06
50 - 41 | 1.37695373312e-05
50 - 42 | 1.67510992483e-05
50 - 43 | 1.42650287042e-05
50 - 44 | 4.35346893942e-06
50 - 45 | -2.31507364987e-06
50 - 46 | 0.0
50 - 47 | 0.0
50 - 48 | 7.52407293701e-05
50 - 49 | 0.000295686110104
50 - 50 | 0.00192805055864
50 - 51 | 0.000340276104995
50 - 52 | 6.72728635906e-06
50 - 53 | 2.37376004116e-05
50 - 54 | 5.00784327585e-06
50 - 55 | 8.94992141424e-06
50 - 56 | 1.00503074952e-05
50 - 57 | 3.86680250374e-06
50 - 58 | 2.5661717938e-07
50 - 59 | 0.0
50 - 60 | 2.34253107932e-05
50 - 61 | 7.27035676348e-05
50 - 62 | 0.000598535452459
50 - 63 | 9.92325495747e-05
50 - 64 | -1.57034592891e-05
50 - 65 | 8.1152253717e-06
50 - 66 | -6.55193897625e-06
50 - 67 | -1.24298448929e-05
50 - 68 | 1.26603757233e-05
50 - 69 | 7.24889215951e-06
50 - 70 | -5.73895156461e-07
50 - 71 | 0.0
50 - 72 | 1.67698167512e-05
50 - 73 | -4.227408186e-05
50 - 74 | -8.00743988978e-06
50 - 75 | -2.965257633e-05
50 - 76 | -2.17856722252e-05
50 - 77 | 1.73951020962e-05
50 - 78 | 7.90201293415e-06
50 - 79 | -1.45039430561e-06
50 - 80 | 3.0654896541e-06
50 - 81 | 7.79922021896e-06
50 - 82 | 1.60356208829e-06
50 - 83 | 9.32487660509e-08
50 - 84 | -6.07735840521e-06
50 - 85 | -3.8667625393e-05
50 - 86 | -3.53122620026e-06
50 - 87 | -1.98252826951e-05
50 - 88 | 4.81558482729e-06
50 - 89 | 1.11164473241e-05
50 - 90 | -7.37050833434e-06
50 - 91 | -2.09821948406e-05
50 - 92 | -2.19040034097e-05
50 - 93 | 1.02366106294e-06
50 - 94 | 4.32845407912e-06
50 - 95 | 1.01056635056e-07
51 - 0 | -8.24147750388e-06
51 - 1 | -3.37122928581e-05
51 - 2 | -8.61672541962e-06
51 - 3 | -1.53287222043e-06
51 - 4 | 6.57829591447e-06
51 - 5 | 3.46691011606e-07
51 - 6 | -7.61695123818e-07
51 - 7 | -3.4355739383e-07
51 - 8 | 0.0
51 - 9 | 0.0
51 - 10 | 0.0
51 - 11 | 0.0
51 - 12 | -1.73749756835e-05
51 - 13 | 1.82041508821e-06
51 - 14 | 8.61221791337e-06
51 - 15 | -6.13047917526e-06
51 - 16 | -1.62262808731e-05
51 - 17 | -9.32730950033e-06
51 - 18 | -1.365949453e-06
51 - 19 | 9.38475270169e-08
51 - 20 | -2.44120833111e-07
51 - 21 | 0.0
51 - 22 | 0.0
51 - 23 | 0.0
51 - 24 | -1.94725851411e-05
51 - 25 | 3.64210875252e-06
51 - 26 | 2.42246892297e-05
51 - 27 | 2.48358943953e-05
51 - 28 | 8.34754853566e-06
51 - 29 | 8.16723204552e-07
51 - 30 | -3.63566291441e-06
51 - 31 | 9.36845357251e-07
51 - 32 | 1.15299672997e-06
51 - 33 | -2.58727789546e-07
51 - 34 | 0.0
51 - 35 | 0.0
51 - 36 | -1.61376157325e-05
51 - 37 | 3.9587863881e-05
51 - 38 | 6.30154974483e-05
51 - 39 | 0.000329382021655
51 - 40 | 9.03811097575e-05
51 - 41 | 1.64768779826e-05
51 - 42 | 1.27460355412e-05
51 - 43 | 5.71617565911e-06
51 - 44 | 3.45567946821e-06
51 - 45 | -6.85224728443e-08
51 - 46 | 0.0
51 - 47 | 0.0
51 - 48 | -1.87127961179e-05
51 - 49 | 6.92693465682e-05
51 - 50 | 0.000340276104995
51 - 51 | 0.00131800824306
51 - 52 | 0.000313852191742
51 - 53 | 6.71863254841e-05
51 - 54 | -3.3836656188e-06
51 - 55 | 2.96100194322e-05
51 - 56 | -2.15582830876e-06
51 - 57 | -2.48825012655e-07
51 - 58 | -2.4192424438e-07
51 - 59 | 0.0
51 - 60 | -3.27114360558e-05
51 - 61 | 1.62768051351e-05
51 - 62 | 0.000134120084192
51 - 63 | 0.000419717246466
51 - 64 | 9.87713140971e-05
51 - 65 | 2.33254455026e-05
51 - 66 | -3.21853154463e-06
51 - 67 | -1.46266256295e-05
51 - 68 | -4.42372399728e-06
51 - 69 | 3.38362502778e-06
51 - 70 | 4.1180778334e-07
51 - 71 | 0.0
51 - 72 | -1.11382499049e-05
51 - 73 | 8.60725127443e-06
51 - 74 | 1.88955457656e-05
51 - 75 | 9.69047591048e-05
51 - 76 | 4.99753164818e-05
51 - 77 | 1.71022134333e-05
51 - 78 | -1.14320056149e-05
51 - 79 | -2.47303842805e-06
51 - 80 | 9.29890565373e-06
51 - 81 | 6.56860394104e-06
51 - 82 | 4.04687324624e-06
51 - 83 | 7.65042065648e-08
51 - 84 | -3.26032630207e-06
51 - 85 | -3.78736362882e-05
51 - 86 | -2.39044877366e-05
51 - 87 | 3.34820411598e-06
51 - 88 | 2.94551888002e-05
51 - 89 | 1.49557617173e-05
51 - 90 | 1.26082879568e-05
51 - 91 | 1.5008118533e-06
51 - 92 | -1.44334904654e-05
51 - 93 | -1.08534460582e-05
51 - 94 | 3.61343807226e-06
51 - 95 | -4.6341853515e-07
52 - 0 | 7.46917580495e-07
52 - 1 | 2.81577457158e-06
52 - 2 | -1.3129431707e-05
52 - 3 | -8.35056539741e-06
52 - 4 | -2.03668252231e-06
52 - 5 | 6.02605342728e-07
52 - 6 | -5.71947634638e-07
52 - 7 | 1.82406251229e-07
52 - 8 | 0.0
52 - 9 | 0.0
52 - 10 | 0.0
52 - 11 | 0.0
52 - 12 | 1.38461832849e-05
52 - 13 | 5.30280308395e-06
52 - 14 | -3.84246625605e-05
52 - 15 | -1.08112147499e-05
52 - 16 | -9.29787698381e-06
52 - 17 | -2.42194518768e-06
52 - 18 | 7.82267183205e-07
52 - 19 | 9.99933977992e-07
52 - 20 | -1.37710422054e-07
52 - 21 | 0.0
52 - 22 | 0.0
52 - 23 | 0.0
52 - 24 | -5.8788898548e-06
52 - 25 | -6.29518513093e-06
52 - 26 | -9.0681625333e-06
52 - 27 | 6.13998673219e-06
52 - 28 | 6.84520690568e-06
52 - 29 | 4.19493207438e-06
52 - 30 | 2.0245226079e-06
52 - 31 | -1.31865551072e-06
52 - 32 | 1.84754400081e-06
52 - 33 | -3.18583096519e-07
52 - 34 | 0.0
52 - 35 | 0.0
52 - 36 | -9.78797403496e-06
52 - 37 | 1.31226667736e-05
52 - 38 | -4.28866615994e-06
52 - 39 | 9.11812709612e-05
52 - 40 | 0.000168903534487
52 - 41 | 5.7313973609e-05
52 - 42 | 1.29102944827e-05
52 - 43 | 2.14106752622e-06
52 - 44 | 1.22574902327e-06
52 - 45 | 5.629767594e-07
52 - 46 | 0.0
52 - 47 | 0.0
52 - 48 | -2.50884486286e-05
52 - 49 | 4.35600772775e-05
52 - 50 | 6.72728635906e-06
52 - 51 | 0.000313852191742
52 - 52 | 0.000739231895014
52 - 53 | 0.000286231438528
52 - 54 | 4.45691336581e-05
52 - 55 | 5.85503953431e-05
52 - 56 | 4.89011335257e-06
52 - 57 | 2.77339816349e-07
52 - 58 | -4.81732415201e-09
52 - 59 | 0.0
52 - 60 | -1.93716070353e-05
52 - 61 | 3.55604977747e-05
52 - 62 | 1.45275826976e-05
52 - 63 | 0.000124304039358
52 - 64 | 0.000245675071307
52 - 65 | 0.000119780906112
52 - 66 | 1.11734456971e-05
52 - 67 | 9.34094656279e-06
52 - 68 | 2.16488070364e-06
52 - 69 | 1.8375021894e-06
52 - 70 | 4.36427023047e-07
52 - 71 | 0.0
52 - 72 | -9.2868023431e-06
52 - 73 | 3.84658944479e-05
52 - 74 | 4.98553774608e-05
52 - 75 | -2.92838449165e-06
52 - 76 | 2.15039447508e-05
52 - 77 | 7.55710425409e-06
52 - 78 | -1.98079880408e-05
52 - 79 | -3.50680088944e-06
52 - 80 | 1.29234758191e-06
52 - 81 | -1.21668722277e-06
52 - 82 | 1.93245238689e-06
52 - 83 | -6.89355284663e-09
52 - 84 | -1.25483165596e-05
52 - 85 | 1.33641568789e-06
52 - 86 | 6.4197088188e-06
52 - 87 | -1.26896177426e-05
52 - 88 | 3.35205069038e-06
52 - 89 | 4.36798724473e-06
52 - 90 | -9.49638948335e-06
52 - 91 | 1.95143734179e-07
52 - 92 | -1.17703691315e-07
52 - 93 | -6.6052600604e-06
52 - 94 | -3.05661889072e-06
52 - 95 | 1.92075504754e-07
53 - 0 | -7.06411405629e-06
53 - 1 | -7.66606414353e-06
53 - 2 | -1.73619974262e-05
53 - 3 | -6.52071196978e-07
53 - 4 | -2.13547525278e-06
53 - 5 | -3.38163418005e-06
53 - 6 | -1.28960534104e-06
53 - 7 | 4.54979882835e-07
53 - 8 | 0.0
53 - 9 | 0.0
53 - 10 | 0.0
53 - 11 | 0.0
53 - 12 | 6.1750533295e-06
53 - 13 | -1.60002867043e-05
53 - 14 | -5.85817119237e-05
53 - 15 | -1.46201274548e-05
53 - 16 | -7.73807978861e-06
53 - 17 | -2.05246686211e-06
53 - 18 | 3.17836989043e-07
53 - 19 | 2.90072227339e-07
53 - 20 | -6.21765707413e-08
53 - 21 | 0.0
53 - 22 | 0.0
53 - 23 | 0.0
53 - 24 | -5.1165035123e-06
53 - 25 | 1.82869389059e-05
53 - 26 | -8.02392041514e-06
53 - 27 | 8.04994811177e-06
53 - 28 | 1.97657269816e-05
53 - 29 | 1.63750276773e-05
53 - 30 | 4.89018681468e-06
53 - 31 | -3.01297391119e-06
53 - 32 | 2.02474614782e-06
53 - 33 | -4.8344084462e-07
53 - 34 | 0.0
53 - 35 | 0.0
53 - 36 | 5.86717419207e-06
53 - 37 | -8.28149679282e-06
53 - 38 | -7.23623393569e-06
53 - 39 | 2.96465070057e-05
53 - 40 | 7.59899823196e-05
53 - 41 | 0.000124223818159
53 - 42 | 6.88305754853e-05
53 - 43 | 1.30754496927e-05
53 - 44 | 1.62305952852e-06
53 - 45 | 2.84836298328e-07
53 - 46 | 0.0
53 - 47 | 0.0
53 - 48 | 2.62549980022e-05
53 - 49 | -2.54932069083e-06
53 - 50 | 2.37376004116e-05
53 - 51 | 6.71863254841e-05
53 - 52 | 0.000286231438528
53 - 53 | 0.000893656480292
53 - 54 | 0.000205259561056
53 - 55 | 0.000182198463464
53 - 56 | 1.48585335896e-05
53 - 57 | 1.74424168838e-07
53 - 58 | -3.41123099136e-07
53 - 59 | 0.0
53 - 60 | 1.2897606622e-05
53 - 61 | -1.28515287294e-05
53 - 62 | 3.08397104322e-05
53 - 63 | -4.82067145561e-06
53 - 64 | 0.00010855792885
53 - 65 | 0.000256529992473
53 - 66 | 0.000100796596958
53 - 67 | 3.99098126116e-05
53 - 68 | 1.31254811843e-05
53 - 69 | -4.28823911047e-07
53 - 70 | 3.23707684001e-07
53 - 71 | 0.0
53 - 72 | 5.86944769753e-06
53 - 73 | 1.47426822777e-05
53 - 74 | 4.35071380702e-05
53 - 75 | -3.76557416209e-05
53 - 76 | 1.05966883664e-05
53 - 77 | 1.28340135342e-05
53 - 78 | 1.86444607614e-05
53 - 79 | 2.14104559349e-05
53 - 80 | 7.4887975418e-06
53 - 81 | 1.90438841121e-07
53 - 82 | 1.86671934697e-06
53 - 83 | 9.06577260408e-09
53 - 84 | -5.4044744623e-06
53 - 85 | -1.34454058138e-05
53 - 86 | 3.80578525681e-05
53 - 87 | 2.33412553231e-05
53 - 88 | 3.86687600893e-06
53 - 89 | 8.21663805652e-06
53 - 90 | 1.2983824778e-05
53 - 91 | 2.10753870821e-05
53 - 92 | 2.86532303324e-06
53 - 93 | 2.96015595659e-06
53 - 94 | 4.25529226378e-06
53 - 95 | 4.75282966212e-07
54 - 0 | -8.17683388072e-06
54 - 1 | -1.31102600372e-05
54 - 2 | -8.04830579797e-06
54 - 3 | 1.06342776628e-06
54 - 4 | 1.5428312283e-07
54 - 5 | -1.56705911872e-06
54 - 6 | -7.89292876638e-07
54 - 7 | -3.84284712178e-07
54 - 8 | 0.0
54 - 9 | 0.0
54 - 10 | 0.0
54 - 11 | 0.0
54 - 12 | -6.81095692469e-06
54 - 13 | -1.40626971394e-05
54 - 14 | -1.60448305215e-05
54 - 15 | 1.32485619628e-07
54 - 16 | -1.67899810864e-06
54 - 17 | 1.35651102192e-07
54 - 18 | 5.5673284467e-07
54 - 19 | -2.49940523455e-07
54 - 20 | -4.61685141078e-08
54 - 21 | 0.0
54 - 22 | 0.0
54 - 23 | 0.0
54 - 24 | -1.71016726716e-05
54 - 25 | -1.48776614399e-05
54 - 26 | -2.78133000186e-05
54 - 27 | 2.62120239164e-06
54 - 28 | 7.09862052999e-06
54 - 29 | 3.87326038617e-06
54 - 30 | 3.18829191248e-06
54 - 31 | 1.24031979383e-06
54 - 32 | -1.28757649916e-06
54 - 33 | -2.16279434756e-07
54 - 34 | 0.0
54 - 35 | 0.0
54 - 36 | -2.38751111138e-06
54 - 37 | 1.85762564458e-05
54 - 38 | -1.39865174078e-05
54 - 39 | 2.4566445422e-06
54 - 40 | 9.43595660567e-06
54 - 41 | 3.97124869408e-05
54 - 42 | 6.82290672695e-05
54 - 43 | 2.63512224849e-05
54 - 44 | 2.98361342364e-06
54 - 45 | -1.80787506418e-06
54 - 46 | 0.0
54 - 47 | 0.0
54 - 48 | -9.39937783642e-07
54 - 49 | 1.12228735022e-05
54 - 50 | 5.00784327585e-06
54 - 51 | -3.3836656188e-06
54 - 52 | 4.45691336581e-05
54 - 53 | 0.000205259561056
54 - 54 | 0.000328565880383
54 - 55 | 0.000335741940814
54 - 56 | 1.81195308422e-05
54 - 57 | 1.48024270543e-06
54 - 58 | 3.49402309047e-07
54 - 59 | 0.0
54 - 60 | 6.66221956895e-06
54 - 61 | 3.45760855485e-06
54 - 62 | 5.11722210453e-06
54 - 63 | -8.83113883108e-06
54 - 64 | 2.80949784262e-05
54 - 65 | 8.28966420222e-05
54 - 66 | 0.000129159123351
54 - 67 | 4.14317894109e-05
54 - 68 | 4.74058302381e-06
54 - 69 | -2.82286514641e-07
54 - 70 | 5.37310422039e-07
54 - 71 | 0.0
54 - 72 | -6.03185408539e-06
54 - 73 | 6.45503946098e-06
54 - 74 | -4.82910324431e-06
54 - 75 | -2.17396904418e-05
54 - 76 | -6.90405552852e-06
54 - 77 | -7.46818835929e-07
54 - 78 | 1.12709670285e-05
54 - 79 | 8.33451296218e-06
54 - 80 | 6.90231288655e-06
54 - 81 | 3.05097994977e-06
54 - 82 | 2.93812330714e-07
54 - 83 | -3.18750553415e-10
54 - 84 | -7.76957848441e-06
54 - 85 | -1.60839923041e-05
54 - 86 | 9.79951328331e-07
54 - 87 | 1.85621989694e-05
54 - 88 | -1.95264471984e-06
54 - 89 | -3.83194792785e-07
54 - 90 | -7.77637839726e-07
54 - 91 | 7.93151893697e-06
54 - 92 | 2.61371169068e-06
54 - 93 | 6.02790344873e-06
54 - 94 | 2.46631468076e-06
54 - 95 | 5.46497666763e-08
55 - 0 | -9.1985776036e-06
55 - 1 | -6.78469136012e-06
55 - 2 | -1.48347275859e-05
55 - 3 | 7.17463638638e-06
55 - 4 | 7.16059380868e-06
55 - 5 | 5.11367509307e-06
55 - 6 | 7.45268350669e-07
55 - 7 | -3.92276818312e-07
55 - 8 | 0.0
55 - 9 | 0.0
55 - 10 | 0.0
55 - 11 | 0.0
55 - 12 | -1.33262507124e-05
55 - 13 | -6.57793239166e-05
55 - 14 | -2.99181550407e-05
55 - 15 | 6.14229705539e-06
55 - 16 | 5.8675874073e-06
55 - 17 | 1.06101785913e-06
55 - 18 | 2.42238346587e-06
55 - 19 | 6.50221945875e-07
55 - 20 | -3.31701414813e-07
55 - 21 | 0.0
55 - 22 | 0.0
55 - 23 | 0.0
55 - 24 | -1.72620549968e-05
55 - 25 | 4.57087206213e-06
55 - 26 | -3.46699803796e-05
55 - 27 | -6.92277939426e-07
55 - 28 | 1.3812121866e-05
55 - 29 | 4.13658972782e-06
55 - 30 | 9.02985997795e-06
55 - 31 | 4.17404938986e-06
55 - 32 | -1.24512751081e-06
55 - 33 | 7.47317311759e-08
55 - 34 | 0.0
55 - 35 | 0.0
55 - 36 | -3.44111204497e-06
55 - 37 | 5.34559183019e-05
55 - 38 | -3.01005168726e-06
55 - 39 | 8.56935782768e-06
55 - 40 | 7.66026229776e-06
55 - 41 | 4.61821538053e-05
55 - 42 | 0.000104296015739
55 - 43 | 0.000110897950962
55 - 44 | 2.01786749291e-05
55 - 45 | -9.1194543956e-06
55 - 46 | 0.0
55 - 47 | 0.0
55 - 48 | -1.85682847651e-06
55 - 49 | 1.62896886602e-05
55 - 50 | 8.94992141424e-06
55 - 51 | 2.96100194322e-05
55 - 52 | 5.85503953431e-05
55 - 53 | 0.000182198463464
55 - 54 | 0.000335741940814
55 - 55 | 0.00173248211416
55 - 56 | 0.000136209549781
55 - 57 | 8.63723657298e-06
55 - 58 | 1.12880477892e-06
55 - 59 | 0.0
55 - 60 | -3.2340287421e-06
55 - 61 | 2.63817192533e-05
55 - 62 | 3.28456022308e-06
55 - 63 | -1.74003928135e-05
55 - 64 | 1.9864463664e-05
55 - 65 | 7.57768699493e-05
55 - 66 | 0.000169244567344
55 - 67 | 0.000176788770515
55 - 68 | 7.16550738912e-05
55 - 69 | 7.43789123025e-06
55 - 70 | 1.46183388022e-06
55 - 71 | 0.0
55 - 72 | -2.0728973589e-05
55 - 73 | 3.10266235182e-06
55 - 74 | -1.85844787424e-05
55 - 75 | -3.34966266122e-05
55 - 76 | 2.36387479882e-05
55 - 77 | 5.9313725483e-06
55 - 78 | -1.07223478057e-05
55 - 79 | -1.40860659856e-06
55 - 80 | 2.085818778e-05
55 - 81 | 8.03188016821e-06
55 - 82 | 3.18381248798e-06
55 - 83 | 9.60661839077e-09
55 - 84 | 5.18244117184e-06
55 - 85 | -3.20486985322e-05
55 - 86 | 1.33653807941e-05
55 - 87 | 8.50349399524e-05
55 - 88 | 2.67640814159e-05
55 - 89 | -1.94299391435e-06
55 - 90 | -2.34697977667e-05
55 - 91 | -1.70245353607e-05
55 - 92 | -1.46011698598e-05
55 - 93 | 1.51417671766e-05
55 - 94 | 5.65628834223e-06
55 - 95 | 2.79078555347e-07
56 - 0 | -2.03134019494e-06
56 - 1 | -1.98356043349e-06
56 - 2 | -7.61730704857e-06
56 - 3 | -6.4271792436e-07
56 - 4 | -2.12459886945e-07
56 - 5 | 5.21613063042e-07
56 - 6 | 6.07712575675e-07
56 - 7 | -3.61953812952e-08
56 - 8 | 0.0
56 - 9 | 0.0
56 - 10 | 0.0
56 - 11 | 0.0
56 - 12 | 3.16351826139e-06
56 - 13 | -6.01505331306e-06
56 - 14 | -6.56303131642e-07
56 - 15 | 2.12333680958e-06
56 - 16 | 1.41136617787e-06
56 - 17 | 7.44652414374e-07
56 - 18 | 6.07773269706e-07
56 - 19 | 2.40540247077e-08
56 - 20 | -2.23376232161e-09
56 - 21 | 0.0
56 - 22 | 0.0
56 - 23 | 0.0
56 - 24 | -2.02884986987e-06
56 - 25 | -9.03107297831e-06
56 - 26 | 4.55375714889e-06
56 - 27 | -6.26557341966e-07
56 - 28 | 2.86233429229e-06
56 - 29 | 1.21939067735e-06
56 - 30 | 2.27859706985e-06
56 - 31 | 9.1060563385e-07
56 - 32 | -7.1902335081e-07
56 - 33 | -2.00685092525e-07
56 - 34 | 0.0
56 - 35 | 0.0
56 - 36 | -2.33087546971e-06
56 - 37 | 3.96001571104e-06
56 - 38 | 6.64541938329e-06
56 - 39 | 2.58837076885e-07
56 - 40 | -2.94635293098e-06
56 - 41 | 7.06297925864e-07
56 - 42 | 6.10191725305e-06
56 - 43 | 8.41965931018e-06
56 - 44 | 6.20910634771e-06
56 - 45 | -5.78409752313e-06
56 - 46 | 0.0
56 - 47 | 0.0
56 - 48 | -6.04822496934e-06
56 - 49 | 5.41082419454e-06
56 - 50 | 1.00503074952e-05
56 - 51 | -2.15582830876e-06
56 - 52 | 4.89011335257e-06
56 - 53 | 1.48585335896e-05
56 - 54 | 1.81195308422e-05
56 - 55 | 0.000136209549781
56 - 56 | 6.10785029606e-05
56 - 57 | 7.38364024503e-06
56 - 58 | 3.61108608358e-07
56 - 59 | 0.0
56 - 60 | -4.59715887877e-06
56 - 61 | 2.27300978607e-06
56 - 62 | 5.45681497384e-06
56 - 63 | -6.56571553623e-06
56 - 64 | -2.50497330939e-06
56 - 65 | -2.06765366753e-07
56 - 66 | 7.91467912347e-06
56 - 67 | 1.97305364127e-05
56 - 68 | 3.45003581495e-05
56 - 69 | 5.45078327511e-06
56 - 70 | 5.48247632236e-07
56 - 71 | 0.0
56 - 72 | -4.10220497028e-06
56 - 73 | 6.53928804337e-06
56 - 74 | 9.04016515406e-06
56 - 75 | -7.46453914447e-06
56 - 76 | -1.74519423056e-07
56 - 77 | 1.45986681249e-06
56 - 78 | -2.19256469132e-06
56 - 79 | 1.82661218966e-06
56 - 80 | 5.26575006253e-06
56 - 81 | 9.99323412821e-08
56 - 82 | 3.74434415627e-07
56 - 83 | 3.36743601586e-09
56 - 84 | -2.23988439181e-06
56 - 85 | -1.0964796373e-06
56 - 86 | 2.76370014041e-06
56 - 87 | 7.31313348888e-06
56 - 88 | 2.11658017302e-06
56 - 89 | 5.35780122612e-07
56 - 90 | 3.75364650825e-07
56 - 91 | -8.02864679626e-07
56 - 92 | -1.79129780588e-06
56 - 93 | 7.08793134472e-07
56 - 94 | 8.77703646443e-07
56 - 95 | 1.83273878399e-08
57 - 0 | 2.35309487876e-07
57 - 1 | -3.23742549789e-06
57 - 2 | -5.18965514664e-07
57 - 3 | 4.62382864239e-07
57 - 4 | -5.68417533215e-07
57 - 5 | 9.7537291086e-08
57 - 6 | 2.09172745551e-07
57 - 7 | 6.09276380415e-08
57 - 8 | 0.0
57 - 9 | 0.0
57 - 10 | 0.0
57 - 11 | 0.0
57 - 12 | -7.52669222968e-07
57 - 13 | 3.24996748982e-07
57 - 14 | -2.09297747797e-07
57 - 15 | 1.20105514426e-06
57 - 16 | 2.88774562653e-07
57 - 17 | 3.83388474395e-07
57 - 18 | 1.06930948745e-07
57 - 19 | -4.88015465841e-08
57 - 20 | -4.66533510764e-08
57 - 21 | 0.0
57 - 22 | 0.0
57 - 23 | 0.0
57 - 24 | -2.14486097878e-06
57 - 25 | -1.26311430209e-06
57 - 26 | 4.03422034874e-06
57 - 27 | -5.19300208688e-08
57 - 28 | 3.86194135013e-07
57 - 29 | 1.02974668007e-07
57 - 30 | 7.74310871598e-07
57 - 31 | 4.54522163854e-07
57 - 32 | -2.4326571995e-07
57 - 33 | -2.94693913386e-08
57 - 34 | 0.0
57 - 35 | 0.0
57 - 36 | -1.5103556435e-06
57 - 37 | 7.64502257368e-07
57 - 38 | 2.58159253244e-06
57 - 39 | 3.20520376042e-07
57 - 40 | -7.0454005832e-07
57 - 41 | -7.02367292615e-07
57 - 42 | 9.20018990196e-07
57 - 43 | 1.16653268456e-06
57 - 44 | 8.11922783454e-07
57 - 45 | -2.72588436062e-06
57 - 46 | 0.0
57 - 47 | 0.0
57 - 48 | 6.09576283769e-07
57 - 49 | -5.69424104458e-07
57 - 50 | 3.86680250374e-06
57 - 51 | -2.48825012655e-07
57 - 52 | 2.77339816349e-07
57 - 53 | 1.74424168838e-07
57 - 54 | 1.48024270543e-06
57 - 55 | 8.63723657298e-06
57 - 56 | 7.38364024503e-06
57 - 57 | 4.87925417862e-06
57 - 58 | 2.05451524152e-07
57 - 59 | 0.0
57 - 60 | -1.1699466055e-06
57 - 61 | -4.50468935796e-07
57 - 62 | 1.01018518614e-06
57 - 63 | 1.76418404766e-07
57 - 64 | 9.37453434587e-07
57 - 65 | 1.27165371448e-07
57 - 66 | 1.63480106653e-06
57 - 67 | 1.09711185346e-06
57 - 68 | 4.41639971375e-06
57 - 69 | 3.60991127368e-06
57 - 70 | 3.28942377485e-07
57 - 71 | 0.0
57 - 72 | -1.63487253367e-06
57 - 73 | 2.88626381265e-06
57 - 74 | 5.71984105941e-06
57 - 75 | 1.2983498422e-07
57 - 76 | 6.71971206016e-07
57 - 77 | 1.05800646996e-06
57 - 78 | 1.00369830639e-06
57 - 79 | 2.10107925763e-07
57 - 80 | 1.37204466932e-06
57 - 81 | 9.23217871649e-07
57 - 82 | 1.96951329899e-07
57 - 83 | -1.77071901675e-09
57 - 84 | 1.71844531589e-08
57 - 85 | 1.4106287257e-06
57 - 86 | 8.34947825912e-07
57 - 87 | 1.56841032402e-06
57 - 88 | -3.93035092149e-07
57 - 89 | 2.95008332134e-07
57 - 90 | 1.26430751437e-06
57 - 91 | 7.85261847518e-07
57 - 92 | 6.60428710388e-07
57 - 93 | 5.26246128737e-07
57 - 94 | 6.21229693451e-08
57 - 95 | -6.05116066903e-09
58 - 0 | 1.60029578164e-07
58 - 1 | -4.14253558529e-07
58 - 2 | -2.99559110714e-07
58 - 3 | 4.6501760509e-09
58 - 4 | -8.98811281441e-08
58 - 5 | -1.98718156376e-08
58 - 6 | 2.79556841925e-09
58 - 7 | -1.68419254693e-08
58 - 8 | 0.0
58 - 9 | 0.0
58 - 10 | 0.0
58 - 11 | 0.0
58 - 12 | -4.02598699795e-07
58 - 13 | 1.87991124939e-07
58 - 14 | -4.24668556866e-07
58 - 15 | -2.46803062411e-07
58 - 16 | -7.0892050769e-08
58 - 17 | 8.78230073516e-09
58 - 18 | 3.85159346518e-08
58 - 19 | 1.23327730099e-08
58 - 20 | 1.42376674296e-09
58 - 21 | 0.0
58 - 22 | 0.0
58 - 23 | 0.0
58 - 24 | -3.81435763244e-08
58 - 25 | 3.18102670509e-07
58 - 26 | 2.31314068667e-07
58 - 27 | -3.29883331822e-07
58 - 28 | 3.64633244242e-08
58 - 29 | 1.93193605014e-07
58 - 30 | 1.72339534177e-07
58 - 31 | 1.18538648718e-07
58 - 32 | -4.68735777919e-08
58 - 33 | 1.65170318315e-09
58 - 34 | 0.0
58 - 35 | 0.0
58 - 36 | -1.55835095561e-07
58 - 37 | -1.03005321508e-07
58 - 38 | 3.04321342171e-07
58 - 39 | -5.99977018993e-07
58 - 40 | -4.20132733188e-08
58 - 41 | 6.55139352386e-08
58 - 42 | 1.58725177085e-07
58 - 43 | 1.40842872933e-07
58 - 44 | 2.90308747208e-08
58 - 45 | -1.39786808421e-07
58 - 46 | 0.0
58 - 47 | 0.0
58 - 48 | -3.72902932258e-07
58 - 49 | -1.31734345291e-07
58 - 50 | 2.5661717938e-07
58 - 51 | -2.4192424438e-07
