Units: cross-section (10^-38 cm2/(nucleon x GeV))

row (bin i) - column (bin j) | sigma_i x sigma_j x rho_ij 
13 - 43 | 0.000133757
13 - 44 | -0.000140347
13 - 45 | 9.02478e-06
13 - 46 | -2.20965e-07
13 - 47 | 0.000157858
13 - 48 | 0.000549214
13 - 49 | 0.000630751
13 - 50 | -0.000622756
13 - 51 | 0.000126186
13 - 52 | 0.000146413
13 - 53 | -0.000186029
13 - 54 | 0.000139681
13 - 55 | -0.00042984
13 - 56 | 9.30876e-06
13 - 57 | 9.43173e-08
13 - 58 | -0.000306288
13 - 59 | 0.000232199
13 - 60 | -0.00141124
13 - 61 | 0.00129283
13 - 62 | -1.13229e-05
13 - 63 | -0.000262793
13 - 64 | 0.000138252
13 - 65 | 4.27751e-05
13 - 66 | -1.55036e-05
14 - 0 | -3.20515e-08
14 - 1 | -6.40936e-07
14 - 2 | 1.54522e-10
14 - 3 | -2.97295e-07
14 - 4 | -2.2616e-07
14 - 5 | 3.21116e-07
14 - 6 | -1.48913e-07
14 - 7 | -2.01821e-09
14 - 8 | 1.18375e-06
14 - 9 | 4.774e-07
14 - 10 | 9.32147e-07
14 - 11 | -1.01241e-06
14 - 12 | 4.46138e-06
14 - 13 | -4.89972e-06
14 - 14 | 6.30528e-08
14 - 15 | 1.42733e-06
14 - 16 | 2.89378e-07
14 - 17 | -6.05911e-06
14 - 18 | 4.92776e-06
14 - 19 | -3.47498e-06
14 - 20 | 3.36798e-07
14 - 21 | -8.48533e-09
14 - 22 | -1.44355e-06
14 - 23 | -1.04028e-06
14 - 24 | -4.61046e-08
14 - 25 | 2.87599e-06
14 - 26 | -4.62142e-06
14 - 27 | 1.78107e-06
14 - 28 | 3.41535e-06
14 - 29 | -1.58393e-09
14 - 30 | 1.2565e-06
14 - 31 | -4.91645e-07
14 - 32 | -3.37001e-06
14 - 33 | 3.53179e-06
14 - 34 | 6.52899e-07
14 - 35 | 4.2613e-06
14 - 36 | 1.39181e-07
14 - 37 | -3.48542e-07
14 - 38 | 8.6829e-09
14 - 39 | -3.37977e-07
14 - 40 | 6.04669e-06
14 - 41 | 1.17003e-07
14 - 42 | -6.45243e-06
14 - 43 | 5.68138e-06
14 - 44 | 5.86352e-08
14 - 45 | 3.05251e-07
14 - 46 | 2.24813e-08
14 - 47 | 1.28766e-07
14 - 48 | -1.55245e-06
14 - 49 | 4.48124e-06
14 - 50 | -1.02111e-06
14 - 51 | -6.18393e-07
14 - 52 | -3.21775e-07
14 - 53 | -8.46803e-07
14 - 54 | 1.96144e-06
14 - 55 | -3.45166e-07
14 - 56 | 1.1784e-07
14 - 57 | 3.63774e-08
14 - 58 | 3.74962e-07
14 - 59 | -2.28045e-06
14 - 60 | 4.86011e-06
14 - 61 | -1.72479e-06
14 - 62 | 8.08604e-07
14 - 63 | 9.84834e-07
14 - 64 | -9.24173e-07
14 - 65 | 9.17085e-07
14 - 66 | 7.29792e-09
15 - 0 | -8.59966e-05
15 - 1 | -0.000105557
15 - 2 | -9.50437e-08
15 - 3 | 7.76432e-05
15 - 4 | 3.56391e-05
15 - 5 | -0.000116333
15 - 6 | 4.74832e-05
15 - 7 | -1.3727e-07
15 - 8 | -0.000185844
15 - 9 | 0.00019799
15 - 10 | 0.000468134
15 - 11 | 0.000287932
15 - 12 | 0.0005496
15 - 13 | -0.000381108
15 - 14 | 1.42733e-06
15 - 15 | 0.000877239
15 - 16 | -0.000283153
15 - 17 | 2.79428e-05
15 - 18 | -0.000546498
15 - 19 | 4.72511e-05
15 - 20 | 6.63864e-05
15 - 21 | 5.03855e-07
15 - 22 | -0.000527465
15 - 23 | -0.000196713
15 - 24 | 0.000294475
15 - 25 | 0.000143296
15 - 26 | 0.000265837
15 - 27 | -9.19197e-05
15 - 28 | 1.01771e-05
15 - 29 | -4.85678e-07
15 - 30 | 0.000102196
15 - 31 | -5.26355e-05
15 - 32 | -0.000366734
15 - 33 | 0.000426202
15 - 34 | -0.000144803
15 - 35 | 0.000289882
15 - 36 | -0.000322441
15 - 37 | 8.48988e-05
15 - 38 | 9.68137e-07
15 - 39 | 0.000250261
15 - 40 | -4.28689e-05
15 - 41 | 5.44965e-05
15 - 42 | 7.721e-05
15 - 43 | 1.14625e-05
15 - 44 | -0.000138979
15 - 45 | -3.8372e-05
15 - 46 | -1.39151e-06
15 - 47 | 5.19698e-05
15 - 48 | 0.000189922
15 - 49 | 0.000618346
15 - 50 | -0.000284877
15 - 51 | 0.000925514
15 - 52 | -0.00026462
15 - 53 | 0.000336877
15 - 54 | -2.71137e-05
15 - 55 | 0.000177617
15 - 56 | 2.26164e-05
15 - 57 | -1.96813e-06
15 - 58 | -5.36863e-05
15 - 59 | 0.000547497
15 - 60 | 2.10395e-05
15 - 61 | 0.0001149
15 - 62 | -0.00014181
15 - 63 | -3.1599e-05
15 - 64 | -5.14717e-05
15 - 65 | -6.65829e-05
15 - 66 | 3.22985e-06
16 - 0 | 0.000108993
16 - 1 | -0.000318326
16 - 2 | 2.6918e-07
16 - 3 | -4.15838e-05
16 - 4 | -2.15429e-07
16 - 5 | 0.000342595
16 - 6 | -0.000413903
16 - 7 | 8.00636e-07
16 - 8 | 0.000354347
16 - 9 | -0.00184116
16 - 10 | 0.000566272
16 - 11 | -0.000479965
16 - 12 | -0.000307377
16 - 13 | 1.74833e-05
16 - 14 | 2.89378e-07
16 - 15 | -0.000283153
16 - 16 | 0.00395505
16 - 17 | -0.0016597
16 - 18 | 0.00021632
16 - 19 | -6.74977e-05
16 - 20 | 9.33501e-05
16 - 21 | -1.21812e-07
16 - 22 | -0.0001559
16 - 23 | 3.04116e-05
16 - 24 | -0.00021467
16 - 25 | 0.000381233
16 - 26 | -0.00154126
16 - 27 | -0.000731973
16 - 28 | 0.000736235
16 - 29 | -2.38843e-06
16 - 30 | -0.000216692
16 - 31 | 0.00011808
16 - 32 | -0.000381061
16 - 33 | -0.00119785
16 - 34 | -0.000998275
16 - 35 | 0.0001074
16 - 36 | -9.07696e-05
16 - 37 | -0.000102517
16 - 38 | 2.50103e-06
16 - 39 | 5.93249e-05
16 - 40 | 7.68909e-05
16 - 41 | 0.00071425
16 - 42 | 0.00110985
16 - 43 | -0.000122564
16 - 44 | -0.000150513
16 - 45 | -2.69659e-05
16 - 46 | -3.16097e-06
16 - 47 | 0.000163704
16 - 48 | -0.000278265
16 - 49 | -0.000149601
16 - 50 | -0.00120411
16 - 51 | -1.13296e-05
16 - 52 | -0.000306405
16 - 53 | 0.000105632
16 - 54 | 9.67372e-05
16 - 55 | 4.65308e-05
16 - 56 | 3.69956e-05
16 - 57 | -8.58979e-06
16 - 58 | -0.000326366
16 - 59 | -0.000826005
16 - 60 | 0.000244163
16 - 61 | -0.000115744
16 - 62 | 0.000113214
16 - 63 | 7.8147e-05
16 - 64 | 6.78598e-05
16 - 65 | 0.000280015
16 - 66 | -3.54645e-06
17 - 0 | -0.00010104
17 - 1 | 0.000219326
17 - 2 | -2.24957e-06
17 - 3 | 0.000612481
17 - 4 | -0.000716354
17 - 5 | 7.47662e-05
17 - 6 | 0.000747606
17 - 7 | -2.16253e-06
17 - 8 | -0.000401006
17 - 9 | 0.00106866
17 - 10 | -0.00145595
17 - 11 | 0.00103881
17 - 12 | -0.000877491
17 - 13 | 0.000383458
17 - 14 | -6.05911e-06
17 - 15 | 2.79428e-05
17 - 16 | -0.0016597
17 - 17 | 0.00919001
17 - 18 | -0.00530055
17 - 19 | 0.00213626
17 - 20 | 2.82446e-05
17 - 21 | -1.29891e-06
17 - 22 | -6.33837e-05
17 - 23 | -0.00123048
17 - 24 | -0.00136289
17 - 25 | -6.75138e-05
17 - 26 | 0.00110705
17 - 27 | -0.000322492
17 - 28 | -0.000931973
17 - 29 | -3.72548e-06
17 - 30 | -0.000681503
17 - 31 | 0.000127871
17 - 32 | 0.000554608
17 - 33 | 0.000618276
17 - 34 | -9.02327e-05
17 - 35 | 0.000306552
17 - 36 | -0.00038703
17 - 37 | -0.000122566
17 - 38 | 5.34133e-07
17 - 39 | -6.13023e-05
17 - 40 | -0.00113773
17 - 41 | 0.000388542
17 - 42 | -0.000208197
17 - 43 | -0.000792091
17 - 44 | -0.000143737
17 - 45 | -7.18885e-06
17 - 46 | -6.36059e-06
17 - 47 | 0.000308974
17 - 48 | 0.000218448
17 - 49 | 0.00174717
17 - 50 | -0.000248358
17 - 51 | -7.54329e-05
17 - 52 | 0.00028307
17 - 53 | 6.56908e-05
17 - 54 | 0.000524927
17 - 55 | -0.000683503
17 - 56 | 0.000134848
17 - 57 | -6.08898e-06
17 - 58 | -8.9712e-05
17 - 59 | -9.65512e-05
17 - 60 | -0.000839052
17 - 61 | 0.000375987
17 - 62 | -0.000392435
17 - 63 | 9.08707e-05
17 - 64 | 0.000357668
17 - 65 | 6.94617e-05
17 - 66 | -2.04011e-05
18 - 0 | 0.000354969
18 - 1 | -7.74877e-05
18 - 2 | 1.98158e-06
18 - 3 | -0.000256669
18 - 4 | 0.000516972
18 - 5 | -0.000443581
18 - 6 | -0.000228606
18 - 7 | 8.13469e-07
18 - 8 | 1.17741e-05
18 - 9 | 0.000190613
18 - 10 | -1.88293e-05
18 - 11 | -0.00154918
18 - 12 | 0.0016855
18 - 13 | -0.000911636
18 - 14 | 4.92776e-06
18 - 15 | -0.000546498
18 - 16 | 0.00021632
18 - 17 | -0.00530055
18 - 18 | 0.0114521
18 - 19 | -0.007776
18 - 20 | 0.00276377
18 - 21 | 1.92342e-06
18 - 22 | 0.000606081
18 - 23 | -0.00157729
18 - 24 | 0.0019018
18 - 25 | -0.00443817
18 - 26 | 0.00364814
18 - 27 | -0.000782356
18 - 28 | 0.000620072
18 - 29 | -9.86867e-07
18 - 30 | 0.000987519
18 - 31 | -0.00017697
18 - 32 | 0.000619675
18 - 33 | 0.000914353
18 - 34 | 0.00166006
18 - 35 | -0.00155462
18 - 36 | 0.00104601
18 - 37 | -0.000205066
18 - 38 | 4.89608e-07
18 - 39 | -2.99606e-06
18 - 40 | -0.00116519
18 - 41 | 0.000171126
18 - 42 | -0.000837038
18 - 43 | 0.00205048
18 - 44 | 0.000156744
18 - 45 | 0.000100932
18 - 46 | -7.9841e-06
18 - 47 | -0.000444371
18 - 48 | -1.74306e-05
18 - 49 | -0.00254707
18 - 50 | -0.000153057
18 - 51 | 0.000189893
18 - 52 | -1.75129e-05
18 - 53 | -0.000261094
18 - 54 | 0.000502871
18 - 55 | 0.000281811
18 - 56 | -0.000154628
18 - 57 | -1.95561e-06
18 - 58 | 0.000597467
18 - 59 | 4.13913e-05
18 - 60 | 0.000923966
18 - 61 | -0.000586587
18 - 62 | 0.000253872
18 - 63 | -0.000287038
18 - 64 | -0.000170642
18 - 65 | -6.08128e-05
18 - 66 | 2.22695e-07
19 - 0 | -0.000879364
19 - 1 | 0.000576856
19 - 2 | -8.69222e-07
19 - 3 | -0.000115608
19 - 4 | -0.000397459
19 - 5 | 0.000221971
19 - 6 | -0.000161311
19 - 7 | 1.85413e-06
19 - 8 | 0.000101515
19 - 9 | -0.000235061
19 - 10 | 0.000827411
19 - 11 | 0.000506444
19 - 12 | -0.00163999
19 - 13 | 0.000863777
19 - 14 | -3.47498e-06
19 - 15 | 4.72511e-05
19 - 16 | -6.74977e-05
19 - 17 | 0.00213626
19 - 18 | -0.007776
19 - 19 | 0.0151318
19 - 20 | -0.00693812
19 - 21 | 2.07208e-06
19 - 22 | -0.00023681
19 - 23 | 0.00172657
19 - 24 | -0.00155112
19 - 25 | 0.00451137
19 - 26 | -0.0056829
19 - 27 | -0.00103817
19 - 28 | 0.000664861
19 - 29 | -7.40072e-07
19 - 30 | -0.00110834
19 - 31 | 0.000864104
19 - 32 | -0.00224445
19 - 33 | -0.00273118
19 - 34 | 0.000896442
19 - 35 | -9.77697e-07
19 - 36 | -0.00156387
19 - 37 | 0.000494097
19 - 38 | -2.25904e-06
19 - 39 | -2.05755e-05
19 - 40 | 0.00261181
19 - 41 | -0.000682944
19 - 42 | 0.000808833
19 - 43 | -0.00429118
19 - 44 | 0.000448244
19 - 45 | -2.10496e-05
19 - 46 | -1.20059e-06
19 - 47 | 0.000150826
19 - 48 | 0.000150589
19 - 49 | 0.00183782
19 - 50 | -0.000320383
19 - 51 | 0.00236934
19 - 52 | -0.00103611
19 - 53 | 0.000500229
19 - 54 | -0.000629676
19 - 55 | -0.000183191
19 - 56 | 0.000269967
19 - 57 | -5.82643e-06
19 - 58 | -0.00021251
19 - 59 | 0.000328317
19 - 60 | -0.00087267
19 - 61 | 0.00120583
19 - 62 | -0.000322013
19 - 63 | 0.000130964
19 - 64 | 0.000121712
19 - 65 | -8.94801e-05
19 - 66 | -1.94635e-05
20 - 0 | 0.000457545
20 - 1 | 0.000376093
20 - 2 | -7.9716e-07
20 - 3 | 0.000271274
20 - 4 | 0.000240819
20 - 5 | -5.60164e-06
20 - 6 | 0.000430162
20 - 7 | -1.82838e-06
20 - 8 | -0.000107083
20 - 9 | -0.000874527
20 - 10 | -0.000597395
20 - 11 | 3.72598e-05
20 - 12 | 0.000439766
20 - 13 | -0.000565702
20 - 14 | 3.36798e-07
20 - 15 | 6.63864e-05
20 - 16 | 9.33501e-05
20 - 17 | 2.82446e-05
20 - 18 | 0.00276377
20 - 19 | -0.00693812
20 - 20 | 0.00808127
20 - 21 | -8.24778e-06
20 - 22 | 0.000215639
20 - 23 | -4.64821e-05
20 - 24 | 0.00123522
20 - 25 | -0.00174696
20 - 26 | 0.00251399
20 - 27 | -0.00135246
20 - 28 | -0.000768831
20 - 29 | 2.6703e-06
20 - 30 | 0.00047513
20 - 31 | 0.000257663
20 - 32 | 0.000296026
20 - 33 | -0.000177912
20 - 34 | -0.000953855
20 - 35 | -0.00094746
20 - 36 | 0.000986985
20 - 37 | -0.000472956
20 - 38 | 4.14376e-06
20 - 39 | -0.000234777
20 - 40 | -0.00162139
20 - 41 | 0.000993137
20 - 42 | -0.00024017
20 - 43 | 0.0015249
20 - 44 | -0.000138327
20 - 45 | 0.000372427
20 - 46 | -4.76947e-07
20 - 47 | 0.000246885
20 - 48 | -6.29398e-05
20 - 49 | -0.000948242
20 - 50 | -0.000598642
20 - 51 | 0.000114429
20 - 52 | 0.000374294
20 - 53 | 0.000157984
20 - 54 | 0.000227257
20 - 55 | 0.000504699
20 - 56 | 0.000141311
20 - 57 | -1.87938e-06
20 - 58 | 0.00027047
20 - 59 | -0.0012321
20 - 60 | 0.000782429
20 - 61 | 2.41347e-05
20 - 62 | -5.5742e-05
20 - 63 | -0.000334817
20 - 64 | 2.47543e-05
20 - 65 | 6.91949e-05
20 - 66 | 8.9077e-06
21 - 0 | -5.27117e-07
21 - 1 | -4.88532e-07
21 - 2 | 2.74338e-09
21 - 3 | -5.71796e-07
21 - 4 | -1.09867e-06
21 - 5 | 1.28002e-06
21 - 6 | -1.396e-07
21 - 7 | 3.34759e-09
21 - 8 | -1.17071e-06
21 - 9 | 4.08542e-06
21 - 10 | 1.44101e-06
21 - 11 | -1.3865e-06
21 - 12 | 2.93127e-07
21 - 13 | 9.21934e-08
21 - 14 | -8.48533e-09
21 - 15 | 5.03855e-07
21 - 16 | -1.21812e-07
21 - 17 | -1.29891e-06
21 - 18 | 1.92342e-06
21 - 19 | 2.07208e-06
21 - 20 | -8.24778e-06
21 - 21 | 8.99732e-08
21 - 22 | -1.31517e-06
21 - 23 | -1.06228e-06
21 - 24 | -3.38797e-06
21 - 25 | 4.4089e-06
21 - 26 | -5.30538e-07
21 - 27 | 7.4641e-06
21 - 28 | -5.15358e-06
21 - 29 | -1.18967e-08
21 - 30 | -7.80527e-07
21 - 31 | 4.06591e-07
21 - 32 | -1.38943e-06
21 - 33 | 2.54034e-06
21 - 34 | -1.74525e-06
21 - 35 | -6.20062e-06
21 - 36 | 2.70113e-06
21 - 37 | 1.45206e-06
21 - 38 | 3.59988e-09
21 - 39 | 8.38436e-07
21 - 40 | -1.26715e-06
21 - 41 | -7.37455e-07
21 - 42 | 3.88152e-07
21 - 43 | -1.39542e-06
21 - 44 | -1.56092e-06
21 - 45 | -8.74229e-07
21 - 46 | -1.56641e-08
21 - 47 | -1.68614e-06
21 - 48 | 8.43078e-07
21 - 49 | -1.68404e-06
21 - 50 | 3.98867e-07
21 - 51 | 3.31318e-06
21 - 52 | -4.98343e-07
21 - 53 | -2.80573e-06
21 - 54 | 2.71713e-06
21 - 55 | 1.03603e-07
21 - 56 | -1.73322e-07
21 - 57 | 2.77322e-09
21 - 58 | 8.93934e-07
21 - 59 | 1.85852e-06
21 - 60 | 2.61018e-06
21 - 61 | -2.93325e-06
21 - 62 | 4.03071e-08
21 - 63 | 7.77066e-07
21 - 64 | -7.84239e-07
21 - 65 | -5.25479e-08
21 - 66 | 5.87908e-08
22 - 0 | 0.000173525
22 - 1 | -4.09137e-05
22 - 2 | 1.29266e-06
22 - 3 | -0.000141333
22 - 4 | -0.000112117
22 - 5 | 4.94299e-05
22 - 6 | -0.00022717
22 - 7 | 1.07632e-06
22 - 8 | 0.000124775
22 - 9 | 1.75235e-06
22 - 10 | -0.00103295
22 - 11 | 0.00029401
22 - 12 | -0.000800596
22 - 13 | 2.08971e-05
22 - 14 | -1.44355e-06
22 - 15 | -0.000527465
22 - 16 | -0.0001559
22 - 17 | -6.33837e-05
22 - 18 | 0.000606081
22 - 19 | -0.00023681
22 - 20 | 0.000215639
22 - 21 | -1.31517e-06
22 - 22 | 0.00257451
22 - 23 | -3.92296e-05
22 - 24 | -0.00046466
22 - 25 | -0.000659706
22 - 26 | 0.00127957
22 - 27 | -0.000258372
22 - 28 | 9.09193e-05
22 - 29 | -6.94384e-07
22 - 30 | -0.000553558
22 - 31 | 4.9355e-05
22 - 32 | 1.55769e-05
22 - 33 | -0.000757064
22 - 34 | -0.000303716
22 - 35 | 1.07951e-05
22 - 36 | -8.56018e-06
22 - 37 | 3.74402e-05
22 - 38 | -2.26174e-07
22 - 39 | -1.74036e-06
22 - 40 | 0.000128153
22 - 41 | 0.00113528
22 - 42 | 0.000332274
22 - 43 | -0.00103838
22 - 44 | 0.000124386
22 - 45 | 7.07014e-05
22 - 46 | 7.51027e-06
22 - 47 | 5.59551e-06
22 - 48 | -0.000167519
22 - 49 | -0.000294966
22 - 50 | -0.000230722
22 - 51 | 0.000792615
22 - 52 | -0.000342938
22 - 53 | -0.00053394
22 - 54 | -7.11019e-05
22 - 55 | -3.92762e-05
22 - 56 | 0.000121146
22 - 57 | -1.04297e-05
22 - 58 | 0.000106216
22 - 59 | 0.000351966
22 - 60 | 4.25728e-05
22 - 61 | -0.000330376
22 - 62 | -8.9452e-06
22 - 63 | -1.19324e-05
22 - 64 | 7.81303e-05
22 - 65 | 8.36649e-05
22 - 66 | -6.87809e-07
23 - 0 | -0.000153502
23 - 1 | 3.65371e-05
23 - 2 | 1.25125e-07
23 - 3 | -0.000472624
23 - 4 | 0.000499098
23 - 5 | 0.000165009
23 - 6 | 6.26952e-05
23 - 7 | 5.65206e-07
23 - 8 | 0.000425139
23 - 9 | 0.000933415
23 - 10 | -0.00135489
23 - 11 | 0.000510803
23 - 12 | -0.000449311
23 - 13 | 0.000619027
23 - 14 | -1.04028e-06
23 - 15 | -0.000196713
23 - 16 | 3.04116e-05
23 - 17 | -0.00123048
23 - 18 | -0.00157729
23 - 19 | 0.00172657
23 - 20 | -4.64821e-05
23 - 21 | -1.06228e-06
23 - 22 | -3.92296e-05
23 - 23 | 0.00779607
23 - 24 | -0.00452911
23 - 25 | 0.00121914
23 - 26 | -0.000480632
23 - 27 | 0.000189922
23 - 28 | -0.000149145
23 - 29 | 1.25837e-06
23 - 30 | 0.000290873
23 - 31 | -0.000720368
23 - 32 | 0.000936539
23 - 33 | -0.00105296
23 - 34 | -0.000822017
23 - 35 | 0.000314109
23 - 36 | -0.000172771
23 - 37 | 6.02519e-05
23 - 38 | 7.40969e-07
23 - 39 | -0.000224626
23 - 40 | 0.000740325
23 - 41 | 0.000941349
23 - 42 | -0.000682213
23 - 43 | 0.000972125
23 - 44 | -5.42162e-05
23 - 45 | 0.000148227
23 - 46 | 1.02706e-05
23 - 47 | 0.00016045
23 - 48 | -0.000417123
23 - 49 | 0.000316036
23 - 50 | 0.000500047
23 - 51 | 0.000794297
23 - 52 | -0.000180309
23 - 53 | -0.000730193
23 - 54 | -0.000181947
23 - 55 | -7.74731e-05
23 - 56 | 5.81003e-05
23 - 57 | 1.29071e-05
23 - 58 | -0.000150732
23 - 59 | -0.000187464
23 - 60 | 1.35792e-05
23 - 61 | 0.00108029
23 - 62 | -0.00029753
23 - 63 | -1.92085e-05
23 - 64 | 0.00049076
23 - 65 | -0.000104565
23 - 66 | -2.98853e-06
24 - 0 | 0.00088721
24 - 1 | -0.000289591
24 - 2 | 4.45093e-07
24 - 3 | 0.000410193
24 - 4 | -0.000656465
24 - 5 | -0.000114604
24 - 6 | 3.99325e-05
24 - 7 | -8.63756e-07
24 - 8 | -0.00127509
24 - 9 | -0.000164091
24 - 10 | -0.000221059
24 - 11 | -0.000828021
24 - 12 | 0.0011256
24 - 13 | -0.000725475
24 - 14 | -4.61046e-08
24 - 15 | 0.000294475
24 - 16 | -0.00021467
24 - 17 | -0.00136289
24 - 18 | 0.0019018
24 - 19 | -0.00155112
24 - 20 | 0.00123522
24 - 21 | -3.38797e-06
24 - 22 | -0.00046466
24 - 23 | -0.00452911
24 - 24 | 0.0140014
24 - 25 | -0.00408412
24 - 26 | 0.000589874
24 - 27 | -0.00165112
24 - 28 | 0.001192
24 - 29 | 3.50945e-06
24 - 30 | -0.000108562
24 - 31 | -0.000843469
24 - 32 | -0.00175324
24 - 33 | 0.0016247
24 - 34 | 0.000981128
24 - 35 | 0.00105229
24 - 36 | -0.000240819
24 - 37 | -0.000142551
24 - 38 | -9.44472e-07
24 - 39 | 0.000686322
24 - 40 | -0.00180887
24 - 41 | -0.00150673
24 - 42 | 0.00132999
24 - 43 | -0.00277916
24 - 44 | 0.000737653
24 - 45 | 9.69047e-05
24 - 46 | -1.50873e-05
24 - 47 | -0.000322518
24 - 48 | 0.000841226
24 - 49 | -0.00019228
24 - 50 | -0.00125399
24 - 51 | 0.0018682
24 - 52 | -0.00153436
24 - 53 | 0.00183165
24 - 54 | -0.00181576
24 - 55 | 0.000337711
24 - 56 | -6.88099e-05
24 - 57 | -1.63537e-05
24 - 58 | -0.000187977
24 - 59 | 0.000169519
24 - 60 | -0.000519021
24 - 61 | 0.000501644
24 - 62 | 0.000252502
24 - 63 | -0.000127646
24 - 64 | -0.00052185
24 - 65 | -0.00031636
24 - 66 | 3.13315e-05
25 - 0 | -0.00028584
25 - 1 | -0.000129428
25 - 2 | -1.55345e-06
25 - 3 | 0.000101849
25 - 4 | 0.000230684
25 - 5 | 0.000431148
25 - 6 | -0.000692846
25 - 7 | 6.89135e-07
25 - 8 | 0.000666493
25 - 9 | -0.00154824
25 - 10 | 0.000435571
25 - 11 | -6.48847e-05
25 - 12 | -0.00201788
25 - 13 | -0.000732338
25 - 14 | 2.87599e-06
25 - 15 | 0.000143296
25 - 16 | 0.000381233
25 - 17 | -6.75138e-05
25 - 18 | -0.00443817
25 - 19 | 0.00451137
25 - 20 | -0.00174696
25 - 21 | 4.4089e-06
25 - 22 | -0.000659706
25 - 23 | 0.00121914
25 - 24 | -0.00408412
25 - 25 | 0.0235797
25 - 26 | -0.0160357
25 - 27 | 0.00907963
25 - 28 | -0.00241338
25 - 29 | -8.92857e-06
25 - 30 | -0.000495733
25 - 31 | 0.00042149
25 - 32 | 0.00217502
25 - 33 | -0.0102742
25 - 34 | 0.00173545
25 - 35 | -0.002297
25 - 36 | -0.000823505
25 - 37 | 0.00106198
25 - 38 | -1.34376e-07
25 - 39 | 5.7619e-05
25 - 40 | -0.0027706
25 - 41 | 0.00356343
25 - 42 | -0.000593615
25 - 43 | -0.000860958
25 - 44 | 0.000854902
25 - 45 | -0.000175153
25 - 46 | 9.92157e-06
25 - 47 | 0.000648473
25 - 48 | -9.30735e-06
25 - 49 | 0.000528283
25 - 50 | 0.00178073
25 - 51 | 0.000572578
25 - 52 | -0.000150491
25 - 53 | -0.000146005
25 - 54 | 7.039e-05
25 - 55 | 2.25443e-05
25 - 56 | 0.000218077
25 - 57 | 1.35492e-06
25 - 58 | -8.88367e-05
25 - 59 | 7.89343e-05
25 - 60 | 0.00194039
25 - 61 | -0.00124172
25 - 62 | 1.53043e-05
25 - 63 | 0.000231687
25 - 64 | -0.00097647
25 - 65 | 0.000593744
25 - 66 | -1.78601e-05
26 - 0 | 0.000291514
26 - 1 | 8.77669e-05
26 - 2 | -2.3102e-07
26 - 3 | 9.58373e-05
26 - 4 | -0.000333048
26 - 5 | -2.49218e-05
26 - 6 | 0.000716308
26 - 7 | -2.37845e-07
26 - 8 | -0.00085617
26 - 9 | 0.00265395
26 - 10 | -0.00160388
26 - 11 | 0.00170803
26 - 12 | 5.99353e-05
26 - 13 | 0.000124956
26 - 14 | -4.62142e-06
26 - 15 | 0.000265837
26 - 16 | -0.00154126
26 - 17 | 0.00110705
26 - 18 | 0.00364814
26 - 19 | -0.0056829
26 - 20 | 0.00251399
26 - 21 | -5.30538e-07
26 - 22 | 0.00127957
26 - 23 | -0.000480632
26 - 24 | 0.000589874
26 - 25 | -0.0160357
26 - 26 | 0.0306291
26 - 27 | -0.0144743
26 - 28 | -0.000918179
26 - 29 | 1.5233e-05
26 - 30 | 0.000585108
26 - 31 | 9.65136e-06
26 - 32 | -0.000347161
26 - 33 | 0.0034652
26 - 34 | -0.00757817
26 - 35 | 0.00412273
26 - 36 | 0.00188886
26 - 37 | -0.000459865
26 - 38 | 1.00798e-06
26 - 39 | -0.0012564
26 - 40 | 0.00333303
26 - 41 | -0.00300386
26 - 42 | 0.00123776
26 - 43 | 0.00128501
26 - 44 | -0.00102807
26 - 45 | 0.000113765
26 - 46 | -1.49686e-05
26 - 47 | -0.000266188
26 - 48 | -0.00176703
26 - 49 | 0.00137135
26 - 50 | -0.00150148
26 - 51 | 0.00115463
26 - 52 | -0.000220444
26 - 53 | 0.000464594
26 - 54 | 0.000585711
26 - 55 | 5.19257e-05
26 - 56 | -0.000327656
26 - 57 | 3.78901e-06
26 - 58 | 0.000602474
26 - 59 | -0.00120506
26 - 60 | 0.00055049
26 - 61 | -0.00013562
26 - 62 | -0.000255192
26 - 63 | -0.00105668
26 - 64 | 0.000525938
26 - 65 | -0.000343702
26 - 66 | 3.94961e-05
27 - 0 | -0.000330838
27 - 1 | -0.000627427
27 - 2 | 2.80608e-06
27 - 3 | -0.000254233
27 - 4 | 0.000304098
27 - 5 | -0.000201982
27 - 6 | -0.000406586
27 - 7 | 9.46855e-07
27 - 8 | 0.00133802
27 - 9 | 0.000154698
27 - 10 | -0.000239598
27 - 11 | 0.000819606
27 - 12 | 0.000865678
27 - 13 | -0.000405768
27 - 14 | 1.78107e-06
27 - 15 | -9.19197e-05
27 - 16 | -0.000731973
27 - 17 | -0.000322492
27 - 18 | -0.000782356
27 - 19 | -0.00103817
27 - 20 | -0.00135246
27 - 21 | 7.4641e-06
27 - 22 | -0.000258372
27 - 23 | 0.000189922
27 - 24 | -0.00165112
27 - 25 | 0.00907963
27 - 26 | -0.0144743
27 - 27 | 0.0284511
27 - 28 | -0.00657045
27 - 29 | 7.1642e-06
27 - 30 | -3.75663e-05
27 - 31 | -0.000282031
27 - 32 | 0.00102954
27 - 33 | -0.00248985
27 - 34 | 0.00352729
27 - 35 | -0.00763113
27 - 36 | -0.000286074
27 - 37 | 0.000598607
27 - 38 | -1.31558e-06
27 - 39 | 0.000592211
27 - 40 | 0.000353547
27 - 41 | 9.58439e-08
27 - 42 | -0.00112537
27 - 43 | 0.00127808
27 - 44 | -0.000380602
27 - 45 | 0.000213025
