0.00	56
0.05	102
0.10	111
0.15	114
0.20	111
0.25	106
0.30	94
0.35	86
0.40	79
0.45	77
0.50	48
0.55	54
0.60	47
0.65	28
0.70	34
0.75	20
0.80	26
0.85	21
0.90	17
0.95	16
1.00	14
1.05	20
1.10	14
1.15	9
1.20	12
1.25	10
1.30	9
1.35	9
1.40	9
1.45	8
1.50	7
1.55	6
1.60	1
1.65	4
1.70	4
1.75	4
1.80	1
1.85	4
1.90	5
1.95	0
2.00	1
2.05	5
2.10	3
2.15	1
2.20	2
2.25	2
2.30	1
2.40	0
2.50	0
2.60	1
2.65	0
2.75	1
2.80	0
2.85	1
2.90	0
2.95	3
3.00	0
